,21st century,20th century,Unknown,Pre-1900s
0,0.0,0.0,0.0,0.0
1,0.0,0.0320396630716426,0.1677546529958887,0.058978332136311803
2,0.0,0.0,0.0,0.0369313306035293
3,0.0,0.0,0.0035122851647055,0.1066559301322009
4,0.0,0.0056712981965188,0.0565578317416486,0.0016176612974159
5,0.0,0.0,0.0,0.0
6,0.0,0.0,1.4048522443138443,0.0
7,0.0,0.0,0.0,0.298975163330163
8,0.0,0.0,0.0347578347967236,0.0699966700874693
9,0.0,0.0,0.0443091129352552,0.00325039099733
10,0.0,0.0,0.0660191786141044,0.0
11,0.0,0.13822089664796988,0.0,0.0
12,0.0,0.0,0.0,0.0037148827283958
13,0.0,0.1405550099958783,0.4644944090393367,0.0
14,0.0,0.0,0.0365940426310841,0.0
15,0.0,0.0,0.07680793237378511,0.0
16,0.0,0.16951156654074861,0.0381270887672755,0.0
17,0.0,0.0,0.029416580258983,0.0
18,0.0,0.0,0.6152709778641329,0.0
19,0.0,0.0,0.0331104770860937,0.0
20,0.0,0.0976271967529179,0.2128087823423825,0.0
21,0.0,0.0419530082274146,0.1388422446904265,0.0
22,0.0,0.071502679117486,0.0158273384409534,0.0596491230457832
23,0.0,0.0,0.0410765722278809,0.0
24,0.0,0.0,0.0,0.0
25,0.0,0.0,0.5591860867586026,0.0670405050241418
26,0.0,0.043467259750872594,0.0361509837329565,0.0
27,0.0440688555253708,0.08896763355980791,0.23145183108522668,0.0
28,0.0,0.0,0.0025614756361047,0.1191103773980395
29,0.0094374267467862,0.1389504047154669,0.0424026240702514,0.0
30,0.0,0.046205356894288,0.2649517014415254,0.0
31,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.0,0.0,0.45426287242720614,0.0
35,0.0,0.0,0.1261065780929426,0.1510949617576444
36,0.0209750893570585,0.1046772934269213,0.1163393912494265,0.0
37,0.0,0.0162095939319266,0.1717187664047391,0.0839506172839505
38,0.0,0.0334152332242041,0.0311699522595381,0.0
39,0.0,0.0,0.0432604738653031,0.6273001042246334
40,0.0072765890807368,0.0539177494275815,0.1434329988583888,0.0489086856473556
41,0.0076594061516039,0.0,0.0,0.0
42,0.0,0.1120435962680145,0.17997386804777338,0.0393899779777002
43,0.0,0.0371373713578732,0.0004441154826902,0.0
44,0.0,0.0,0.6396608245244471,0.0
45,0.0,0.0,0.078070503055628,0.0
46,0.0,0.0151729013204414,0.41413290517676615,0.0
47,0.0,0.0,0.0,0.0
48,0.0,0.18460803857392807,0.0899623996394866,0.00082212954756
49,0.0,0.0,0.0,0.0
50,0.0,0.0216262977534326,0.019353813796956998,0.0
51,0.0,1.8564984267572353,0.0829508969870968,0.0
52,0.1201931333521306,0.0585667896567386,0.0153101748114151,0.0
53,0.0,0.155006055884151,0.0137759178017841,0.0154826579287095
54,0.0,0.0,0.2579512781323077,0.0
55,0.0,0.0,0.010567514685548,0.0499552731351305
56,0.0,0.0844772932687079,0.2440901501911284,0.0
57,0.0,0.0,0.0,0.0223839938214368
58,0.0,0.0,0.0118665688018258,0.0
59,0.0,0.0910244962239161,0.0265818824983024,0.0
60,0.0,0.0925488663461959,0.1323243194700681,0.0542373807338229
61,0.2519451090443553,0.0,0.1963494606427079,0.0
62,0.0,0.0,0.0,0.0
63,0.0,0.0313830737453074,0.146221506684511,0.0
64,0.0,0.0206605855152353,0.008831719240806,0.0
65,0.0022719899828805,0.10155110278962451,0.0,0.0
66,0.0,0.0,0.0,0.0006942260082082
67,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0228445100258063,0.0
69,0.0,0.0,0.095224090132112,0.0482390836350404
70,0.0,0.0028886194416118,0.0,0.0
71,0.0,0.0073303034158941,0.1302097822614317,0.335700789063051
72,0.0,0.0,0.03904220903867879,0.13325720348408
73,0.0,0.0,0.0,0.0
74,0.0152858862161908,0.0,0.0,0.0
75,0.0,0.6618207569678043,0.4330726713283679,0.0
76,0.0,0.0288955479491308,0.0633030165802759,0.08181099085348009
77,0.0,0.0,0.05534720912096951,0.0
78,0.0,0.0890604983783704,0.2767414198181383,0.0
79,0.025760482642196,0.0227642276872094,0.1329826044494819,0.0271818982913512
80,0.0,0.0,0.1735587259873656,0.0
81,0.0,0.0,0.0182501339734542,0.0
82,0.0,0.0524296574348742,0.1654443582052046,0.0
83,0.0920550038183595,0.15165919427536578,0.1768640865454931,0.0
84,0.0,0.0288426762899774,0.147575783304101,0.0
85,0.0,0.0,0.0,0.0
86,0.0047078618939256,0.17260680938614062,0.0,0.0
87,0.0,0.0236991895379807,0.1257421902514579,0.0
88,0.0,0.0033035350866232,0.054478081120985,0.0
89,0.0,0.0199791783492568,0.0166023292204523,0.0060946847184374
90,0.0,0.0,0.31697503786538633,0.0
91,0.0,0.3786684229033882,0.0375918988364518,0.0285185685268364
92,0.0,0.4118839719033063,0.49813824868736556,0.0
93,0.0,0.0018113539889687,0.0523896985703283,0.0213288566613003
94,0.0,0.0,0.027127793083907798,0.0551228611369146
95,0.0,0.0,0.0162507755686672,0.0
96,0.0,0.0908607590438312,0.0114954433092743,0.0848598950145612
97,0.0,0.0,0.0186570760136575,0.046586922980620005
98,0.0,0.0,0.075559258518074,0.0160392154244994
99,0.7971409495830228,0.4732610279236207,1.2367090118039687,0.0
100,0.0,0.022526636154424,0.1114129414864998,0.026262626386514
101,0.0,0.0257782109674778,0.0674622794372474,0.0
102,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0768435434024069,0.0
104,0.0,0.0,0.0060262317501073,0.0439013719556349
105,0.0,0.0283890143491986,0.0,0.0
106,0.0,0.0,0.2819548169388262,0.0
107,0.0,0.1384912956261843,0.0,0.0
108,0.332013201224784,0.0,0.11928668154894231,0.0044077134859928
109,0.0,0.0,0.0,0.0
110,0.0,0.0,0.983485166209937,0.0
