,Medium-Low,Low,High,Medium-High
0,0.0,0.0,0.0,0.0
1,0.0,0.23891374444231872,0.0,0.0198589037615244
2,0.0332799429257153,0.003651387677814,0.0,0.0
3,0.0,0.1101682152969064,0.0,0.0
4,0.0381474103893228,0.0200280826497417,0.0,0.0056712981965188
5,0.0,0.0,0.0,0.0
6,0.3101297672871919,1.0947224770266524,0.0,0.0
7,0.0320064258326497,0.26696873749751326,0.0,0.0
8,0.0347578347967236,0.0699966700874693,0.0,0.0
9,0.0217830949753586,0.025776408957226597,0.0,0.0
10,0.0,0.0,0.0660191786141044,0.0
11,0.0362622873105634,0.1019586093374065,0.0,0.0
12,0.0,0.0037148827283958,0.0,0.0
13,0.0216284110283636,0.2435757943283054,0.0,0.339845213678546
14,0.0,0.0365940426310841,0.0,0.0
15,0.07680793237378511,0.0,0.0,0.0
16,0.0254200315827491,0.1471861417506393,0.0,0.0350324819746357
17,0.0021263164339119,0.0272902638250711,0.0,0.0
18,0.0,0.6152709778641329,0.0,0.0
19,0.0,0.0331104770860937,0.0,0.0
20,0.16385904745664928,0.0998446844785745,0.0,0.0467322471600766
21,0.057871376056238,0.1043710012667944,0.0185528755948087,0.0
22,0.0,0.1190305900327367,0.0158273384409534,0.0121212121305325
23,0.0186234819814239,0.0,0.0,0.022453090246457
24,0.0,0.0,0.0,0.0
25,0.0688801690248148,0.5102883165852545,0.0,0.047058106172675
26,0.0,0.0633576805851744,0.0,0.0162605628986547
27,0.19997558379603242,0.164512736374373,0.0,0.0
28,0.064268640468432,0.057403212565712194,0.0,0.0
29,0.1483878314622531,0.0424026240702514,0.0,0.0
30,0.034964139541337,0.2761929187944764,0.0,0.0
31,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.31142165247194015,0.0,0.0917735509323811,0.0510676690228849
35,0.0644043764467125,0.2127971634038745,0.0,0.0
36,0.0402324404166673,0.11312924956456569,0.0642269009915791,0.0244031830605942
37,0.0178537525384126,0.2140890705323304,0.0399361545498732,0.0
38,0.0,0.0645851854837422,0.0,0.0
39,0.0,0.6705605780899366,0.0,0.0
40,0.044978122261005,0.20855790075305772,0.0,0.0
41,0.0,0.0076594061516039,0.0,0.0
42,0.0314814811776577,0.2999259611158304,0.0,0.0
43,0.0371373713578732,0.0004441154826902,0.0,0.0
44,0.3853063413923658,0.0349189004722091,0.0,0.21943558265987217
45,0.0711260587080432,0.0,0.0,0.0069444443475848
46,0.0151729013204414,0.41413290517676615,0.0,0.0
47,0.0,0.0,0.0,0.0
48,0.0,0.27539256776097465,0.0,0.0
49,0.0,0.0,0.0,0.0
50,0.0140505402899757,0.0053032735069813,0.0,0.0216262977534326
51,1.005015354992225,0.934433968752107,0.0,0.0
52,0.12544972048764338,0.0335608174749402,0.0,0.0350595598577007
53,0.0,0.18426463161464463,0.0,0.0
54,0.043578644350373105,0.2143726337819346,0.0,0.0
55,0.0352534564820551,0.0252693313386234,0.0,0.0
56,0.1765297364548811,0.1327654937424235,0.0192722132625317,0.0
57,0.0,0.0223839938214368,0.0,0.0
58,0.0118665688018258,0.0,0.0,0.0
59,0.0380907636401843,0.0795156150820342,0.0,0.0
60,0.1063114466802731,0.15186399557874977,0.0,0.020935124291064
61,0.0,0.4482945696870632,0.0,0.0
62,0.0,0.0,0.0,0.0
63,0.0478600541018931,0.1297445263279253,0.0,0.0
64,0.0,0.0206605855152353,0.0,0.008831719240806
65,0.0365908251351688,0.0672322676373362,0.0,0.0
66,0.0,0.0006942260082082,0.0,0.0
67,0.0,0.0,0.0,0.0
68,0.0228445100258063,0.0,0.0,0.0
69,0.0215087943855035,0.12195437938164891,0.0,0.0
70,0.0028886194416118,0.0,0.0,0.0
71,0.0,0.47324087474037674,0.0,0.0
72,0.0334938660976531,0.1388055464251057,0.0,0.0
73,0.0,0.0,0.0,0.0
74,0.0103503368222358,0.004935549393955,0.0,0.0
75,0.1135180355093976,0.8353145716252597,0.0,0.1460608211615149
76,0.0,0.1740095553828868,0.0,0.0
77,0.0195989099561688,0.0357482991648007,0.0,0.0
78,0.0256887574723405,0.11513225919627619,0.1741787623073007,0.0508021392205913
79,0.0675436302508638,0.1411455828193747,0.0,0.0
80,0.0,0.0,0.0766083862142851,0.0969503397730805
81,0.0,0.0,0.0182501339734542,0.0
82,0.0428669975248589,0.1587796541638656,0.0162273639513543,0.0
83,0.0920550038183595,0.1768640865454931,0.0754299760331531,0.0762292182422127
84,0.0238298738964488,0.15258858569762962,0.0,0.0
85,0.0,0.0,0.0,0.0
86,0.0913463399581454,0.0859683313219208,0.0,0.0
87,0.0966721158547252,0.0448573108767803,0.0,0.0079119530579331
88,0.0,0.057781616207608195,0.0,0.0
89,0.0,0.0365815075697091,0.0,0.0060946847184374
90,0.22410146143267812,0.0928735764327082,0.0,0.0
91,0.0,0.44477889026667644,0.0,0.0
92,0.1014651214042284,0.3785660318403702,0.0,0.4299910673460733
93,0.023140210650269,0.0523896985703283,0.0,0.0
94,0.0087045718197528,0.07354608240106959,0.0,0.0
95,0.0,0.0052514463085395,0.0109993292601277,0.0
96,0.0816380975496902,0.087142364674688,0.0,0.0184356351432885
97,0.0,0.0652439989942775,0.0,0.0
98,0.0,0.075559258518074,0.0,0.0160392154244994
99,0.47928073057906906,1.7244337577434032,0.30339650098814,0.0
100,0.0005782734460853,0.1433044860404136,0.0,0.0163194445409389
101,0.0,0.0932404904047252,0.0,0.0
102,0.0,0.0,0.0,0.0
103,0.0,0.0671027638512613,0.0097407795511456,0.0
104,0.0060262317501073,0.0439013719556349,0.0,0.0
105,0.0,0.0283890143491986,0.0,0.0
106,0.1806002604341171,0.10135455650470909,0.0,0.0
107,0.0,0.1384912956261843,0.0,0.0
108,0.3513774748145958,0.1043301214451233,0.0,0.0
109,0.0,0.0,0.0,0.0
110,0.19550483895633822,0.7879803272535988,0.0,0.0
111,0.0062508164205211,0.018768548364045998,0.0,0.0
112,0.0128617363344051,0.13161070689907942,0.0,0.0
113,0.0,0.5060172441762956,0.0,0.0
114,0.0279995296808682,0.0074213185923764,0.0,0.0
115,0.1565751320734284,0.0680355752258345,0.0,0.0
116,0.0522569379172887,0.1011414787042699,0.0090245025609492,0.0
117,0.0,0.0079887221416072,0.0,0.0
