,s-,l-r,e-k,a-d
0,0.2352941154325258,0.3305322097635915,0.0,0.4985994350405256
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0052631578475069,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,1.8653878676552724,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.2307692281656804,0.0769230743195267,0.0,0.0
9,0.0,0.0,0.0,0.0
10,0.2727272701239669,0.0909090900413223,0.3636363601652892,0.0909090900413223
11,0.0,0.1131221728108556,0.2262443456217112,0.3393665184325668
12,0.6969696912167126,1.4242424125390265,1.0606060518778695,0.3333333305555556
13,0.2432601875563801,0.6683385572375429,0.46144200551340486,0.25705329092284857
14,0.159999998528,0.25523809204273923,0.8133333258617779,0.159999998528
15,2.703557288873127,0.0,0.0,0.0
16,0.0,0.49330629288021416,0.2742393531635316,0.49330629288021416
17,0.0,2.1285713993905895,0.0,0.0
18,0.0,0.0,0.0,0.0
19,0.34181817869328923,0.159999998528,0.479999995584,0.319999997056
20,0.0,0.0178571425956632,0.6195652188267956,0.0489130440778591
21,0.6956521675614364,0.1739130418903591,0.3478260837807182,0.5217391256710773
22,0.14666666817659252,0.0,0.0,0.14666666817659252
23,0.0,0.3478260837807182,0.3478260837807182,0.6817391241990773
24,0.2962962937722909,0.8783068708098879,1.164021154075194,0.2962962937722909
25,0.0,0.0,0.0,0.0
26,1.14666665371865,0.4444444393964334,0.0,0.479999994624
27,0.159999998528,0.0,0.5078260823087182,0.8278260793647183
28,0.0,0.0,0.0,0.0
29,0.479999995776,0.479999995776,0.239999997888,1.2757894625769308
30,0.0,0.0,0.0,0.0
31,0.1538461524260355,0.4999999954166667,0.5238095190306122,0.7521367458397255
32,0.0,0.639999994112,0.479999995584,0.479999995584
33,0.2857142829931971,0.1904761886621314,0.0952380943310657,0.3809523773242628
34,0.0,0.0,0.0,0.0
35,0.029473684846626,0.088421054539878,0.0,0.1205578070890688
36,0.6371100180200115,0.6371100180200115,1.274220036040023,0.3333333340476189
37,0.416666668611111,0.2083333343055555,0.2083333343055555,1.1987179548997366
38,0.3076923050887574,1.003344473255109,0.3076923050887574,0.6153846101775148
39,0.0,0.0,0.0,1.447619050988843
40,0.0,0.0,0.0,0.0108695651364603
41,1.0434782513421548,0.3478260837807182,0.3478260837807182,0.0
42,0.0,0.0202429155976167,0.12145749358570021,0.0607287467928501
43,0.4615384574556214,0.2307692287278107,1.494505481441855,0.2307692287278107
44,0.0,2.222222203539095,0.3333333305555556,0.3333333305555556
45,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0
47,0.2727272677685949,0.0909090892561983,0.3636363570247932,0.17786560940742702
48,0.0,0.0,0.0,0.0
49,0.079999998528,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
51,0.5325536095622933,0.0,0.44678362825537643,0.153110048195783
52,0.0,0.0,0.0,0.0740740750068587
53,0.0,0.0,0.0,0.0
54,0.0,0.0,1.3322276226287135,0.0
55,0.0,1.3855498602233949,1.07534919450114,0.5217391258979206
56,0.4000000031999998,1.0000000079999996,0.4000000031999998,0.2000000015999999
57,0.0,0.0,0.0,0.0
58,0.0660869566781701,0.0660869566781701,0.0660869566781701,0.0660869566781701
59,0.873015866191736,1.6847290507411001,0.0,1.669950725703487
60,0.0,0.0879120893901701,0.1298701309765557,0.7222510908176538
61,0.0,0.0,0.1739130412098299,0.2857142832653061
62,0.319999995776,0.479999995776,0.0,1.03999998944
63,0.0,0.5125925965899146,0.6209523842258136,0.8076190521155912
64,0.0,0.0,0.0,0.0
65,0.0,0.0476190495464851,0.0,0.0
66,0.2499999978125,0.7608695585739603,0.7608695585739603,0.7608695585739603
67,0.0,0.0,0.8362506938451816,0.0
68,0.1961722469388292,0.0,0.8712121132968893,0.0909090900413223
69,0.0,0.0869565201512287,0.0,0.0
70,0.0,0.0,0.0,0.0
71,0.0,0.0,0.2010582016180958,1.8095238145628618
72,0.2821946142884381,0.36915113519581044,0.0869565209073724,0.1739130418147448
73,0.0952380943310657,0.45134575138424854,0.1821946152384381,0.0
74,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.071428571512018
77,0.0,0.6227456694888316,0.3636363601652892,0.0
78,0.0,0.1368421051594183,0.0,0.0
79,1.0542328055766912,0.2129629632167352,0.0705128206870479,0.6388888896502056
80,0.3478260836294896,0.0,0.1739130418147448,0.2608695627221172
81,0.3442028938471433,0.45169081463727256,0.28502414943825993,0.0
82,0.2967032916507668,0.0,0.0,2.061538440287811
