,Pre-1900s,21st century,Unknown,20th century
0,0.0,0.0,0.1353808931601002,0.0
1,0.0311273500179861,0.0,0.0946401630750083,0.0
2,0.0,0.0,1.040747180961299,0.0
3,0.0,0.0,0.3636396040246733,0.0
4,0.0,0.0,0.17159971338693641,0.0
5,0.060107829431280596,0.0,0.0237585881040853,0.0
6,0.0,0.0,2.399273704503407,0.0
7,0.0,0.0,0.2860367079118845,0.0
8,0.0034270622013938,0.0,0.13914162512387318,0.0
9,0.0,0.0,1.3250872471851811,0.0
10,0.0,0.0,0.32001257917550324,0.0
11,0.0083275311101146,0.0,0.0053908355795148,0.0088765328890686
12,0.0,0.0,0.5626292038947817,0.0046518108042296
13,0.0,0.0,0.23085686754074858,0.0299488041392119
14,0.0,0.0,0.22774917294585278,0.0541467420851086
15,0.0,0.3262080033680934,0.84408352818784,0.639887037649076
16,0.0704258785197567,0.0,0.0332088601765092,0.5009707485263848
17,0.1219460037156799,0.0,0.2679992413700281,0.4908344261326711
18,0.0,0.084609225968713,0.19389823224104208,0.1384900875146094
19,0.0,0.0039814753244528,0.0095684187095965,0.0317531305470732
20,0.0,0.0021399691449369,0.08596197732693661,0.0
21,0.0,0.0,0.02328355663201,0.0126645022863362
22,0.0,0.7471361507355134,0.0,2.0136505997244813
23,0.5684693356941659,0.0,0.0,1.3696108529625648
24,0.0,0.0868778281523077,0.078183215646245,0.0
25,0.0424242425432505,0.0,0.0241508668948117,0.0127751197578397
26,0.0233849117620827,0.0,0.0199977769189794,0.0526109496555043
27,0.0019276076422198,0.0,0.2851349031332258,0.0580447544120384
28,0.0232666683865465,0.0519910491125377,0.1556108187396679,0.7551960136425495
29,0.0729746446845429,0.0,0.40825613353985807,0.0
30,0.0,0.0,0.3165897577586684,0.0119016055300253
31,0.0,0.0,0.0178552685952138,0.0
32,0.0351773434279644,0.0,0.0497979968792298,0.0
33,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0510014854867607,0.0382672171134932
35,0.0,0.0,0.23382011855750512,0.0
36,0.0447773202902164,0.0,0.0316188695655022,0.0
37,0.0,0.0,0.37293326756958434,0.096321185055996
38,0.0779194631750499,0.0,0.2171915326948698,0.1474425325237618
39,0.0,0.0,0.0025794420979556,0.0
40,0.0,0.1744528677412466,0.0307754344421034,0.0083333342852721
41,0.0,0.0083874464176936,0.2490064059069519,0.0
42,0.0,0.0,0.177733357515975,0.0
43,0.0,0.0,0.1039646757906079,0.0267011419498078
44,0.0,0.0,0.0,0.0
45,0.4531417639805373,0.0,0.27161313395194253,0.0
46,0.0,0.0,0.09430517407084271,0.0
47,0.0,0.0,0.0223297213747809,0.2311549402032576
48,0.0,0.232186732159213,0.0558733401088769,1.0214560416731315
49,0.0,0.0,0.1217970766822847,0.0629290618439189
50,0.2580688788880997,0.0,0.0066906845230889,0.22081535226093368
51,0.5072399181808938,0.0,0.0,1.2707486862118451
52,0.0,0.0,0.6288600271096971,0.0
53,0.0,0.0,0.2631267125465747,0.0018382361265847
54,0.0,0.0,0.0,0.0
55,0.0052574398228783,0.0,0.08169838039017921,0.0
56,0.0,0.0,0.6933560303904113,0.0
57,0.0551949393629455,0.0,0.0906467631222721,0.0
58,0.0,0.0,1.4469787827195069,0.0
59,0.0,0.0,0.0,0.0
60,0.0379911875405997,0.0,0.11132847365951101,0.0
61,0.0,0.0,0.2068900633073293,0.0592861011880907
62,0.0,0.0,0.011568653096212,0.0
63,0.3607022423066298,0.0,1.865829996960035,0.0
64,0.0,0.0,0.0,0.0
65,0.0328172659686331,0.0143674075893305,0.07870781733113469,0.0
66,0.0,0.0,0.2812868639595443,0.4925622927241674
67,0.0,0.0,0.2644554708391969,0.0
68,0.0,0.0,2.0089457224854423,0.0
69,0.0,0.0,0.0238880285875557,0.0
70,0.0159471429752555,0.0,0.0691280149205036,0.0205534796093471
71,0.9717086684250181,0.800841229523706,0.0,1.6872702769061516
72,0.0,0.3960678209354822,0.12101693628627559,0.0
73,0.0203374373134406,0.0,0.0319641540106714,0.0
74,0.031518812192798,0.0,0.0,0.0063422237953254
75,0.0,0.0,0.0659255014962693,0.0
76,0.2973307653400413,0.0,0.0665980948985597,0.0609250395264658
77,0.1345215669399281,0.0,0.0868894962290308,0.0231628741366383
78,0.0,0.0,0.0226851337755209,0.0
79,0.0,0.0,3.800489492066555,0.0
80,0.0,0.0,0.0089626241443346,0.0
81,0.0,0.0,0.9469483920769075,0.0
82,0.0,0.0,2.3379820974551,0.0
83,0.0,0.0,0.0260698212564264,0.0
84,0.0,0.0,0.14172170774235382,0.0382316410258422
85,0.095251539881731,0.0182369362900703,0.1773394329026999,0.0
86,0.0,0.0,1.5565535318338457,0.0
87,0.0,0.0,0.1302203335138511,0.0
88,0.0459558819852772,0.0,0.084909703997055,0.0
89,0.0,0.0,0.9180320497028296,0.0
90,0.0,0.0,0.1883833342745661,0.0
91,0.0,0.0,0.1839479291492716,0.0
92,0.0,0.0,0.0227459576234695,0.0
93,0.0,0.0,0.2335170266705194,0.0
94,0.1691427501022667,0.0,1.5649515794167828,0.0
95,0.0,0.0,0.1336374106299325,0.0
96,0.0063114067100662,0.0,0.5629804849638049,0.0
97,0.0,0.0,0.39001206877064387,0.0
98,0.0,0.0,1.6057298718570512,0.0439513545828473
99,0.0,0.0,3.0656876242827718,0.0
100,0.2173820788165975,0.3644586295155105,1.0944288319800555,0.0
101,0.0,0.0,0.026349843544351704,0.0
102,0.0,0.0,0.30888957260051264,0.0
103,0.20709972744139998,0.0,0.1333129986527674,0.3898050579884107
