,Medium-Low,Low,High,Medium-High
0,0.0207364584754647,0.1146444346846355,0.0,0.0
1,0.0311273500179861,0.0946401630750083,0.0,0.0
2,0.0,1.040747180961299,0.0,0.0
3,0.0,0.3636396040246733,0.0,0.0
4,0.0,0.1620166548714838,0.0,0.0095830585154526
5,0.0342553524324664,0.0406721683666354,0.0,0.0089388967362641
6,0.1729911369539875,1.7566925449263635,0.0182836093213936,0.4513064133016625
7,0.0,0.2860367079118845,0.0,0.0
8,0.0,0.14256868732526698,0.0,0.0
9,0.1256765347512445,1.1994107124339366,0.0,0.0
10,0.0,0.32001257917550324,0.0,0.0
11,0.0,0.022594899578698,0.0,0.0
12,0.0,0.5672810146990112,0.0,0.0
13,0.1157263576396331,0.14507931404032742,0.0,0.0
14,0.1078049176278565,0.0057232645521127,0.0,0.16836773285099219
15,0.3258286824095757,1.4843498867954337,0.0,0.0
16,0.1624458549285601,0.4421596322940906,0.0,0.0
17,0.6235718747630137,0.2572077964553654,0.0,0.0
18,0.1700349654683157,0.18364659047719611,0.0633159897788527,0.0
19,0.0,0.045303024581122495,0.0,0.0
20,0.06030425462574,0.0277976918461335,0.0,0.0
21,0.0,0.0359480589183462,0.0,0.0
22,0.6845166981900308,2.076270052269964,0.0,0.0
23,0.0547261402550766,1.883354048401654,0.0,0.0
24,0.1152106923589009,0.041347834742397796,0.0,0.008502516697254
25,0.0127751197578397,0.0665751094380622,0.0,0.0
26,0.0,0.0959936383365664,0.0,0.0
27,0.0,0.345107265187484,0.0,0.0
28,0.0,0.9860645498813017,0.0,0.0
29,0.0,0.481230778224401,0.0,0.0
30,0.0,0.0,0.0299881345953099,0.2985032286933838
31,0.0178552685952138,0.0,0.0,0.0
32,0.0,0.08497534030719421,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.0382672171134932,0.0510014854867607,0.0,0.0
35,0.0060313959125999,0.2277887226449052,0.0,0.0
36,0.0447773202902164,0.0245137386732923,0.0,0.0071051308922099
37,0.0,0.4692544526255803,0.0,0.0
