,Unknown,21st century,Pre-1900s,20th century
0,0.025053363269779402,0.0,0.0347768511217871,0.0
1,0.0649460132096376,0.0,0.0,0.0
2,0.0,0.0,0.0053908363039718,0.0
3,0.0,0.0,0.0618546306483039,0.0
4,0.0,0.0,0.0,0.0
5,0.0442065653783235,0.0,0.0055702914960338,0.0584666403611634
6,0.0904832213916251,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.0243914870511298,0.0,0.060212890058243096,0.0
9,0.0994368543568557,0.0,0.041526994006102,0.0
10,0.1230407130601117,0.0,0.0,0.0359688781889588
11,0.0,0.0,0.0,0.0
12,0.0108896448350584,0.0,0.0163518293611591,0.0
13,0.0322521420688078,0.0,0.0,0.0
14,0.0288641763322084,0.0,0.0,0.0049459610100614
15,0.43529094255924516,0.1376811596373107,0.0,0.0
16,0.0436972158793712,0.0003895552274436,0.0,0.0857554642319038
17,0.0089237585414772,0.0285053132347098,0.0,0.0
18,0.270804261745632,0.0,0.0,0.0
19,0.0,0.0,0.0456007949239179,0.0150387116708973
20,0.3939586618418428,0.0,0.0,0.0500414792176354
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.19025795220012834,0.0,0.0,0.0
24,0.2839134098892117,0.2312654935852161,0.0,0.09467883176292219
25,0.1111829524786487,0.0,0.0,0.0
26,0.028588301272306,0.0,0.0080394807342644,0.0020722639391221
27,0.0,0.0,0.0,0.012626911120010801
28,0.0343377907256929,0.0,0.049403553226733704,0.0
29,0.0,0.0,0.0,0.0073889829280895
30,0.0,0.0,0.0357849013221842,0.0999379749293793
31,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0011059919628182,0.022223138534051997
33,0.068201847751635,0.0,0.0,0.0
34,0.14955197864072609,0.0,0.0,0.0276401597502899
35,0.0,0.0,0.10788701020448119,0.0
36,0.140581001915465,0.0461951360255112,0.0,0.0335850702868237
37,0.0,0.0868654410019972,0.1941092167244574,0.0339738127313915
38,0.2211786252246162,0.0489248309198965,0.0823000177287557,0.0
39,0.0094301772603124,0.0,0.2122008083194411,0.0
40,0.1860624966235379,0.0,0.0,0.0415561445932113
41,0.2933083113426454,0.0,0.0,0.0
42,0.0451540615717321,0.0,0.0,0.0
43,0.0802258172431868,0.0,0.0,0.050096313516402105
44,0.3138209485230942,0.0,0.0,0.0
45,0.3865281763738305,0.0,0.0,0.017805545353827
46,0.5503954161862192,0.0,0.0,0.2703642375122265
47,0.0285753756887014,0.0150375950203655,0.0,0.0
48,0.0652625996073106,0.0,0.0,0.11593634891178731
49,0.1757240475288631,0.0,0.0,0.167227545123068
50,0.0,0.0,0.0,0.0
51,0.1104336041159697,0.0,0.0,0.9026870716238775
52,0.0221463462464316,0.0634762929095124,0.0,0.0
53,0.027451137179680698,0.0,0.0181372552609765,0.2622549021138881
54,3.8500178879671694,0.0,0.0,0.0
55,0.0854550310477894,0.0,0.1959101882316682,0.0
56,0.1015787024852373,0.0074381660086228,0.0110141560557448,0.0416481793559885
57,0.0,0.0,0.06536839852920391,0.0
58,0.0779502668624454,0.0,0.0,0.0071726945406103
59,0.0,0.0,0.0,0.0286334585226096
60,0.0279729297762998,0.0,0.0530290201535835,0.0151436760372574
61,0.0556829040678655,0.12035727251475001,0.040845692183229296,0.0
62,0.0,0.0018341903176551,0.1057880818336282,0.0446305418569586
63,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0
65,0.004387318137659,0.0610795505134476,0.0,0.004387318137659
66,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0
68,0.23084036503985242,0.0,0.1051223214273628,0.0585971824143609
69,0.0,0.0,0.0271328678181298,0.0
70,0.0017436600933728,0.0,0.0,0.0
71,1.2974607499494082e-09,0.0,0.15109280398546882,0.1387559811671004
72,0.1102139707376952,0.0,0.0,0.0
73,0.0,0.0,0.0312446726607806,0.0
74,0.0836662202496937,0.0649812993395967,0.0,0.0
75,0.0,0.0,0.0,0.1268179180418549
76,0.0,0.0,0.1531228818170561,0.1551795777616677
77,0.244352106167895,0.0,0.0,0.0499274311833152
78,0.0435992462289404,0.0,0.0,0.0093576661369007
79,0.2368129088086873,0.0,0.0081650379729312,0.0219607843772395
80,0.0155074483385514,0.0,0.0,0.0
81,0.0519676719460679,0.0,0.0,0.0
82,0.0146059476640003,0.0,0.0,0.1286166095027791
83,0.3581908074562927,0.1228196274210242,0.0,0.19652963470432971
84,0.0,0.0,0.04210371505737671,0.1920980024455467
85,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0637758540120396
89,0.0,0.0131075503298508,0.0,0.0
90,0.1896054271606774,0.0416666667428538,0.0,0.0
91,0.0535064934100333,0.0,0.0,0.6815277831346249
92,0.059645829862234705,0.0,0.0,0.2277587075402646
93,0.1023375270617099,0.0,0.0301807706530852,0.1875739821737534
94,0.0,0.0,0.078151624628594,0.0809217119343446
95,0.0072461632745786,0.0,0.0,0.0154359620392359
96,0.1216702764570213,0.0,0.0824736097394577,0.2917390553784373
97,0.0,0.0,0.0879762136800275,0.06730017400888841
98,0.0,0.0,0.0,0.0
99,0.0136930562800361,0.0,0.0,0.0
100,0.1578151941557549,0.0,0.0577111485467199,0.0
101,0.0810105116666553,0.0,0.0,0.0
102,0.0719674903221914,0.0,0.0,0.0
103,0.42232266634492055,0.0,0.0,0.0
104,0.0200966445048958,0.0,0.0306572885299686,0.0
105,0.0345304305698216,0.0,0.0,0.0033429493368345
106,0.2617111276434269,0.0,0.0,0.0703296699034718
107,0.025729198267759802,0.0,0.0,0.11997459694901569
108,0.0,0.3117885394118969,0.0,0.0
109,0.0286498683691527,0.0,0.0,0.0
110,0.203200475632561,0.0,0.0,0.0
111,0.14608635337661469,0.0450070331951181,0.0,0.0
112,0.07689403344318341,0.0,0.0311363400124964,0.0
113,0.0182464449223513,0.0,0.0,0.0
114,0.0223995791872592,0.217502563505265,0.0,0.0597370471196673
115,0.0,0.0,0.0204710811797773,0.1462395276260729
116,0.1849374565416192,0.135396556721989,0.0,0.0582575565003913
117,0.0111521946319284,0.0068076768267458,0.0061861059036879,0.0253511795022569
118,0.0742726827543504,0.0,0.0460040775893472,0.1399736909600066
119,0.0,0.0,0.0222550556857215,0.0
