doc_id,profile_doc_id,score
131359,131356,0.2903217077255249
131359,131360,0.2836669981479645
131359,133436,0.30334708094596863
131359,133430,0.38002339005470276
131359,131389,0.32542622089385986
131359,131366,0.2750818431377411
131359,131387,0.28790515661239624
131359,131392,0.31014084815979004
131359,131399,0.2925316393375397
131359,131355,0.26323235034942627
156825,156844,0.3872891962528229
156825,156848,0.30581870675086975
156825,156834,0.2669279873371124
156825,156839,0.34288159012794495
156825,156141,0.57755446434021
156825,156143,0.40887677669525146
156825,156146,0.5501370429992676
156825,156070,0.5272068977355957
156825,156136,0.20668867230415344
156825,156170,0.30811697244644165
133471,133477,0.37149766087532043
133471,133479,0.3766070306301117
133471,133465,0.4368368983268738
133471,133501,0.35273435711860657
133471,131360,0.4600472152233124
133471,131399,0.46308353543281555
133471,133836,0.3510759174823761
133471,132996,0.30661484599113464
133471,133654,0.5029099583625793
133471,133842,0.42764613032341003
4263502,21301305,0.2584012746810913
4263502,21302194,0.5408605933189392
4263502,18797428,0.6542989015579224
4263502,15311067,0.9167520999908447
4263502,15363765,0.4761463403701782
4263502,31006722,0.23476682603359222
4263502,8960830,0.3404200077056885
4263502,21288620,0.5206038951873779
4263502,7074216,0.23282453417778015
4263502,1948553,0.3246229588985443
118096,117371,0.07596610486507416
118096,118116,0.09432190656661987
118096,118079,0.09229028970003128
118096,118082,0.49274972081184387
118096,117064,0.15378302335739136
118096,28790099,0.08650059252977371
118096,118087,0.4960158169269562
118096,118093,0.08833099156618118
118096,118095,0.30764108896255493
118096,117096,0.16324767470359802
260950,2051294,0.4997134506702423
260950,2126574,0.28061577677726746
260950,43995757,0.38264989852905273
260950,35849688,0.3147525191307068
260950,414237,0.1407202035188675
260950,343394,0.6276807188987732
260950,18187087,0.7064619064331055
260950,414247,0.17293429374694824
260950,64331980,0.23660989105701447
260950,479278,0.306994765996933
1531468,8501357,0.7128856778144836
1531468,8501189,0.7095329761505127
1531468,7023035,0.41318628191947937
1531468,3083394,0.33772826194763184
1531468,2009168,0.3789016008377075
1531468,9267719,0.6365706324577332
1531468,7822425,0.31483882665634155
1531468,3141267,0.8275805711746216
1531468,3063762,0.3671734929084778
1531468,44344763,0.42494088411331177
2706590,2022259,0.1923324316740036
2706590,3567572,0.45474231243133545
2706590,18521559,0.5824560523033142
2706590,14474982,0.03236617520451546
2706590,14478257,0.024497654289007187
2706590,9319480,0.33638784289360046
2706590,19197599,0.7557337880134583
2706590,14478052,0.185379296541214
2706590,27031017,0.034402575343847275
2706590,2210438,0.1869267374277115
1668439,10298650,0.29100558161735535
1668439,9684046,0.2245880663394928
1668439,2342640,0.3000873327255249
1668439,34159999,0.1413498818874359
1668439,28713991,0.14774386584758759
1668439,10235278,0.27014264464378357
1668439,6272725,0.41067856550216675
1668439,5808942,0.15369893610477448
1668439,26841278,0.24653185904026031
1668439,59828969,0.45195943117141724
54159,126115,0.6541542410850525
54159,259626,0.39594292640686035
54159,259646,0.3994486629962921
54159,259628,0.40484747290611267
54159,126123,0.3870471715927124
54159,126656,0.6414422988891602
54159,259636,0.43894338607788086
54159,259658,0.4324439465999603
54159,260189,0.4403362274169922
54159,259622,0.27529680728912354
