,20th century,Pre-1900s,Unknown,21st century
0,0.0,2.3999999927999998,2.9999999909999997,0.0
1,0.0,0.0,6.666666622222222,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.5636363548082644,0.3636363590082644
6,0.0,0.0,0.952380951360544,0.0
7,0.0,6.599999975799999,0.0,0.0
8,0.0,2.8720821594587025,0.0,0.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.0,0.0,9.769230719260353,0.0
14,1.6666666576388889,2.499999986458333,0.0,0.0
15,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0
18,0.0,0.0,7.599999956400001,0.0
19,2.5714285567346957,0.2857142840816328,0.0,0.0
20,0.0,0.0,0.7999999991999996,0.0
21,9.999999949999998,0.0,0.0,0.0
22,5.7999999702,0.0,0.7999999952000001,0.0
23,0.0,0.0,0.0,0.0
24,0.2222222220987652,0.0,0.777777777345678,0.0
25,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0
27,0.636363634338843,0.0,1.272727268677686,0.0
28,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0
30,5.599999966400001,0.0,1.7999999902000001,0.0
31,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.0,0.0,4.927272722491322,0.0
35,0.0,3.666666661222222,2.088888885683951,0.0
36,0.0,0.0,0.0,0.0
37,0.0,2.888888888950617,1.8888888889506172,0.0
38,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0
41,0.0,0.0,4.499999999999999,0.0
42,0.7499999996875,0.7499999996875,5.999999997499999,0.0
43,0.1428571427551019,0.0,0.0,0.0
44,0.0,0.0,9.333333284444443,0.0
45,0.0,0.0,0.1555555558950612,0.0
46,2.499999985,0.0,6.099999965199999,0.0
47,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
51,2.7333333248074076,0.0,0.0,0.0
52,0.0363636361917356,0.0,0.1454545447669424,0.181818180958678
53,0.7499999990625,1.499999998125,0.2499999996875,0.0
54,0.0,0.0,6.7999999502,0.0
55,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0
57,0.0,9.999999949999998,0.0,0.0
58,0.1212121207346189,0.0,0.39415584180509544,0.0
59,3.367521348106509,0.0,5.999999969999999,0.0
60,0.7499999996296294,0.0,0.1666666665432098,0.3333333332716049
61,0.0,0.0,0.0,0.0
62,2.1904761755782314,0.0,0.0,1.7142857044897961
63,1.9999999999999996,0.9999999999999998,1.4999999999999996,0.4999999999999999
64,0.999999995,0.0,6.999999964999999,0.0
65,1.1666666659143519,0.0,0.0,0.3888888886381173
66,0.0,9.999999949999998,0.0,0.0
67,0.0,0.0,0.0,0.0
68,0.0,1.999999986666667,4.666666635555556,0.0
69,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0
71,0.0,9.999999949999998,0.0,0.0
72,0.0,0.0,0.0,0.0
73,0.999999995,1.99999999,3.99999998,0.0
74,0.0,0.0,0.1428571424362246,0.5714285697448984
75,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0
77,1.4999999962499997,0.0,2.9999999924999994,0.0
78,1.3904761804984127,0.0,6.990476150542857,0.0
79,0.0,0.0,0.0,0.0
80,0.0,0.7142857117346939,0.7619047579138322,0.0
81,0.085714284832653,0.0,5.285714270832653,0.0
82,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0
85,0.0,4.999999975,1.99999999,0.0
86,0.0,0.0,0.0,0.0
87,0.0,0.0,0.1428571427551019,0.0
88,0.0,0.9999999992857131,0.0,0.0
89,0.8571428522448981,0.0,0.8571428522448981,3.130952361218191
90,0.4999999987499999,0.0,3.999999989999999,0.0
91,9.799999950199998,0.0,0.0,0.0
92,0.8095238090136052,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0
