,High,Low,Medium-Low,Medium-High
0,0.0,2.3999999927999998,2.9999999909999997,0.0
1,0.0,5.99999996,0.0,0.6666666622222223
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.5636363548082644,0.0,0.3636363590082644
6,0.0,0.1904761902721088,0.3809523805442176,0.3809523805442176
7,0.0,6.599999975799999,0.0,0.0
8,0.0,1.9897292196836165,0.8823529397750864,0.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.0,5.769230739260355,0.999999995,2.999999985
14,0.0,4.166666644097222,0.0,0.0
15,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0
18,0.0,7.599999956400001,0.0,0.0
19,0.0,2.8571428408163286,0.0,0.0
20,0.0,0.3999999995999998,0.1999999997999999,0.1999999997999999
21,0.0,8.999999954999998,0.999999995,0.0
22,0.0,2.5999999854,2.999999985,0.999999995
23,0.0,0.0,0.0,0.0
24,0.1111111110493826,0.5555555552469129,0.1111111110493826,0.2222222220987652
25,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0
27,0.0,1.909090903016529,0.0,0.0
28,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0
30,0.0,5.7999999662000015,1.5999999904000002,0.0
31,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,2.454545451446281,0.0,1.6545454538962807,0.8181818171487603
35,0.0,5.755555546906173,0.0,0.0
36,0.0,0.0,0.0,0.0
37,0.0,2.2777777779012345,1.4999999999999996,0.9999999999999998
38,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0
41,0.9999999999999998,0.9999999999999998,1.4999999999999996,0.9999999999999998
42,0.0,1.499999999375,5.999999997499999,0.0
43,0.0,0.1428571427551019,0.0,0.0
44,0.0,0.999999995,5.333333304444444,2.999999985
45,0.0,0.0,0.0888888889506172,0.066666666944444
46,0.0,6.849999960199999,1.74999999,0.0
47,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
51,0.0,1.5333333290395061,1.199999995767901,0.0
52,0.0,0.1454545447669424,0.2181818171504136,0.0
53,0.0,2.499999996875,0.0,0.0
54,0.0,6.7999999502,0.0,0.0
55,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0
57,0.0,7.9999999599999985,1.99999999,0.0
58,0.0,0.0,0.2590909081372932,0.2562770544024211
59,0.0,4.999999975,2.367521353106509,1.99999999
60,0.0,0.4166666663580245,0.8333333330864197,0.0
61,0.0,0.0,0.0,0.0
62,0.0,1.7142857044897961,1.857142847244898,0.3333333283333334
63,0.0,2.9999999999999996,1.9999999999999996,0.0
64,2.999999985,0.0,2.999999985,1.99999999
65,0.0,0.3888888886381173,0.7777777772762346,0.3888888886381173
66,0.0,3.99999998,5.999999969999999,0.0
67,0.0,0.0,0.0,0.0
68,0.0,1.999999986666667,3.9999999733333333,0.6666666622222223
69,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0
71,0.0,9.999999949999998,0.0,0.0
72,0.0,0.0,0.0,0.0
73,0.0,2.999999985,1.99999999,1.99999999
74,0.0,0.2857142848724492,0.3571428560905615,0.0714285712181123
75,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0
77,0.4999999987499999,0.0,1.4999999962499997,2.4999999937499995
78,5.133333303400001,0.8571428521428571,1.3904761804984127,0.999999995
79,0.0,0.0,0.0,0.0
80,0.7142857117346939,0.0,0.3809523789569161,0.3809523789569161
81,0.885714283032653,0.0,1.7999999948,2.6857142778326533
82,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0
85,0.0,6.999999964999999,0.0,0.0
86,0.0,0.0,0.0,0.0
87,0.0,0.1428571427551019,0.0,0.0
88,0.0,0.9999999992857131,0.0,0.0
89,0.0,3.238095218463089,0.749999995,0.8571428522448981
90,0.0,1.4999999962499997,2.4999999937499995,0.4999999987499999
91,0.0,9.799999950199998,0.0,0.0
92,0.0952380951360544,0.0,0.0952380951360544,0.6190476187414964
93,0.0,0.0,0.0,0.0
94,0.0,2.1666666472222227,0.0,0.6666666622222223
95,0.0,0.0,0.0,0.0
96,0.0,2.08333331876929,2.566666647353395,2.166666652353395
97,0.0,0.181818181735537,0.0,0.0
98,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
101,0.0,3.4285714212244893,0.8571428553061222,0.0
102,0.0,0.0,0.0,0.1111111110493826
103,0.0,0.0,0.0,0.0
104,0.0,0.214285714489796,0.0,0.0
105,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0
107,1.3333333288888887,2.0202020114161816,2.5238095149319726,0.0
108,0.0,1.4999999962499997,0.4999999987499999,0.0
109,0.0,1.818181814049587,1.3636363605371902,1.3636363605371902
110,0.0,1.6666666676666662,0.6666666666666664,0.0
111,0.0,1.3333333333333333,1.3333333333333333,0.6666666666666666
112,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0
116,0.999999995,2.857142837346939,3.5357142626594387,0.0
117,0.0,0.0,0.0,0.0
118,0.0,0.1999999997999999,0.0,0.0
119,0.0,0.444444444753086,0.2666666668518516,0.0
120,0.0,3.380952370981859,0.0,0.0
121,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0
124,0.0,0.2310924376825241,0.3025210086575808,0.2016806724383872
125,0.0,0.0,0.4999999999999999,0.0
126,0.0,3.8571428372448984,5.464285684802295,0.0
127,0.0,0.0,0.1999999997999999,0.3999999995999998
128,0.0,0.0,0.0,0.0
129,0.1384615386319527,0.4153846158958581,0.9538461543278107,0.5384615384319527
130,0.0,0.0,0.0,0.0
131,0.0,3.4999999600000002,0.0,0.999999995
132,0.0,0.0,0.0,0.0
133,0.0,6.999999964999999,2.999999985,0.0
134,0.5999999981999999,2.9999999909999997,1.7999999945999998,0.0
135,0.0,1.7333333311555554,1.2333333311555554,0.8666666655777777
136,0.0,0.0,0.0,0.0
137,0.0,0.3333333333333332,0.0,0.0
138,0.0,0.0,0.0,0.0
139,0.0,1.3214285552806122,2.214285692091837,0.24999999625
140,0.0,0.0,0.0,0.0
141,0.0,2.999999985,4.999999975,1.99999999
142,0.0,0.6666666655555554,0.3333333327777777,0.0
143,0.0,0.0,0.0,0.0
144,0.0,0.0,1.99999999,2.999999985
145,0.0,0.0,0.0999999998,0.0
146,0.0,0.1269841268228772,0.0317460317057193,0.0
147,0.0,2.7857142806244903,0.357142856444898,0.0
148,0.0,0.2857142855102038,0.0,0.0
149,0.0,0.0,0.0,0.0
150,0.0,4.7999999752,2.5999999854,0.7999999952000001
151,0.0,0.0,0.0,0.0
152,0.0,0.0,0.0,0.0
153,0.0,0.0,0.0,0.0
154,0.0,0.0,0.0,0.0
155,0.0,0.0,0.0,0.0
156,0.0,1.9999999966666662,0.9999999983333332,0.3333333327777777
157,0.0,0.0,0.0,0.0
158,0.0,3.857142837244898,3.6071428375573977,1.6071428475573981
159,0.0,0.0,0.0,0.0
160,0.0,0.0,0.0,0.0
161,0.0,2.99999998125,2.83333331408179,1.416666657040895
162,0.0,0.0,0.0,0.0
163,0.0,0.777777777345678,0.2222222220987652,0.1111111110493826
164,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0
166,0.0,0.0,0.0,0.0
167,0.0,2.2928571129806126,1.0857142720326531,0.0
168,0.0,2.2121212109742627,1.58333333251929,0.0
169,0.0,0.0,0.0,0.0
170,0.0,0.3333333283333334,0.3333333283333334,0.0
171,0.2499999953125,5.142857113061224,1.5714285615306123,0.5714285665306124
172,0.0,6.999999964999999,2.999999985,0.0
173,0.0,0.0,0.0,0.0
174,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0
177,0.0,0.5714285710204076,0.0,0.0
178,0.0,1.6666666638888885,1.3333333311111109,0.0
179,0.0,0.0,0.0,0.0
180,0.0,0.6999999986,0.2999999994,0.0
181,0.0,0.0,0.0,0.0
182,0.0,2.0969030780973674,3.811188787281041,0.7692307642603551
183,0.0,0.0,0.0,0.0
184,0.0,0.3999999995999998,0.0,0.1999999997999999
185,0.0,0.0,0.0,0.0
186,0.0,0.1111111110493826,0.0,0.0
187,0.0,1.7936507897593854,0.0,0.0
188,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0
190,0.1999999997999999,0.7999999991999996,0.7999999991999996,0.1999999997999999
191,0.0,7.999999952000002,0.0,0.0
192,0.0,6.199999965088889,2.999999985,0.0
193,0.0,0.0,0.0,0.0
194,0.0,0.3214285698060587,0.749999998046875,1.4285714246906889
195,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0
197,0.0,0.0,0.5555555552469129,0.2222222220987652
198,0.0,2.269841250600907,0.3333333283333334,2.8571428422448983
199,0.0,0.9999999999999998,2.3000000002,0.9999999999999998
200,0.0,6.230769209201182,0.0,0.0
201,0.0,6.249999965312499,2.999999985,0.0
202,0.0,1.9999999850000003,3.3333333083333336,1.3333333233333335
203,1.7777777679012348,5.977777742901235,0.999999995,0.0
204,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0
206,0.0,4.999999975,2.999999985,0.999999995
207,0.0,0.0,0.0,0.0
208,0.0,0.0,0.2857142855102038,0.0
209,0.0,4.307692296094675,1.0769230740236688,0.0
210,0.0,0.0,0.0,0.0
211,0.0,2.999999985,0.999999995,4.999999975
212,0.0,2.6666666590123453,1.5555555509876542,0.444444442962963
213,0.0,0.0,0.0,0.0
214,0.0,6.777777742901234,2.8888888739506173,0.0
215,0.0,0.0,0.0,0.0
216,0.0,0.4285714276530611,0.4285714276530611,0.8571428553061222
217,0.0,0.0,0.0,0.0
218,0.0,0.0,0.0,0.0
219,0.5999999981999999,3.5999999891999996,0.5999999981999999,0.0
220,0.0,0.2857142855102038,0.0,0.0
221,0.0,2.666666666481481,3.5555555553086413,2.666666666481481
222,0.0,0.0,0.0,0.0
223,0.0,0.0,0.0,0.0
224,0.5238095239115647,0.5238095239115647,3.142857143469388,1.0476190478231293
225,0.0,0.0,0.0,0.0
226,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,0.0
228,4.5714285473469385,4.5714285473469385,0.0,0.0
229,0.0,6.999999964999999,2.999999985,0.0
230,0.0,0.0,0.0,0.0
231,0.0,3.3214285699681128,0.0,0.0
232,0.0,0.0,0.0,0.0
233,0.0,0.999999995,6.999999964999999,1.99999999
234,0.636363634338843,3.818181806033058,0.636363634338843,1.272727268677686
235,0.0,1.1999999958,1.7999999937,0.0
236,0.0,6.142857119013605,0.0,0.0
237,0.0,0.0,0.0,0.0
238,0.0,0.2857142855102038,0.0,0.0
239,0.0,0.8571428565306113,0.2857142855102038,0.2857142855102038
240,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0
242,0.0,2.727272727024793,1.3636363635123967,0.4545454545041322
243,0.0,6.799999961200001,0.999999995,0.7999999952000001
244,0.0,1.0069930036833101,0.0,0.1118881115203678
