,Low,Medium-High,High,Medium-Low
0,0.0415241730570382,0.0,0.0,0.0
1,0.0669619745943686,0.0,0.0,0.0
2,1.1729988330125072,0.0,0.0,0.0
3,0.4606694572956132,0.0,0.0,0.0
4,0.23931809156206782,0.0,0.0,0.0798691563625507
5,0.0437134760215658,0.0,0.0,0.0
6,0.0258618775720641,0.03829056499858784,0.0,0.0330963313370132
7,0.0538618301579228,0.0,0.0,0.0
8,0.028607071485550403,0.0,0.0,0.0
9,1.2676349445643431,0.0,0.0,0.0
10,0.16594644734599934,0.0,0.0,0.0
11,0.0571810881657734,0.0,0.0,0.0
12,0.3066839044090359,0.0,0.0,0.0239078751300653
13,0.5943782089759496,0.0,0.0,0.0
14,0.0,0.21185016697551287,0.11620001368170801,0.0094644928981432
15,1.7670680147906388,0.0,0.0,0.0
16,0.49594288719362367,0.0,0.0,0.0194513534530968
17,0.5267669847590856,0.0,0.0,0.14739764011664108
18,0.0030387752809758,0.0,0.0845507307078184,0.0969510288584712
19,0.002167331760091,0.0011562765002509,0.0,0.0
20,0.22424772675124338,0.0,0.0,0.0309886867144295
21,0.0,0.0,0.0,0.0
22,1.8813106074932162,0.0,0.0,0.3712045205251132
23,2.2750378241988214,0.0,0.0,0.0
24,0.2589521420847916,0.0,0.0,0.0
25,0.0546098289848089,0.0,0.0,0.0381475128280019
26,0.0697811038391198,0.0,0.0,0.0022815534678815
27,0.0699944985377961,0.0,0.1754345140192721,0.0888411103594364
28,1.068131550175077,0.0,0.0,0.0
29,0.318256263231825,0.0,0.0,0.0234119621394253
30,0.0,0.2911319394246406,0.0186254244401388,0.0
31,0.037904270738786196,0.0,0.0,0.0184659092837735
32,0.0927831544106638,0.0,0.0,0.0174688957704024
33,0.0,0.0,0.0,0.0
34,0.0873752812258159,0.0,0.0,0.029908578935916
35,0.1656757599526523,0.051404433469160404,0.0,0.0848479168028165
36,0.0444228818013892,0.0198138832799226,0.0,0.0509267773389224
37,0.3647918896339138,0.0,0.0,0.0171626516756501
