,21st century,Pre-1900s,20th century,Unknown
0,0.0,0.0,0.0415241730570382,0.0
1,0.0,0.0669619745943686,0.0,0.0
2,0.0,0.0,0.0,1.1729988330125072
3,0.0,0.1088168114230773,0.067347318703181,0.2845053271693549
4,0.0,0.136257089942271,0.0,0.1829301579823475
5,0.0,0.0426437244638666,0.0,0.0010697515576992
6,0.0,0.0258618775720641,0.0,0.07138689633560104
7,0.0,0.0316579299475382,0.0,0.0222039002103846
8,0.0,0.0,0.0,0.028607071485550403
9,0.0,0.5645765415222084,0.0,0.7030584030421345
10,0.0385533190788637,0.0169651504036807,0.0762760572273465,0.0341519206361084
11,0.0,0.0088765328890686,0.0,0.048304555276704804
12,0.0,0.0066188630697418,0.0,0.3239729164693594
13,0.0,0.3303886244680956,0.1600212411668378,0.10396834334101629
14,0.0,0.0,0.0,0.33751467355536413
15,0.3249685213277962,0.2615199648898136,0.3128726987886734,0.8677068297843556
16,0.3072051714581744,0.0076486357920809,0.0835151111291184,0.1170253222673468
17,0.0,0.2882902430122884,0.3698412869623498,0.0160330949010884
18,0.0,0.050218732910907,0.0467322959475642,0.08758950598879421
19,0.0,0.0,0.002167331760091,0.0011562765002509
20,0.0422315826613569,0.0,0.0,0.21300483080431598
21,0.0,0.0,0.0,0.0
22,0.3839392544543308,0.3745052921901797,1.4940705813738187,0.0
23,0.2231306419699598,0.4912944813064424,1.560612700922419,0.0
24,0.0411038489607954,0.0,0.0,0.2178482931239962
25,0.0,0.0,0.0432878048900454,0.0494695369227654
26,0.0,0.0,0.0142908991229692,0.0577717581840321
27,0.0,0.0,0.195740295076475,0.1385298278400296
28,0.334334334201436,0.0,0.6790119960297546,0.0547852199438863
29,0.0,0.0234119621394253,0.0,0.318256263231825
30,0.0,0.0,0.0067964717718478,0.3029608920929316
31,0.0,0.0,0.0184659092837735,0.037904270738786196
32,0.0,0.0,0.0,0.11025205018106621
33,0.0,0.0,0.0,0.0
34,0.0,0.029908578935916,0.070593656912424,0.0167816243133919
35,0.0,0.0,0.0,0.3019281102246292
36,0.0,0.0256607027161741,0.0231050419425238,0.0663977977615363
37,0.0,0.1497990789072224,0.1049114599506446,0.1272440024516969
38,0.0,0.0212428064384702,0.0,0.2446260944311211
39,0.0,0.0,0.0,0.0024205697382024003
40,0.0,0.0265795195472863,0.0210655709596309,0.0106837600141106
41,0.0,0.0,0.0,0.38927718033946324
42,0.0,0.0,0.0354065193283195,0.22897243726015976
43,0.0,0.0,0.0,0.123076923076923
44,0.0,0.0,0.0055430864645949,0.0
45,0.0,0.0,0.0,0.2954816713348949
46,0.0,0.0,0.0,0.0462687997687485
47,0.0,0.1315520444876642,0.1165322579817927,0.0
48,0.2710650723167111,0.0,1.1683662151858778,0.0624468989892551
49,0.0,0.0043599370381823,0.0120024494888932,0.1117738224874841
50,0.0,0.0,0.1545310987783863,0.06149812612334139
51,0.5753807507492118,0.5600512264708599,1.1624481849948174,0.0
52,0.0,0.09743746512882759,0.0,0.0258503399886621
53,0.0,0.0,0.0,0.30420195339074246
54,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.08129345465275101
56,0.0,0.7970093879113201,0.0,0.3307809880199236
57,0.0,0.07995106849766759,0.0324226612491283,0.0289903183428618
58,0.0,0.0,0.0,1.340505856979762
59,0.0,0.0,0.0461753732018207,0.0
60,0.0,0.12834552898100937,0.099045969357713,0.057622568363269094
61,0.0,0.0,0.0,0.45572301556271894
62,0.0,0.0,0.0,0.1426948197164302
