,a-d,l-r,s-,e-k
0,0.0,0.0,0.0,0.0415241730570382
1,0.0,0.0408161092993089,0.0,0.0261458652950597
2,0.0,0.0,1.045593035930203,0.1274057970823041
3,0.2843193239440272,0.067347318703181,0.0,0.109002814648405
4,0.0444602679942323,0.0917968219480387,0.0,0.1829301579823475
5,0.0369135802625502,0.0,0.0065868230887572,0.0002130726702584
6,0.025872773386207335,0.0330963313370132,0.0382796691844446,0.0
7,0.0,0.0,0.0538618301579228,0.0
8,0.0087528211404045,0.0,0.019854250345145902,0.0
9,0.4302557922669812,0.1450953217104283,0.2718727899872766,0.4204110405996569
10,0.0835615456004932,0.0482329811093977,0.0,0.0341519206361084
11,0.0185933475462934,0.0333602636547367,0.0,0.0052274769647433
12,0.3239729164693594,0.0,0.0066188630697418,0.0
13,0.1054107771324582,0.18306649340399528,0.2459664132232423,0.0599345252162539
14,0.0,0.33751467355536413,0.0,0.0
15,0.4983675361473461,0.2798967608015524,0.5743926636784871,0.4144110541632534
16,0.1075033925117306,0.0549026084686454,0.084040615564154,0.26894762410219053
17,0.0,0.0160330949010884,0.3105867763833846,0.3475447535912536
18,0.050218732910907,0.0845507307078184,0.0467322959475642,0.0030387752809758
19,0.002167331760091,0.0,0.0,0.0011562765002509
20,0.0,0.1526673648342982,0.0602284527737699,0.0423405958576048
21,0.0,0.0,0.0,0.0
22,0.0,0.6931325002170781,0.7457098127152929,0.8136728150859582
23,0.0,0.0,1.291689113229089,0.9833487109697323
24,0.1979393874853696,0.061012754599422,0.0,0.0
25,0.0,0.0402629471150447,0.0143468818697642,0.0381475128280019
26,0.0,0.0491813040531116,0.0,0.0228813532538897
27,0.0,0.2642756243787085,0.0699944985377961,0.0
28,0.0,0.5472802642896889,0.0,0.520851285885388
29,0.0264207920041331,0.0,0.2957588667372333,0.0194885666298839
30,0.2911319394246406,0.011828952668291,0.0067964717718478,0.0
31,0.0,0.0361572740127107,0.020212906009849,0.0
32,0.0,0.0329379911562636,0.0380337525319196,0.039280306492883
33,0.0,0.0,0.0,0.0
34,0.0388859090819093,0.0051609400930729,0.0,0.0732370109867497
35,0.1309413433241826,0.034474043504526604,0.0920797131311624,0.0444330102647576
36,0.0953496591403116,0.0,0.0,0.0198138832799226
37,0.0,0.2149928107266914,0.0,0.1669617305828725
38,0.0954609710452912,0.0306895786786382,0.1163039543863783,0.0234143967592836
39,0.0005119882484459,0.0019085814897565,0.0,0.0
40,0.0265795195472863,0.0129309513666332,0.0188183796071083,0.0
41,0.096689895699409,0.25135615704584713,0.0412311275942071,0.0
42,0.1925891434542671,0.0363832938058927,0.0354065193283195,0.0
43,0.0,0.0,0.123076923076923,0.0
44,0.0,0.0,0.0055430864645949,0.0
45,0.0006581658810432,0.0146239102905728,0.0,0.2801995951632789
46,0.0,0.0,0.0462687997687485,0.0
47,0.0,0.2480843024694569,0.0,0.0
48,0.0,0.5471091055742514,0.0,0.9547690809175926
49,0.0,0.0043599370381823,0.0529998853380891,0.0707763866382882
50,0.0,0.2160292249017277,0.0,0.0
51,0.0,1.2139721435136237,0.8018016524484151,0.2821063662528505
52,0.0,0.0,0.12328780511748968,0.0
53,0.0,0.1346921643387473,0.1695097890519952,0.0
54,0.0,0.0,0.0,0.0
55,0.0743031632648167,0.0,0.0069902913879343,0.0
56,0.0,0.6493753979836571,0.2747252741308006,0.203689703816786
57,0.0,0.10869126718887859,0.0326727809007791,0.0
58,0.180453972150639,0.6768892741646542,0.0479473891172028,0.43521522154726633
59,0.0,0.0461753732018207,0.0,0.0
60,0.0121052636485504,0.0912294102552646,0.1046938247908635,0.07698556800731299
61,0.1429776356107732,0.0287037803100654,0.2840415996418803,0.0
62,0.0,0.1426948197164302,0.0,0.0
63,0.1761965652035376,1.2086619912269263,0.2768131500016405,0.6889577556404796
64,0.0,0.0,0.0,0.0
65,0.023682087692495,0.0440411932896393,0.0,0.0168141124802141
66,0.0,0.23342411913924468,0.17294076858750002,0.1300505055308549
67,0.0831971840405128,0.0476743173984418,0.22341539326245707,0.0
68,0.1953073042084817,0.2111305518462169,0.1467521430488352,0.8170492912798388
69,0.009560420723239,0.0,0.167168818780687,0.0
70,0.0013532223441453,0.0817552838909594,0.0,0.0
71,0.4340838973524693,2.010712844317749,0.4047683310334525,0.4414859054873309
72,0.024483436105869803,0.4655118599914194,0.710018422282924,0.6078154421896914
73,0.11412842380472621,0.1082387153551659,0.0607969284323193,0.0
74,0.0,0.0454980842333657,0.0,0.0046817579007463
75,0.0,0.0159420285526066,0.0,0.0
76,0.0,0.0,0.0,0.0163217029724624
77,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0
79,1.959553404549819,1.6093948136597762,0.179170344375932,1.3638912932694387
80,0.0,0.12524451897536198,0.0,0.0
81,0.9112701062688677,0.18755867391758257,0.0714912275184431,0.0
82,0.4678493828188011,0.5265813662637843,0.2226015317057129,0.0
83,0.0,0.0,0.0,0.0
84,0.0700701465391889,0.1337463873305082,0.0299984883682976,0.0373117928355707
85,0.0211317149942731,0.1168373042666387,0.06352928891411211,0.0131828601517989
86,0.0,0.30065359406280423,0.0,0.1320442409288586
87,0.0,0.26494202012121404,0.0,0.0
88,0.1376879679523016,0.0,0.0,0.0251524393220823
89,0.2303645068366063,0.6803717902601853,0.0,0.0
90,0.0442750239918987,0.0520363423709457,0.0,0.0390732338346944
91,0.0044972118944338,0.18451606440647,0.1541141741934892,0.0105580695813029
92,0.0002990997223646,0.0059905864892471,0.0,0.0
93,0.0,0.1383051295075095,0.0,0.0576641409210495
94,0.0,0.679838889957721,0.3559942884352868,0.3473876277650424
95,0.0173603795243149,0.0299226855053375,0.0325183610699716,0.0599893916364206
96,0.2215758032606977,0.0,0.6909381723223933,0.0517398132531576
97,0.0,0.1800602260323114,0.0,0.1214014859462753
98,0.0,1.6233391852665568,0.0,0.0
99,1.8342561051278854,0.0,0.0,0.0
100,0.491699275032452,1.2330872957540462,0.0,0.6677931388068141
101,0.0161114441744032,0.0111959304659611,0.0,0.0795623061745423
102,0.0,0.38826908259684445,0.0,0.0
103,0.6729151286662556,0.0075313806724824,0.0272283506751331,0.1288054506506735
104,0.0118990946503869,0.0781048950866457,0.0504764350735078,0.0502260162792593
105,0.007209304261932,0.0282205399900203,0.1449016097860527,0.8689005758732521
106,0.0647395926787167,0.2928868034155087,0.1876864915174008,0.0779312103546359
107,0.260062632427562,0.40370233354055995,0.3279029762169156,0.5039535080202355
108,0.0,0.0378152012389571,0.0294413808897268,0.1529833127246088
109,1.4181244458652555,0.0,1.1941070389398785,0.0
110,0.0301912691757326,0.0,0.0,0.2056701993208256
111,0.0,0.24771291019032562,0.1971423028536269,0.0725958490703365
112,0.0,0.0763280043192327,0.0,0.0309237957766914
113,0.0,0.0,0.451415672928092,0.0
114,0.0284178526665161,0.1584425404656985,0.0207412783217856,0.20108472947057018
115,0.1598867058405966,0.0169483589003942,0.0,0.0
116,0.0,0.0,0.022835561622733598,0.0
117,0.0097929482372785,0.026926638821258703,0.0035331086468966,0.0035331086468966
118,0.0,2.2794460287942777,0.0,0.0
119,0.0,0.0,0.0,0.0
120,0.0870588601193532,0.0,0.1015563321133842,0.0016639918125175
121,0.0,0.0,0.0,0.0
122,0.0676191928580797,0.0,0.0511690842403138,0.0
123,0.0,0.0,0.21766850053634051,0.0
124,0.0,0.040576860087395,0.0041350617267486,0.0089348133943825
125,0.05494450602324,0.0435729845798733,0.0,0.018343815507182
126,0.2358452411853441,0.0475003968667015,0.1043878654281159,0.0420881409342387
127,0.0,0.0,0.0,0.0
128,0.1450617275849642,0.0,0.1709789442446594,0.0
129,0.0,1.6397532374328487,0.0437572677837872,0.0
130,0.1056055025517494,0.0009236630995006,0.0333729192845469,0.0
131,0.0,0.4324501929845955,1.0540855893190855,0.3953476784384575
132,0.20585187825742618,0.0850185545222997,0.10691845102790071,0.0
133,0.07870379440063649,0.06522057024480149,0.0047874015357611,0.0
134,0.0,0.0,0.1705782325988876,0.4813823221203719
135,0.0,0.18980392116997458,0.0,0.0
136,0.3330105615035796,0.1565404634429406,0.0003787891647513,0.0
137,0.0086235486553391,0.0,0.0752902149071909,0.0
138,0.0386958485457743,0.0044642854722813,0.27252090220271363,0.0426450272066763
139,0.0235472216730039,0.0,0.0348399642152008,0.026803224874563
140,0.0,0.0,0.0051866756726152,0.001466528661312
141,0.0028705697232393,0.031902521847194804,0.0074740824345665,0.0287509278387171
142,0.0,0.0272661616446985,0.0298444724353207,0.0079865489380529
143,0.0,0.0,0.4513448868512783,0.0
144,0.0199075726014343,0.0318738188658794,0.009663957967054,0.0107905231649552
145,0.0349184149951256,0.0,0.0,0.0864159993792545
146,0.0136196963382619,0.0,0.0,0.0
147,0.0991908396689347,0.191564624904599,0.0789473687161867,0.1076923070455647
148,0.539765749497643,0.0633971273069273,0.0,0.3103158906111479
149,0.4698735152597441,0.0,0.0467486041764307,0.2615282634886968
150,0.0,0.0,0.1116427424376185,0.0008657999464131
151,0.0,0.47808241934256923,0.0654496440029311,0.0
152,0.1417615037706092,0.0,0.0683132263092515,0.056585231146081404
153,0.0,0.0,0.0515228453130653,0.0
154,0.0503667973326236,0.043145030085672297,0.0,0.0262352597771782
155,0.0,0.0159452328380646,0.0,0.2234229983934227
156,0.0533556608949947,0.0,0.0,0.5107962213685074
157,0.0,0.0187509881306785,0.0,0.0
158,0.0654455134644181,0.049005416212756496,0.0447761191996485,0.0008067771105346
