,20th century,Unknown,Pre-1900s,21st century
0,0.0319536547099079,0.0631798701273326,0.0,0.0
1,0.0,0.0676564495686794,0.0,0.0
2,0.0,0.322782452044308,0.0,0.0
3,0.0,0.047603159174088604,0.0602839713314661,0.0
4,0.0071008999028114,0.582890696924888,0.0704328329621229,0.1329258955361213
5,0.0,0.2485933938471223,0.0,0.0
6,0.0,0.0230686060275171,0.4017566037254109,0.0
7,0.0,0.4691065965461887,0.06513647650816,0.0
8,0.0,0.329031658885223,0.0,0.0
9,0.0,0.1713009088679975,0.0167018226364817,0.0
10,0.0,0.1920708540093873,0.050869245485645906,0.0
11,0.0,0.0,0.0,0.0
12,0.0260804522816934,0.9448508643740559,0.1636738757766469,0.0
13,0.0,0.0012217887463606,0.0,0.0
14,0.0,0.09155964943671291,0.0,0.0
15,0.3241726284427685,0.3557446152024878,0.2291986995245539,0.0
16,0.0564529392516408,0.0100816786973425,0.0376720173079509,0.0
17,1.0369475844964144,0.0132490223414233,0.0,0.0
18,0.058102854395485695,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0
20,0.0,0.07875706641792651,0.0,0.020998810006671
21,0.0,0.0,0.0,0.0
22,1.8441059038084917,0.0,0.427023860455953,1.2022800144549515
23,1.9744370882779874,0.0320369139499133,0.7502208175052378,0.1164021162063652
24,0.0,0.0043550300371184,0.0,0.0
25,0.0388208976586162,0.3388154583861509,0.0539215688101498,0.0
26,0.0,0.1007332950509237,0.0,0.0
27,0.0,0.0,0.0736523963350512,0.0
28,1.7504584611309055,0.0463641335866137,0.0251089808715104,0.0
29,0.2352059922698846,0.3276722526238907,0.0875494621615841,0.0
30,0.0,0.0221270879414776,0.0,0.0
31,0.0,0.0476048166296689,0.0,0.0
32,0.0,0.0074197767367442,0.0015755654781574,0.0
33,0.0,0.033828785372429795,0.0,0.0
34,0.0,0.0,0.0,0.0
35,0.0,0.0096803909317251,0.0027900058267648,0.0
36,0.0,0.0088656877801932,0.0,0.0
37,0.0,0.8371109661426981,0.21930948317356497,0.0
38,0.0,0.0367056456495091,0.0350608190038813,0.0
39,0.0,0.3241260260320809,0.0,0.0
40,0.0,0.0,0.0,0.0240928782176758
41,0.0,0.0,0.0,0.0
42,0.0,0.37813444073816094,0.0659439004405646,0.0
43,0.0,0.1224143593200651,0.0231203023235948,0.0
44,0.0,0.0,0.0,0.0
45,0.0,0.1446962868881336,0.6362869585252254,0.0
46,0.0,0.3502785158716808,0.0,0.0
47,0.0,0.0660714281768175,0.0461007592541868,0.0
48,1.4351238278440568,0.0,0.2959492965724778,0.9725396838694693
49,0.0,0.0585011171517347,0.029204441009206803,0.0
50,0.0481128274625444,0.036432741910264105,0.2914682539352799,0.0
51,1.2975183176756575,0.026560979136812,0.8601711562760079,0.0
52,0.0,0.727883654337034,0.3857142852281748,0.0
53,0.0217198349348411,0.3005529197680525,0.134053661089268,0.0
54,0.0,0.0,0.0,0.0
55,0.26115762246271723,0.2645538744488056,0.0544171982764241,0.0
56,0.0,0.0394896003996571,0.0025617140215473,0.0
57,0.0,0.0209088693732174,0.0,0.0
58,0.0,3.1523580250845766,0.3679600883851259,0.0
59,0.0,0.0,0.0,0.0
60,0.0,0.0057004207848216,0.0,0.0
61,0.0,0.0452231793921305,0.0,0.0
62,0.0,0.5037273598548478,0.0,0.0
63,0.0,3.1097146102164217,0.3130398440016386,0.0
64,0.0,0.0,0.0,0.0
65,0.0,0.0179384879510125,0.0,0.0
66,0.0,0.0375615385520504,0.0,0.0
67,0.057785234598961704,0.0301844078983212,0.0345345344795074,0.0
68,0.2414265169412431,0.0305257206908503,0.0,0.0
69,0.0,0.41322661945633365,0.0073782847935487,0.0
70,0.0,0.0035925764726485,0.0,0.0
71,2.020145364928903,0.0277777769114976,0.7418329712843343,0.3801169578697293
72,0.0,0.1199576053140365,1.6896807706911985,0.0
73,0.0,0.071870165168147,0.0285942087716274,0.0
74,0.0,0.06184606382928021,0.0,0.0
75,0.0295028677278481,0.0737793802585093,0.0,0.0242675521906197
76,0.2657623971324949,0.47488707815567055,0.1992392218908295,0.0
77,0.407817556243827,0.0,0.9816470976637256,0.0
78,0.0,0.0,0.0075359866698667,0.0
79,0.0,4.922513650847057,0.0,0.0
80,0.1051409612931472,0.30277912300203796,0.0,0.0
81,0.1087462581971775,0.154904094783547,0.0575273465876337,0.0
82,0.0,0.0262941071585329,0.0,0.0
83,0.0,0.0,0.0,0.0
84,0.0,0.018540807382171898,0.0,0.0
85,0.0,0.0501878732263759,0.0,0.0
86,0.0,0.8667613337407469,0.0555418021443186,0.0
87,0.0,0.0581052100974743,0.0,0.0
88,0.0372218755604095,0.3358146081113228,0.0738519121250185,0.0
89,0.0,0.25142773427066445,0.0201129632233874,0.0
90,0.0,0.0,0.0,0.0
91,0.0,0.9617962807509881,0.0678541138184898,0.0
92,0.0,0.21598612184215837,0.170773201861223,0.0
93,0.0,0.0,0.0,0.0
94,0.0,3.794286794013686,0.0,0.0
95,0.0,0.0542350467967188,0.0,0.0
96,0.0,0.30032366674223776,0.0725702316589805,0.0
97,0.0,0.085183191501956,0.028888082008098,0.0
98,0.0,0.8811690988924923,0.0,0.0
99,0.0,0.0,0.0,0.0
100,0.9080139374166738,0.5750962769441872,0.0,0.196405648176664
101,0.0,0.0119236129396426,0.0,0.0
102,0.0,0.34366206325616244,0.0,0.0
103,0.3657826131947821,0.2726182587121275,0.47129022193082215,0.0
104,0.0,0.0549809319118,0.0,0.0183389000178521
105,0.0,0.0633431080664508,0.0074034901921022,0.0
106,0.0122584948927741,0.0028491188774715,0.0,0.0
107,0.0,0.0384924774133185,0.0,0.0
108,0.0,0.3014578281041934,0.0294751064201657,0.0
109,0.0,0.1736208149216141,0.0,0.0
110,0.0,0.34471632974953154,0.0144730891999606,0.0
111,0.0,0.2946326807899361,0.0,0.0
112,0.0,1.44140411952905,0.0,0.0
113,0.0,1.4585973291112402,0.0,0.0
114,0.0,0.23393353417453283,0.049785952095216,0.0
115,0.0,0.0075404754418765,0.0,0.0
116,0.0,0.1251867126553959,0.0,0.0
117,0.0,0.1141562821352253,0.0,0.0
118,0.0,1.1676222462594417,0.0,0.0
119,0.0091879319979428,0.0660844708360345,0.0,0.0
120,0.0,0.0,0.0,0.0
121,0.0,0.0159090213250226,0.0194291681855423,0.0
122,0.0,0.0,0.0,0.0
123,0.0,0.089987108001279,0.1362252485558664,0.0
124,0.0,0.058763911006730105,0.0088232515497802,0.0
125,0.0,0.021919155970512597,0.0,0.0
126,0.1683396805471836,0.2644655598512418,0.166528295496001,0.0
127,0.0,0.6084153724401398,0.11013574519982311,0.0
128,0.468085102381168,2.839380321213125,0.0,0.0
129,0.0,0.0003199488798004,0.0,0.0
130,0.0,0.0,0.0326119528801551,0.0
131,0.0,0.0986676723292871,0.0880720259551757,0.0
132,0.0903962645435862,0.4309072740284769,0.0266021232769888,0.0
133,0.0,1.4714385297320587,0.1120095019580025,0.0
134,0.0,0.9821952700492544,0.0,0.0
135,0.0,0.0613533125031666,0.0,0.0
136,0.0,0.16477377379329788,0.1466666658639999,0.0
137,0.0,0.44857750494996934,0.0,0.0
138,0.0,0.24557324543081951,0.1069723928481986,0.0
139,0.0,0.0412579389424466,0.061774081033308004,0.0
140,0.0,0.015333333623611,0.0,0.0
141,0.0010330661930121,0.027030217631619,0.0026049298408451,0.0
142,0.0,0.1318608577359779,0.0296013651669457,0.0
143,0.0,0.123679397081758,0.0378024260440136,0.0
144,0.0148929372741943,0.10341045114888478,0.0642528504960182,0.0
145,0.0,1.308221080204835,0.0735294093609429,0.0
146,0.0,0.1577885388267865,0.0,0.0
147,0.0,0.9563787004469526,0.0713463749614442,0.0
148,0.0,0.9542205002233111,0.0422975243638826,0.0
149,0.0,0.6033351639735391,0.0003055768723702,0.0
150,0.0,0.15616426173166836,0.0120224933922564,0.0
151,0.093413978907379,0.5107670639993417,0.0,0.0
152,0.0,0.1519945570691468,0.0,0.0
153,0.0,0.004131681166691,0.0,0.0
154,0.0,0.1159827574901659,0.0,0.0
155,0.0007922369369006,0.0230236640596131,0.0,0.5698633448394597
