,a-d,e-k,s-,l-r
0,0.0,0.0319536547099079,0.0261451120960862,0.0370347580312464
1,0.0,0.0676564495686794,0.0,0.0
2,0.0,0.12068485181310311,0.1346763747323367,0.0674212254988682
3,0.08721529588023191,0.0,0.0,0.0206718346253228
4,0.0704328329621229,0.5320085071810404,0.1329258955361213,0.057983089646659006
5,0.0,0.0,0.0,0.2485933938471223
6,0.0029799913750584,0.3735912520723545,0.025185360277998,0.0230686060275171
7,0.3569786392645827,0.0940526219361317,0.0832118118536343,0.0
8,0.0590537634263074,0.0748421232011881,0.1206327050257214,0.07450306723200609
9,0.0,0.043968026821856,0.0265053249233183,0.11752937975930489
10,0.0320716210534015,0.0098451037399852,0.14030191246723223,0.0607214622344143
11,0.0,0.0,0.0,0.0
12,0.49059247647646864,0.13768407700636132,0.3828149090180334,0.12351372993153299
13,0.0,0.0,0.0,0.0012217887463606
14,0.0,0.0,0.0,0.09155964943671291
15,0.0422042516532548,0.2349837453081411,0.5533713279673225,0.07855661824109189
16,0.0,0.0100816786973425,0.0448058936753191,0.0493190628842726
17,0.027109595375336998,0.5176020662057939,0.0150951052737003,0.49038983998300667
18,0.0,0.0434839386894563,0.0,0.0146189157060294
19,0.0,0.0,0.0,0.0
20,0.0101197516046523,0.0537942972275018,0.0259894328479909,0.0098523947444525
21,0.0,0.0,0.0,0.0
22,0.3746757175608123,0.7963820568358277,1.1911693780198176,1.1111826263029385
23,0.0,0.3658100254533174,1.1731394997343394,1.334147410751847
24,0.0043550300371184,0.0,0.0,0.0
25,0.0978431376202996,0.0731951411666475,0.2605196460679698,0.0
26,0.0,0.0696549620519005,0.0310783329990232,0.0
27,0.0,0.0,0.0736523963350512,0.0
28,0.0424204090663292,1.3794072246523772,0.40010394187032317,0.0
29,0.16840304739156692,0.1232816824730197,0.2735369850385657,0.0852059921522071
30,0.0,0.0221270879414776,0.0,0.0
31,0.0,0.0,0.0092974940579653,0.0383073225717036
32,0.0088428374832283,0.0001525047316733,0.0,0.0
33,0.0,0.0008804756863174,0.0008152141941647,0.0321330954919477
34,0.0,0.0,0.0,0.0
35,0.0027900058267648,0.0096803909317251,0.0,0.0
36,0.0,0.0034032896088983,0.0,0.0054623981712949
37,0.46090073076900095,0.2678012463153082,0.1800279752066022,0.1476904970253517
38,0.0337883174152695,0.037715369466707296,0.0,0.0002627777714136
39,0.07390852647073,0.0895402784934165,0.07772524584090329,0.0829519752270311
40,0.0,0.0,0.0,0.0240928782176758
41,0.0,0.0,0.0,0.0
42,0.2067399935942183,0.1979867277793575,0.0,0.0393516198051497
43,0.050048718847137505,0.075340663236429,0.0,0.020145279560093397
44,0.0,0.0,0.0,0.0
45,0.0084427403299081,0.032380520129992804,0.0,0.7401599849534582
46,0.0168122577343916,0.0,0.0826328722317041,0.25083338590558507
47,0.0230503796270934,0.0230503796270934,0.0,0.0660714281768175
48,0.3187406500026549,0.6436526000690697,0.8696990693093432,0.8715204889049364
49,0.0601009931575969,0.0219732018833243,0.0,0.0056313631200203
50,0.0219706604283919,0.0,0.045038522562674405,0.30900464031702213
51,0.4073274569324036,0.3371582287634368,0.0,1.439764767392637
52,0.28243243164843057,0.48841188552593334,0.1498964797767575,0.1928571426140874
53,0.0,0.0553304006643049,0.2669423540385887,0.134053661089268
54,0.0,0.0,0.0,0.0
55,0.1520429591481104,0.1103612545175906,0.2633072832458218,0.0544171982764241
56,0.0126096493382819,0.0025617140215473,0.0,0.026879951061375203
57,0.0,0.0005814719994951,0.0,0.0203273973737223
58,0.6670894866059941,0.6947236476873312,0.8781719789838658,1.2803330001925117
59,0.0,0.0,0.0,0.0
60,0.0,0.0034420469888061,0.0022583737960155,0.0
61,0.0,0.0394877491033826,0.0,0.0057354302887479
62,0.1643044446573057,0.14375858317266998,0.0817650586217547,0.1138992734031175
63,0.3193713504009112,0.454539408018192,0.3130398440016386,2.3358038517973188
64,0.0,0.0,0.0,0.0
65,0.007054672931624,0.0,0.0,0.0108838150193885
66,0.0,0.0,0.0,0.0375615385520504
67,0.0072859751298787,0.05411940805424469,0.011544012522725,0.0495547812699419
68,0.1115904514683144,0.0305257206908503,0.1298360654729287,0.0
69,0.09606273447054581,0.14769606059301948,0.0845726416188052,0.0922734675675118
70,0.0,0.0,0.0,0.0035925764726485
71,0.3859649110861035,0.6992960084905738,0.4563492051773313,1.6282629462404554
72,0.5616363997066708,0.5915725106810145,0.0500515985265841,0.6063778670909659
73,0.0616141572865227,0.038850216653251696,0.0,0.0
74,0.013430796548825,0.0077685599425773,0.0,0.0406467073378779
75,0.0099016918674636,0.0201805550792174,0.0286385156345905,0.0688290375957056
76,0.1783052774134401,0.1159729803327614,0.44637121754196396,0.1992392218908295
77,0.2416072985290788,0.0081985056362865,0.4189944135240862,0.7206644362181011
78,0.0,0.0075359866698667,0.0,0.0
79,1.089947089453263,1.118903319552661,0.5449735447266315,2.168689697114501
80,0.1443165352172545,0.0102846640460536,0.0074966531357737,0.2458222318961034
81,0.2000842826625193,0.0,0.0,0.1210934169058389
82,0.0,0.0130775936851298,0.0,0.0132165134734031
83,0.0,0.0,0.0,0.0
84,0.0107386727811428,0.0,0.0011930995092681,0.006609035091761
85,0.0260454022033677,0.0071743559360893,0.0,0.0169681150869189
86,0.15275840409592478,0.1718228877847602,0.5549936777093524,0.0427281662950281
87,0.0,0.0176619338374409,0.0,0.0404432762600334
88,0.19439305627357528,0.0308339545745596,0.0,0.22166138494861587
89,0.0442910555384489,0.0898786643245765,0.0,0.1373709776310265
90,0.0,0.0,0.0,0.0
91,0.5305460822628167,0.0165720625364386,0.0,0.48253224977022247
92,0.2085286320133846,0.08828485957628669,0.0340665709744552,0.0558792611392549
93,0.0,0.0,0.0,0.0
94,0.8473890852871457,1.579652039855574,0.6891928653109498,0.6780528035600161
95,0.0066768968316235,0.0,0.0347407624554693,0.012817387509626
96,0.16995200934906768,0.1294015054815471,0.053459846928404,0.0200805366421995
97,0.0,0.0,0.085183191501956,0.028888082008098
98,0.0,0.0,0.0,0.8811690988924923
99,0.0,0.0,0.0,0.0
100,0.5295678217401032,0.4943150559260145,0.0,0.6556329848714073
101,0.0,0.0,0.0,0.0119236129396426
102,0.2295669597464702,0.0161125322940966,0.0,0.0979825712155956
103,0.7873209491485201,0.21417808194690488,0.0561538463338578,0.052038216408449
104,0.0,0.0668690729230712,0.0058443620209281,0.0006063969856528
105,0.0211143693554836,0.0285178595475858,0.0211143693554836,0.0
106,0.0,0.015107613770245599,0.0,0.0
107,0.0,0.0,0.0384924774133185,0.0
108,0.0614772225277289,0.06643079759018909,0.0976562789661147,0.1053686354403264
109,0.104584588000731,0.0690362269208831,0.0,0.0
110,0.20260996034315648,0.1493429140063553,0.0,0.0072365445999803
111,0.0,0.1223886769857343,0.0,0.1722440038042018
112,0.3362526034613894,0.6337239581024429,0.2000690144238533,0.2713585435413643
113,0.0,0.128824475192099,0.5203449206852311,0.80942793323391
114,0.134763763694249,0.0783380018232666,0.0420168067248467,0.0286009140273865
115,0.0,0.0075404754418765,0.0,0.0
116,0.0505279030688898,0.049822208450191,0.0248366011363151,0.0
117,0.0,0.0017426565431588,0.0183641624798746,0.0940494631121919
118,0.3694957519435551,0.0,0.0,0.7981264943158864
119,0.0091879319979428,0.0,0.0,0.0660844708360345
120,0.0,0.0,0.0,0.0
121,0.0194291681855423,0.0107964897411066,0.0,0.005112531583916
122,0.0,0.0,0.0,0.0
123,0.0,0.0233383739582067,0.1128868745976597,0.089987108001279
124,0.027263140114501698,0.0109011802063952,0.0088232515497802,0.0205995906858332
125,0.0,0.0,0.0051051982305388,0.0168139577399738
126,0.3477662255488512,0.0,0.0635917137520853,0.1879755965934899
127,0.3408626674778597,0.18151343128674402,0.0985714275117244,0.0976035913636347
128,0.9878260743961891,0.793666494420108,1.034100583795743,0.4918722709822532
129,0.0,0.0,0.0,0.0003199488798004
130,0.0326119528801551,0.0,0.0,0.0
131,0.0,0.0,0.0986676723292871,0.0880720259551757
132,0.0680799271034684,0.1548203354274445,0.1059102302412625,0.21909516907687648
133,1.4913721017909252,0.0920759298991363,0.0,0.0
134,0.0,0.3002005051757032,0.32707222705038486,0.3549225378231663
135,0.026350461140152,0.0,0.0,0.0350028513630146
136,0.0075675669109774,0.1466666658639999,0.0654681638894663,0.0917380429928542
137,0.44857750494996934,0.0,0.0,0.0
138,0.200154745523757,0.08195294853600141,0.0024420031827431,0.0679959410365166
139,0.0590520047807861,0.0331784762901459,0.0,0.0108015389048226
140,0.0,0.015333333623611,0.0,0.0
141,0.0026049298408451,0.0,0.0010330661930121,0.027030217631619
142,0.1307074554139006,0.0,0.0,0.030754767489023
143,0.1139304517006462,0.0283204232964859,0.0,0.0192309481286395
144,0.029968058729376,0.0615571734703351,0.0811164235362954,0.0099145831830908
145,0.3875603662872068,0.343875784559065,0.1768707450506733,0.473443593668833
146,0.0029352413360287,0.1137544439323987,0.0410988535583591,0.0
147,0.5750354402595995,0.2329926659020853,0.0681818179220105,0.1515151513247015
148,0.3097766211860817,0.0422975243638826,0.0,0.6444438790372293
149,0.0,0.6033351639735391,0.0,0.0003055768723702
150,0.0490694454968706,0.07780929642156699,0.0305410124424321,0.0107670007630551
151,0.23551687247188338,0.0693407972241849,0.128286075601887,0.1710372976087654
152,0.0112179490326188,0.1069709396541634,0.0338056683823646,0.0
153,0.004131681166691,0.0,0.0,0.0
154,0.0,0.0,0.035219068029101,0.08076368946106491
155,0.10888762834606411,0.4847916174899093,0.0,0.0
156,0.4735984083134928,0.4795196681885822,0.0,0.0716344901225938
157,0.0,0.0,0.0,0.0
158,0.0103896101910976,0.0272913191716398,0.0,0.0366639141511526
