,a-d,e-k,s-,l-r
0,0.0,0.1490909093342809,0.0,0.1490909093342809
1,0.3478260837807182,0.1739130418903591,0.0,0.0
2,0.0,0.0,0.1500000000986111,0.2407407413022976
3,0.0,0.0086580101759711,0.20051949063819388,0.1250216502494915
4,0.0,0.0909090900413223,0.0,0.0909090900413223
5,0.0,0.0732600750204618,0.0602006719432665,0.0279720289226856
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.2399999968,0.0,0.3019942958699605,1.8026935801633732
9,0.0,0.0,0.046052631997706,0.0
10,0.0128205126462853,0.0,0.0200668906477555,0.0
11,0.1058201063800006,0.1762134813317556,0.070393374951755,0.2116402127600012
12,0.0869565209073724,0.0869565209073724,0.28219461428843806,0.1869565199573724
13,0.0,0.0,0.0,0.0
14,0.4137931001664685,0.8137930969664684,0.4937930965184686,1.984729047708447
15,0.0,0.0,0.0,0.0
16,0.0,0.1739130418903591,0.0,0.28502415102616163
17,0.4661654113358585,0.0,0.0,0.0
18,0.0,0.159999998528,0.0,0.0
19,0.0,0.0,0.0,0.0
20,0.0,0.2608695627221172,0.2608695627221172,0.5869565171573725
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.1052631560110803,0.2105263120221606,0.3157894680332409,0.0
24,0.1999999981,0.09999999905,0.09999999905,0.7079365013401107
25,0.2222222202469136,0.4899999957005,0.719999993664,0.5465838462142665
26,0.2307692287278107,0.4615384574556214,0.0,0.675213669221638
27,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0869565209073724,0.4818865302041353
30,0.0,0.0,0.0,0.0
31,0.3838383801856953,0.0,0.1818181800826446,0.0909090900413223
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.09999999905,0.1904761886621314,0.0952380943310657,0.3809523773242628
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
37,0.0909090900413223,0.0,0.0909090900413223,0.47474747022701763
38,0.0,0.0,0.0,0.0
39,0.9599999911680002,0.0,0.159999998528,0.0869565201512287
40,0.0072463780014702,0.0072463780014702,0.0,0.0
41,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
43,0.0952380943310657,0.0952380943310657,0.2857142829931971,0.2857142829931971
44,0.0,0.0,0.0,0.0
45,0.1111111100617284,0.0869565209073724,0.0,0.2850241518764732
46,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0952380943310657,0.29047618771213135
48,0.0,0.2561403505333948,0.0,0.1614035083444752
49,0.09999999905,0.1999999981,0.1999999981,0.1999999981
50,0.0,0.0,0.0,0.0
51,0.0952380927891157,0.0952380927891157,0.0952380927891157,0.5670995524992976
52,0.0,0.2222222201234568,0.2229102146137698,0.1818181800826446
53,0.0,0.0,0.0,0.0
54,0.0869565194706995,0.0,0.0869565194706995,0.0
55,0.0,0.2499999978125,0.0,0.34999999526250003
56,0.0,0.0,0.0,0.0
57,0.0,0.144796382080629,0.144796382080629,0.2171945731209435
58,0.6153846082840236,0.9230769124260354,0.0,1.637362619977056
59,0.1521739132053402,0.0,0.0,0.0
60,0.0,0.1052631560110803,0.0,0.0
61,0.0,0.0,0.0,0.0363636360694214
62,0.0,0.0,0.3809523773242628,0.1904761886621314
63,0.4210526272576177,0.8654970682452721,0.6819221886186764,1.7456140140524006
64,0.3739130399147448,0.1999999981,0.2046035786236353,0.1869565199573724
65,0.0786749483756199,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0
67,0.1999999981,0.09999999905,0.2428571405806122,0.09999999905
68,0.5357142810778062,0.5059523745925454,0.5166666621680556,0.39166666216805557
69,0.0909090900413223,0.0909090900413223,0.1818181800826446,0.0
70,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0
72,0.0,0.0952380943310657,0.0,0.0
73,0.2608695627221172,0.0,0.1739130418147448,0.0869565209073724
74,0.1818181800826446,0.0,0.0,0.6666666603703704
