,Medium-Low,Medium-High,High,Low
0,0.0469906478292066,0.0,0.0,0.11357227051907251
1,0.0,0.0,0.0,0.0517537933999692
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.1130976648849811
4,0.0,0.0,0.0,0.0023600594089235
5,0.0,0.1666121111538732,0.0,0.0055937891133677
6,0.0,0.0,0.0,0.0066816077604384
7,0.0,0.0,0.0,0.0070422536866977
8,0.053408795346056304,0.0,0.0,0.0541305562677741
9,0.023197139151993,0.0,0.0,0.1021118033665619
10,0.0149742820520667,0.0681746596616966,0.0170068022402057,0.0643979454517087
11,0.0,0.0,0.0,0.0
12,0.0810049860555721,0.0,0.0,0.0
13,0.0,0.0665272111818929,0.0,0.0043516613125814
14,0.0,0.0,0.0,0.0
15,0.16515550940501872,0.0,0.0,0.07245578714659559
16,0.0,0.06926829179617079,0.0,0.20394170975688544
17,0.0201220081935533,0.0,0.0,0.10398873231131739
18,0.0,0.0,0.0,0.269774806504253
19,0.0,0.0,0.0,0.004726022028658
20,0.0746907451893775,0.0882836816095622,0.0,0.19906728537334742
21,0.0149044993072613,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.067243179358661,0.1346128648669117,0.0,0.0238970066194937
24,0.0441803100616141,0.0276967936757218,0.0,0.37077067249335627
25,0.0140761191385023,0.0052580088075121,0.0,0.012946298372541399
26,0.0,0.0,0.0,0.008502736268954099
27,0.0024498552565375,0.0,0.0,0.0216450217939843
28,0.0098101821624772,0.0204968945638938,0.0,0.0260167691671356
29,0.0924372668290526,0.0,0.0,0.0161238365852519
30,0.0285234907383361,0.0,0.0,0.12085160715580641
31,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0008510643658602
33,0.0212437811169717,0.0,0.0,0.020777619859181702
34,0.06813220703428499,0.0104748874059341,0.0256523661123479,0.0132392577149869
35,0.0,0.0,0.0,0.0
36,0.0657144289870085,0.072368421485511,0.0928310546407374,0.16235267365863967
37,0.0542717256809683,0.0,0.0074153087438143,0.1530131858163041
38,0.0342576812353494,0.0,0.0,0.1423292540508295
39,0.0,0.0,0.0,0.5929722201827747
40,0.0841769092260761,0.0,0.0,0.0730563587233982
