,Pre-1900s,Unknown,21st century,20th century
0,0.0,0.0148872903578573,0.0,0.001315519721225
1,0.0,0.23351201545663794,0.0,0.0
2,0.0,0.48459439434293083,0.0,0.027333309402373
3,0.016924564745757,0.3075462652043598,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0069059210429656,0.0,0.028728846926159
6,0.0,0.0718903262643241,0.0,0.09430472790962231
7,0.0,0.006209152246769,0.0,0.3188872130005754
8,0.0,0.0,0.0,0.0
9,0.0,0.34725327629615027,0.0419866870880392,0.0
10,0.0,0.2095691992350457,0.0,0.2844687666663199
11,0.0,0.049578714126958,0.0,0.0108542994483146
12,0.0,0.0177735915374623,0.0,0.0019163903855572
13,0.0,0.298934616603999,0.0,0.0
14,0.0160866993184976,0.0684164485683556,0.0,0.0
15,0.0252267119982671,0.0,0.0,0.0
16,0.0269734106496355,0.1415333798109866,0.0,0.0853434084103162
17,0.0,0.0300488110730905,0.0223537505852546,0.0
18,0.0258132961834597,0.08942494530637149,0.0,0.0
19,0.0,0.19341376849559627,0.0,0.0016637339357783
20,0.0,0.104274896601479,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.0,0.1678650662818575,0.0,0.0
23,0.07228472808409009,0.10484887006962079,0.0,0.0076090143091973
24,0.0,0.5057391795657171,0.8736926238315599,0.3186973610021628
25,0.0200091877377683,0.5327796153425319,0.0,0.0
26,0.0324675326962151,0.2976525182189687,0.0,0.0031529165263509
27,0.0990902048713489,0.3432347166946823,0.2286429885323848,0.0
28,0.0,0.595507475390366,0.131995431195369,0.2814814809963214
29,0.0,0.0044770881480283,0.0,0.0
30,0.0,0.1997909613625157,0.1122333036840398,0.0875323206219672
31,0.0202344725072778,0.1669512031574073,0.0,0.0
32,0.0,1.1001825867614423,0.0,0.1013477078778939
33,0.0,0.0353383337933715,0.0,0.0082168786608365
34,0.0,0.8313936371316737,0.0,0.0
35,0.0,0.044204873261080094,0.0,0.0
36,0.0,0.1431268353665121,0.0,0.0
37,0.0884521675685344,0.0230686046164151,0.0,0.129754905073518
38,0.0,0.22397402915684428,0.0,0.0
39,0.0,0.0275791624272189,0.0,0.0
40,0.0,0.6811686445337736,0.0,0.0
41,0.0138026225232699,0.0,0.0,0.0
42,0.1221089989512184,0.1090290450377329,0.0,0.0135620931697722
43,0.0,0.2826333079614413,0.0,0.527068657654607
44,0.0,0.0,0.0,0.3301016039105957
45,0.0,0.0,0.0,0.0
46,0.0,0.0093372831317467,0.0,0.0156068763369058
47,0.0074540844309582,0.0090059916132018,0.0,0.0773485140480184
48,0.2549778235934126,0.0924057212567823,0.0,0.0596043798229345
49,0.0,0.5075253067342276,0.0512267480998805,0.0
50,0.0,0.054192895318770806,0.0,0.0
51,0.0325808248714461,0.2311980505262638,0.0,0.0
52,0.0,0.2749449048005853,0.0,0.0
53,0.0,0.071662571175569,0.0,0.0345890669358818
54,0.0,1.4825940995798745,0.0,0.0
55,0.0218368661418848,0.0941027543272045,0.0,4.947842552338598e-10
56,0.0,0.1078830041591521,0.0,0.0
57,0.0,0.0,0.0177179302030331,0.0778668284429609
58,0.0,0.159672915349024,0.0,0.0
59,0.0,0.0,0.0,0.0065144699209443
60,0.0,0.3985158104726128,0.0,0.0584561200836943
61,0.0,0.0,0.0,0.009538047468697599
62,0.0,0.8078023383387501,0.0,0.0
63,0.0,0.0,0.0,0.0
64,0.0,0.7158848086679318,0.0,0.0
65,0.0,0.0,0.0,0.0
66,0.0,2.6390695454297095,0.0,0.0
67,0.0,0.6550186497736861,0.0,0.0
68,0.1300451677540809,0.0049703381126781,0.0,0.0
69,0.0,0.41181570453047694,0.0,0.0
70,0.0,0.336680567410719,0.0,0.0
71,0.0,0.0,0.6223529406644706,5.508727737132603
72,0.0,0.0,1.356676001768169,3.4686075197812145
73,0.0078646835401186,0.42574412120184196,0.0,0.0
74,0.0,2.2328055445296506,0.0,0.0
75,0.0,0.030999673338145697,0.0,0.0
76,0.0,0.12547288984323218,0.0,0.0
77,0.0,0.1260303732302782,0.0,0.0
78,0.0,0.0,0.0,0.0
79,0.0,0.3460698776844222,1.5815310553109068,0.3078823816493609
80,0.0,0.2992824704560398,1.655328012289959,0.397247569018469
81,0.0,0.3436702450859252,1.0854882300230217,0.2405147919713024
82,0.0,0.7295698139472317,0.0,0.0
83,0.0,3.975941494628018,0.0,0.0
84,0.0,0.2216779629496561,0.0,0.0
85,0.0,0.8870444729108292,0.0,0.0
86,0.046485945163225,0.049487191546948,0.0,0.0
87,0.0,0.2854899664882226,0.0,0.0
88,0.0,0.19110033902183798,0.0,0.0
89,0.0,0.0366630120941845,0.0,0.0
90,0.0,0.8280212841052262,0.0,0.0
91,0.0,0.3248554526809433,0.1088888889156111,0.0
92,0.0,0.0,0.0,0.0
93,0.0,0.1678990659433213,0.0,0.0
94,0.0,0.0,0.0,0.0
95,0.0,0.0095814198067212,0.0,0.055422999483141604
96,0.0,0.15726291592516767,0.12710989162655528,0.0
97,0.0,0.0172022070583356,0.0,0.0
98,0.0,0.0290691684049502,0.0,0.0600365740206923
99,0.0,0.0,0.0,0.0
100,0.0,0.091227714509582,0.0,0.0117301326008252
101,0.0,0.0868099552215015,0.0,0.0207462585295964
