,High,Low,Medium-High,Medium-Low
0,0.0,0.0150358848841026,0.0,0.0011669251949797
1,0.0,0.19152063305881112,0.0,0.0419913823978268
2,0.0002994015754693,0.0071621471130961,0.4951716984877219,0.0092944565690165
3,0.0528714261837549,0.24204857622436216,0.0,0.0295508275419998
4,0.0,0.0,0.0,0.0
5,0.0,0.0356347679691246,0.0,0.0
6,0.0,0.0,0.0535117056856186,0.1126833484883278
7,0.0,0.006209152246769,0.0,0.3188872130005754
8,0.0,0.0,0.0,0.0
9,0.0,0.3892399633841895,0.0,0.0
10,0.0,0.2844687666663199,0.0306591725433827,0.178910026691663
11,0.0,0.049578714126958,0.0,0.0108542994483146
12,0.0,0.0196899819230195,0.0,0.0
13,0.0,0.1838116138120995,0.0,0.1151230027918995
14,0.0,0.0845031478868532,0.0,0.0
15,0.0,0.0252267119982671,0.0,0.0
16,0.0,0.1661469839599095,0.0,0.0877032149110288
17,0.0,0.0300488110730905,0.0,0.0223537505852546
18,0.0,0.0741444123310937,0.0,0.041093829158737494
19,0.0,0.1151485700493969,0.0259334778873117,0.053995454494666
20,0.0097149230585174,0.08830910534319371,0.0,0.0062508681997679
21,0.0,0.0,0.0,0.0
22,0.0,0.1678650662818575,0.0,0.0
23,0.0347953487265499,0.107110599484184,0.0,0.0428366642521743
24,0.0,0.0209725507447735,0.0899600605753726,1.5871965530792937
25,0.0,0.1034393905291527,0.0,0.4493494125511476
26,0.0,0.2161229619749312,0.0,0.11715000546660351
27,0.0,0.6479172556815582,0.0,0.0230506544168577
28,0.0,0.1832358670947658,0.131995431195369,0.6937530892919217
29,0.0,0.0044770881480283,0.0,0.0
30,0.0,0.3995565856685227,0.0,0.0
31,0.0,0.1772018260847357,0.0099838495799494,0.0
32,0.0,0.949511472628207,0.0,0.2520188220111293
33,0.0,0.043555212454208,0.0,0.0
34,0.0,0.8313936371316737,0.0,0.0
35,0.044204873261080094,0.0,0.0,0.0
36,0.0,0.0567330882638051,0.0,0.08639374710270699
37,0.0,0.24127567725846752,0.0,0.0
38,0.022814814752046,0.046890073272880695,0.0221318879704943,0.1321372531614233
39,0.0,0.0275791624272189,0.0,0.0
40,0.0,0.5949733596343554,0.0,0.0861952848994183
41,0.0,0.0138026225232699,0.0,0.0
42,0.0,0.21345511738621478,0.0,0.0312450197725087
43,0.3121360206062653,0.0,0.3561279030451191,0.14143804196466392
44,0.038602290080456,0.0,0.29149931383013966,0.0
45,0.0,0.0,0.0,0.0
46,0.0,0.0249441594686525,0.0,0.0
47,0.0,0.0938085900921784,0.0,0.0
48,0.0,0.4069879246731294,0.0,0.0
49,0.4795502745931084,0.0099663726362385,0.0084066788946699,0.060828728710091304
50,0.0,0.054192895318770806,0.0,0.0
51,0.0,0.1879560405211393,0.0049086760366385,0.0709141588399321
52,0.0,0.2671897463329138,0.0,0.0077551584676715
53,0.0,0.04651228283716689,0.0345890669358818,0.0251502883384021
54,0.0,1.1308107296488725,0.0,0.3517833699310019
55,0.0,0.10388357612386505,0.0,0.0120560448400085
56,0.0,0.1078830041591521,0.0,0.0
57,0.0,0.09558475864599399,0.0,0.0
58,0.0,0.0761511566158006,0.0,0.0835217587332234
59,0.0,0.0,0.0065144699209443,0.0
60,0.0,0.4569719305563071,0.0,0.0
61,0.0,0.009538047468697599,0.0,0.0
62,0.0,0.5549400153688697,0.0,0.2528623229698803
63,0.0,0.0,0.0,0.0
64,0.0,0.6366009206924041,0.0,0.0792838879755277
65,0.0,0.0,0.0,0.0
66,0.0,2.1380037264234497,0.0,0.5010658190062596
67,0.0,0.0020453977959705,0.37647342403116046,0.276499827946555
68,0.0,0.13501550586675898,0.0,0.0
69,0.1622931761185149,0.0,0.1645754755439145,0.0849470528680475
70,0.0,0.0,0.0,0.336680567410719
71,0.0,6.131080677797073,0.0,0.0
72,0.0,4.825283521549384,0.0,0.0
73,0.0718542922644339,0.24531146712687502,0.0595788871149935,0.0568641582356581
74,0.0,2.2328055445296506,0.0,0.0
75,0.0,0.030999673338145697,0.0,0.0
76,0.0,0.0,0.12547288984323218,0.0
77,0.0,0.11772712493388769,0.0,0.0083032482963905
78,0.0,0.0,0.0,0.0
79,0.0,0.0843167106407742,0.0,2.1511666040039152
80,0.0315332833041833,0.0401047121392853,0.0674610337048385,2.2127590226161606
81,0.0,0.0,0.177863273456925,1.4918099936233244
82,0.0,0.7295698139472317,0.0,0.0
83,0.0,3.975941494628018,0.0,0.0
84,0.0,0.2216779629496561,0.0,0.0
85,0.0,0.8870444729108292,0.0,0.0
86,0.0,0.049072153099705494,0.0215608471352214,0.0253401364752461
87,0.0,0.2854899664882226,0.0,0.0
88,0.0712148251637334,0.06072937624015929,0.0289141138869172,0.0302420237310281
89,0.0,0.0366630120941845,0.0,0.0
90,0.0,0.8280212841052262,0.0,0.0
91,0.0,0.4337443415965544,0.0,0.0
92,0.0,0.0,0.0,0.0
93,0.0,0.1678990659433213,0.0,0.0
94,0.0,0.0,0.0,0.0
95,0.0,0.06500441928986281,0.0,0.0
96,0.0,0.0407082844087651,0.1248569412030265,0.11880758193993139
97,0.0,0.0172022070583356,0.0,0.0
98,0.0,0.0600365740206923,0.0,0.0290691684049502
99,0.0,0.0,0.0,0.0
100,0.0,0.0864275822223195,0.0,0.0165302648880877
101,0.0,0.0,0.032683967183134204,0.0748722465679637
102,0.0,0.8633555713205282,0.0,0.0
103,0.0,0.0,0.039980268707661,0.1324446004194835
104,0.0,0.34876417322292996,0.0,0.0070742354675456
105,0.0,0.1053479135456194,0.0,0.0077010443583745
106,0.0281949929730215,0.1301943166926162,0.0,0.0734848473580148
107,0.0,0.0,0.0198588702726195,0.0
108,0.0,0.4147316384091357,0.0,0.0821365582167711
109,0.0,0.0365611742070648,0.0,0.012603591223172998
110,0.0,0.0031179138285765,0.0,0.0
111,0.0,0.0394120880438525,0.0113154175705761,0.0
112,1.1699899803460172,0.0,0.0022598868070861,0.0
113,0.0,0.0930788606997587,0.0,0.0339366515412547
114,0.0,2.817550331579051,0.0,0.0
115,0.0345637642406297,0.106109967087544,0.0757216334351199,0.0340186603912182
116,0.0,0.0447196424735424,0.0,0.0
117,0.0400829557592942,0.08220204933609461,0.0730442988577984,0.0103099964657282
118,0.0217264408042613,0.0483599419627361,0.06966592143035,0.22229722339613212
119,0.0,0.1020563808566024,0.0212765957446808,0.0
120,0.0,0.2336224757087089,0.0,0.0005001256858037
121,0.0,0.0,0.0,0.0
