,Pre-1900s,21st century,20th century,Unknown
0,0.0,0.0,0.0,0.049035391316609306
1,0.0375157421716145,0.024442755716224,0.0,0.1654196185878579
2,0.0,0.0604443291666758,0.0227007718993725,0.4754866480164805
3,0.0,0.0,0.0,0.1884816686271882
4,0.0,0.0,0.0,0.0
5,0.0124314188513673,0.0,0.1109745476995787,0.0
6,0.0,0.0,0.1183069116443245,0.0732101409911041
7,0.0,0.0,0.2929241261689329,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.4608875902833442
10,0.0,0.0,0.2025935367691538,0.10123440636794691
11,0.0,0.0,0.0108542994483146,0.0008267886233551
12,0.0,0.0,0.064798052981689,0.0284487131762063
13,0.0,0.0,0.0033155981023925,0.25546038598196064
14,0.0,0.0,0.0461942263461334,0.2812525401303551
15,0.0126425141561929,0.0,0.0,0.0
16,0.0504494696894792,0.0,0.0,0.0583642120031885
17,0.0,0.0,0.0,0.0302277663332861
18,0.0,0.0,0.0,0.10846169949351181
19,0.0,0.0,0.0,0.0550584452850185
20,0.0,0.0,0.0,0.100045695351787
21,0.0,0.0,0.0,0.0138258686631581
22,0.0,0.0,0.0,0.24864392618255632
23,0.0638973438259964,0.0,0.0325644510008547,0.0
24,0.0,1.0339953754028333,0.0,0.3416082471668251
25,0.0,0.0,0.0,0.000403028819026
26,0.0,0.0,0.0,0.26226926336926737
27,0.0,0.0,0.0,0.38076859950012854
28,0.0,1.1509549017117953,0.0,0.2585034004540694
29,0.0,0.0,0.0,0.0
30,0.0,0.0810454645880587,0.0875323206219672,0.19054510690145973
31,0.016786570632568,0.0,0.0,0.0
32,0.0,0.0,0.462646390562239,0.8965850449528325
33,0.0,0.0,0.0,0.0403276121451229
34,0.0,0.0,0.0,1.2728940279709122
35,0.0,0.0,0.0014527846831021,0.0841682898247376
36,0.0,0.0,0.0,0.17634878668449433
37,0.013507047549071201,0.0,0.0,0.0253080521821219
38,0.0,0.0,0.0,0.2081414481749765
39,0.0,0.0,0.0,0.0781941126147741
40,0.0,0.0,0.0,0.6067987384602979
41,0.0138026225232699,0.0,0.0,0.0
42,0.0,0.0,0.0,0.08506847544022339
43,0.0,0.0,1.0964253400446962,0.2101308750284259
44,0.0,0.0,0.5269794898735043,0.0
45,0.0,0.0,0.0,0.0
46,0.0209983169557924,0.0,0.0585570050178975,0.0
47,0.0,0.0,0.0785192103449457,0.0344271115282615
48,0.2715716197285966,0.0,0.059278390932848396,0.0482596641266436
49,0.0,0.0,0.0,0.819740619270695
50,0.0,0.0,0.0090909093046684,0.0323403720931314
51,0.0,0.0,0.0,0.033271740627710496
52,0.0,0.0,0.0,0.3970162848866725
53,0.0,0.0,0.0,0.0032402585746718
54,0.0,0.0,0.0,1.7766914217764587
55,0.0276172129626941,0.0,0.20664404492622507,0.0279263217331454
56,0.0,0.0,0.0,0.35739714491531704
57,0.0,0.0,0.0402160857661201,0.0
58,0.0,0.0848193667403547,0.22797786301671918,0.2361377878484911
59,0.0,0.0208735074692668,0.0,0.0
60,0.0,0.0,0.0,0.1491407248759028
61,0.0,0.0,0.0,0.0083761562724219
62,0.0,0.0,0.0,1.8447260636449654
63,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0311942958624503,0.3418822950166994
65,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,4.808365447798893
67,0.0,0.0,0.0,0.4641193993914291
68,0.0006493505004053,0.0,0.0,0.09884561280110489
69,0.0,0.0,0.0,0.4354122232787904
70,0.0,0.0,0.0,0.0
71,0.0,0.1255421683260025,2.6791810675023107,0.0
72,0.0,0.4444990838401899,1.4322141887015702,0.0
73,0.0,0.0,0.0,0.5261827645841988
74,0.0,0.0,0.0,2.4781180674331327
75,0.0,0.0,0.033210560022947,0.0
76,0.0,0.0,0.0,0.2612492183332311
77,0.0,0.0,0.0,0.1377026675906127
78,0.0,0.0,0.0,0.0
79,0.0,2.472763033316715,0.0,0.2691390113546656
80,0.0,3.579127800308079,0.0,0.0426047117397853
81,0.0,2.27304748457769,0.226454855035604,0.0735132760930307
82,0.0,0.0,0.0683760686627036,0.3720892188074444
83,0.0,0.0,0.0,4.076522657781097
84,0.0,0.0,0.0,0.3863041627092152
85,0.0,0.0,0.0,0.9766883418457856
86,0.0303459137176087,0.0,0.0,0.050078979442492594
87,0.0,0.0,0.0,0.1351218833082082
88,0.0,0.0,0.0,0.2321386649705125
89,0.0,0.0,0.0,0.1174005589005812
90,0.0,0.0,0.0,1.7197346394999544
91,0.0,0.0,0.0,0.26769567188360455
92,0.0,0.0195330848198415,0.0481658698366098,0.0
93,0.0,0.0,0.0,0.628487248425267
94,0.0,0.0,0.0,0.0030030029355481
95,0.0,0.0,0.0780776226750252,0.0092681369191164
96,0.0,0.0862987812308415,0.0557936441733594,0.1573788245921227
97,0.0,0.0,0.0,0.0661005660694373
98,0.0309972318755815,0.0,0.327652172273463,0.20106586694528938
99,0.0,0.0,0.0077265393951698,0.0137980597810336
100,0.0,0.0,0.0,0.0566993987917571
101,0.0,0.0,0.0,0.0685455496137188
102,0.0,0.0,0.7212128590553557,0.0
103,0.0,0.0,0.0,0.1002209574646319
104,0.0,0.0,0.0,0.7283399997700737
105,0.29965525011661803,0.0,0.028168575056791302,0.0279346651514781
106,0.03713732960598,0.0,0.0,0.3144110845853875
107,0.0403986527264675,0.0,0.0,0.15005472050090518
108,0.0207927226318301,0.0,0.2222685644054632,0.0519244733448147
109,0.0662727109832805,0.0,0.0085127640766507,0.0088746895436859
110,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0060692514279466
112,1.888608832048699,0.0,0.0,0.059769044047870104
113,0.0,0.0,0.0,0.0854097265875646
114,0.0,0.6128581398206651,0.3075480537763405,1.6965045837645902
115,0.0,0.0,0.0,0.25154857859094654
116,0.0,0.001827485318931,0.0061264271174703,0.0
117,0.0,0.0,0.0,0.2941690250121092
118,0.0,0.0771509975262804,0.0,0.3895709010080764
119,0.010891590778602,0.0,0.0,0.2045968392584716
120,0.0,0.0,0.0637873764673149,2.145311912246603
121,0.0,0.0,0.0,0.2549961787403375
122,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.14417749049732603
124,0.4991411037010517,0.0,0.0,3.1825280724694784
125,0.0,0.0,0.0,2.899862414082544
126,0.0,0.0,0.0,2.4522612482767014
127,0.0,0.0,0.0,0.3105667345615838
128,0.0,0.0,0.0,0.0266559560312474
129,0.0,0.0,0.3296703296703296,2.8231459361952274
130,0.0,0.0,0.0,5.143083871946734
131,0.0,0.0,0.0,1.4609926066838346
132,0.0,0.0,0.0,0.0156021581165907
133,0.0,0.0,0.0,0.1722620325695882
134,0.0,0.0,0.0,0.8200767590734995
135,0.0,0.0,0.0,4.868994396292673
136,0.0,0.0,0.0,2.3562461108849386
137,0.0,0.0,0.0,2.5533230511644343
138,0.0,0.0,0.0,5.0402740112049225
139,0.0,0.0,0.0,2.7242932193709812
140,0.0,0.0,0.0,0.301700239056991
141,0.0,0.08077601916836749,0.0739841734039467,0.2493208247588367
142,0.0,0.057101206177866695,0.0,0.064853143677032
143,0.0,0.0,0.0,0.4786926362224061
