,s-,e-k,a-d,l-r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.1349206356201184,0.079365079617032,0.118357488757643
3,0.0,0.0869565209073724,0.4041761975403767,0.1922196778048793
4,0.7035573058363664,0.3478260837807182,0.5217391256710773,0.1739130418903591
5,0.0171428581198367,0.0310559014821958,0.0621118029643916,0.0
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.0952380943310657,0.22023809315919068,0.2128851520473286,0.3824175788459901
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.886128356314271,0.0,0.1666666651388889,0.26086956204158784
14,0.7272727206611568,0.5454545404958676,0.3636363603305784,0.1818181801652892
15,0.2447552403584527,1.115384602843935,0.0,0.3076923036094674
16,0.0,0.2005012512285726,0.1052631568975069,0.1052631568975069
17,0.1999999981,0.2176470567662629,0.29999999715,0.29999999715
18,0.0869565201512287,0.0869565201512287,0.9050724545057995,0.5217391256710773
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,1.1027272635724008,0.959999991552,0.4622222181349136,0.124999996953125
22,0.3478260837807182,0.1739130418903591,0.8774703460738331,0.1739130418903591
23,0.2307692287278107,1.1538461436390535,0.772307684071432,0.0
24,0.29999999745,0.6256684439359147,0.0,0.374999996953125
25,0.1666666667267905,0.1594202899753202,0.0797101449876601,0.0
26,0.1666666651388889,0.6666666605555556,0.0,0.3333333302777778
27,0.0,0.0,0.0,0.0
28,0.079999997888,0.9654919811476913,0.3927125459065875,0.7608695585739603
29,0.0,0.19090908909132231,0.2666666641888889,0.23333333113888888
30,0.0,0.0,0.0,0.0
31,0.9523809437641726,0.1904761887528345,0.1904761887528345,0.5714285662585035
32,0.1851851861179698,0.0,1.111111116707819,0.5555555583539094
33,0.0200668906477555,0.040133781295511,0.040133781295511,0.0
34,0.0,0.0,0.0,0.0
35,0.140000002862,0.070000001431,0.0,0.0
36,0.802512065761477,0.1666666644791666,0.159999997888,0.5371929754973604
37,0.0621118034400676,0.1242236068801352,0.0,0.1930641867521422
38,0.959999991552,0.239999997888,0.959999991552,0.239999997888
39,0.0,0.0,0.0,0.0
40,0.5925925824965708,0.2962962912482854,0.4444444368724281,0.1481481456241427
41,0.3137254893502499,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0
47,0.3670588259131347,0.5939869322141381,0.1223529419710449,0.1223529419710449
48,0.5217391256710773,1.0434782513421548,0.0,0.1739130418903591
49,0.0,0.0,0.0,0.0
50,0.1666666651388889,0.1666666651388889,0.9239130342514701,0.3333333302777778
