,High,Medium-High,Medium-Low,Low
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0628019327545566,0.158730159234064,0.1111111120061728,0.0
3,0.1739130418147448,0.0869565209073724,0.3172196766330043,0.1052631568975069
4,0.0,0.0,0.0,1.7470355571785214
5,0.0,0.0,0.1103105625664241,0.0
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.2788461512541605,0.6319327671294146
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.0,0.0,0.6956521675614364,0.6180124159333111
14,0.0,0.0,0.0,1.818181801652892
15,0.0,0.0,0.0,1.6678321468118553
16,0.0,0.0,0.0952380943310657,0.3157894706925207
17,0.0,0.0,0.09999999905,0.9176470501162629
18,0.0,0.26086956204158784,0.1333333310222222,1.2065217274155242
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,0.0,0.0,0.7499999953125,1.8999494748999397
22,0.0909090892561983,0.3478260837807182,0.0,1.1343873405983531
23,0.0,0.0,0.2307692287278107,1.9261538277104855
24,0.0,0.0,1.3006684383390397,0.0
25,0.0,0.0,0.1594202899753202,0.2463768117144506
26,0.0,0.0,0.1666666651388889,0.9999999908333332
27,0.0,0.0,0.0,0.0
28,0.079999997888,0.0,1.9451610444184093,0.1739130412098299
29,0.0,0.09999999905,0.0,0.5909090853691001
30,0.0,0.0,0.0,0.0
31,0.0,0.1904761887528345,0.0,1.7142856987755108
32,0.0,0.0,0.0,1.8518518611796984
33,0.0,0.0,0.0200668906477555,0.080267562591022
34,0.0,0.0,0.0,0.0
35,0.0350000007155,0.140000002862,0.0350000007155,0.0
36,0.0,0.0,1.023859635752527,0.642512067873477
37,0.0,0.0310559017200338,0.0310559017200338,0.31728779363227744
38,0.239999997888,0.0,0.959999991552,1.19999998944
39,0.0,0.0,0.0,0.0
40,0.0,0.0,0.1481481456241427,1.3333333106172842
41,0.0,0.0,0.0,0.3137254893502499
42,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,1.2057516420693628
48,0.0,0.0,0.0,1.7391304189035914
49,0.0,0.0,0.0,0.0
50,0.0,0.0,0.1666666651388889,1.4239130296681366
51,0.0,0.1739130412098299,0.2307692287278107,1.3408026605597532
52,0.0,0.0,0.2857142827806122,2.6705146433645677
53,0.0,0.0,0.29999999235,0.3999999898
54,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0
56,0.0,0.1739130418903591,0.5217391256710773,0.8695652094517956
57,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0
