,Unknown,20th century,21st century,Pre-1900s
0,0.0127271093092867,0.0,0.0,0.0246201210311554
1,0.1309487470604395,0.0,0.0287333881881263,0.0
2,0.0,0.0,0.20033682643303832,0.0
3,0.0742525751418174,0.0,0.0783310474599542,0.0098917448117979
4,0.0755290805127502,0.0,0.0,0.0
5,0.2604892331552288,0.0,0.0,0.0
6,0.009985942466044,0.0209748090731506,0.0,0.0
7,0.2723743017723724,0.0,0.0,0.1199226750259301
8,0.08707014474820468,0.0,0.0,0.0
9,0.24004644572476225,0.0,0.0,0.0
10,0.2996425025399403,0.38410457737550097,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.2202754328085062,0.1475177301985032,0.0,0.0
13,0.14940149923199278,0.0,0.0,0.0
14,0.3491239273167432,0.0,0.0,0.0971253857087222
15,0.0,0.0,0.0,0.0
16,0.1896579069696217,0.0,0.0,0.0493697481295237
17,0.0,0.0,0.0,0.0112689860317576
18,0.0525449674120884,0.0,0.0,0.2066366636335095
19,0.0400435902184832,0.0,0.0,0.0
20,0.1206881385559906,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.16667715722304,0.0,0.0,0.0
23,0.0143900541389479,0.0072290476461028,0.0,0.1243209445521119
24,0.1804256810005024,0.0,0.0,0.0
25,0.39499688421350665,0.0,0.0,0.0333205335810464
26,0.0208333334743923,0.1368289650950785,0.11238471485308221,0.0
27,0.1102800151990057,0.1303431673211572,0.29517780061703647,0.0
28,0.1497479076022005,0.0,0.0,0.0
29,0.37258137769379973,0.0,0.0,0.1176310078903059
30,0.0,0.0456316602989275,0.1885994217960818,0.0
31,0.0489665695154526,0.0,0.0,0.0
32,0.26033623637782627,0.44416643282982315,0.0,0.0
33,0.47763265744194183,0.0572474745873836,0.0,0.0
34,1.3775159286341532,0.0,0.0,0.0
35,0.0105686622530466,0.0025688656946601,0.0,0.0
36,0.5208438125906136,0.0,0.0,0.0
37,0.0953459343672355,0.0,0.0,0.0
38,0.3689177705469963,0.0,0.0,0.0
39,1.5232932753564001,0.0,0.0,0.0
40,0.09539085576099919,0.0,0.0,0.0
41,0.5506467602299441,0.0,0.0,0.0840571578605872
42,0.0,0.0,0.0,0.0
43,0.1368151563607836,0.3399897593188041,0.050320767035948705,0.0
44,0.1881009435504814,0.9323018044952651,0.0,0.022277521216794
45,0.0025615768328231,0.0005319606020562,0.0,0.0
46,0.0,0.1013026898853084,0.0,0.0014112028750516
47,0.1519157872515276,0.46865093927099016,0.0,0.026648031049094
48,0.0,0.0,0.0,0.0043459361091622
49,0.43972987232469873,0.0,0.0744428868068836,0.0134460237938852
50,0.0370652418376021,0.0305423383656447,0.0,0.0
51,0.115793142307117,0.0,0.0,0.0
52,0.13588656193361132,0.0,0.0,0.0
53,0.023704287082246898,0.0,0.0,0.0
54,0.6054488775864317,0.0,0.0,0.3744555406075911
55,0.0,0.0,0.0,0.0
56,0.0802357066666118,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0
59,0.1353724715481528,0.0388783420592742,0.0,0.0142495691933267
60,0.12992439016456708,0.0,0.0,0.0
61,0.07001932280295001,0.0,0.0,0.0797761313243555
62,2.0262322780371558,0.0,0.0,0.0
63,0.0126155602247258,0.0368495073558501,0.0,0.0034323269782833
64,1.33659773823988,0.0,0.0,0.0
65,0.0359283387031647,0.0,0.0,0.0
66,3.1458003316523033,0.0,0.0,0.0
67,0.1473502090341153,0.0,0.0,0.0
68,0.057670283812047904,0.0,0.0,0.0
69,0.4588256395612479,0.0,0.0,0.0
70,1.3082182797171351,0.0,0.0,0.0
71,0.0,3.7617434871527493,0.680202349348541,0.0
72,0.0,3.590850239532818,0.4121457930840691,0.0
73,0.3104415900556047,0.0866071426683407,0.0,0.0
74,1.4947211754479361,0.0,0.0,0.0
75,0.0494270002534598,0.0,0.0,0.0
76,0.3893832546826235,0.0,0.0,0.0
77,0.050679320701497305,0.0023159188958577,0.0,0.0049026898342331
78,0.0004443225653496,0.0,0.0,0.0483798963012807
79,0.527154652643235,0.0705128199776242,1.4202605555902812,0.0
80,0.0155365225292068,0.0408864580947687,1.0646878192679141,0.0
81,1.5485826597899304,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0
83,1.6852684020061506,0.0,0.0,0.0
84,0.4712394325522841,0.0,0.0,0.0
85,1.0426473208021272,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0
87,0.4332641629922481,0.0947083921062575,0.0042553184491851,0.1848077705064657
88,0.28109622213053864,0.0,0.0,0.0
89,0.37122835996419457,0.0,0.0,0.0
90,0.5293033270924379,0.0,0.0,0.0
91,2.3053326274165853,0.0,0.4325791842560022,0.0
92,0.0536555919290739,0.1048783743202262,0.0,0.0
93,0.1675070029649255,0.0,0.0,0.0
94,0.1976320802104926,0.0,0.0,0.1512195107559785
95,0.0988779382878405,0.0123702721829339,0.0,0.0023675322015239
96,0.1400028874609725,0.0,0.0182083849683807,0.0
97,0.1260228439847558,0.0,0.0,0.0
98,0.12519009344319149,0.3249066869998574,0.0712426805527761,0.0668406262677674
99,0.1003853486037844,0.1184805505379977,0.0,0.0
100,0.11496442826240529,0.0,0.0,0.0
101,0.040505622240177,0.0,0.0,0.0
102,0.0,1.5290914127519515,0.0,0.0
103,0.380200386351491,0.0,0.0,0.0
104,2.316974195785453,0.0,0.0,0.0
105,0.1035697886616068,0.0,0.0,0.0
106,0.2522725771503513,0.0,0.0,0.0193298965615949
107,0.0,0.0,0.0,0.0
108,0.36322062322312193,0.0057630065248923,0.0,0.0
109,0.0,0.0,0.0,0.0
110,0.15005648695154516,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0
112,0.0,0.2427485761921644,0.0,0.7989307800836853
113,1.1611001360499122,0.0,0.0,0.0
114,1.3184484353089578,0.1896143067493153,0.4407622196950411,0.0
115,0.0,0.0,0.0,0.0
116,0.5924817693701101,0.19945053846391958,0.0,0.0
117,0.39377246828306395,0.14522790213293468,0.0,0.0619434763358857
118,0.0072520071169246,0.0,0.0077963869673729,0.0
