,s-,l-r,a-d,e-k
0,0.0148341880722406,0.0225130422682015,0.0,0.0
1,0.0,0.0414357861610591,0.0747325304619955,0.0435138186255112
2,0.0,0.0834971179954753,0.0,0.116839708437563
3,0.023902929732607,0.0098917448117979,0.0349675032499973,0.0937131896191673
4,0.0047778307612787,0.0,0.0707512497514715,0.0
5,0.0242886882185378,0.0356518922926715,0.1103378255885641,0.0902108270554554
6,0.0,0.023393383307750898,0.0075673682314437,0.0
7,0.1018097273130143,0.1601376837601698,0.08825528053274301,0.0420942851923754
8,0.0,0.0335679458473506,0.0321393845127566,0.021362814388097503
9,0.065128030319778,0.0856249096862912,0.084916728820102,0.004376776898591
10,0.19448872215256618,0.1588318314306015,0.0,0.3304265263322736
11,0.0,0.0,0.0,0.0
12,0.0130081299282819,0.149309928064929,0.0314606739175231,0.1740144310962754
13,0.0796377967609612,0.0,0.0291408562320313,0.040622846239000296
14,0.0501003567224977,0.1847449203712171,0.1207498331437171,0.09065420278803349
15,0.0,0.0,0.0,0.0
16,0.046911122879006,0.04783506643373,0.057219048193896505,0.0870624175925129
17,0.0,0.0,0.0112689860317576,0.0
18,0.2023952445411013,0.0,0.0,0.056786386504496605
19,0.0099277977312011,0.0,0.0,0.0301157924872821
20,0.0007077391650854,0.0577238938649111,0.0622565055259941,0.0
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.15379874883535638,0.0128784083876836
23,0.0677253383931348,0.0072290476461028,0.0565956061589771,0.0143900541389479
24,0.0,0.12092406331909511,0.0,0.0595016176814073
25,0.3305397331593854,0.0032105290404866,0.0276428354442219,0.0669243201504591
26,0.0289936126826763,0.0,0.1368289650950785,0.1042244356447982
27,0.1194410876433413,0.1102800151990057,0.2076389677797906,0.09844091251506179
28,0.0079248743539793,0.0,0.1310122224374105,0.0108108108108107
29,0.0606060604861156,0.1423244267178692,0.1169253513369204,0.1703565470432004
30,0.1036352419741257,0.0,0.0551288668268015,0.0754669732940821
31,0.0,0.0,0.0489665695154526,0.0
32,0.0,0.0601508579717432,0.4293134780599305,0.2150383331759758
33,0.1105492919561377,0.056893193407496795,0.0689645492396125,0.2984730974260784
34,0.0,0.23635891434147238,0.7261197888436729,0.4150372254490079
35,0.013137527947706699,0.0,0.0,0.0
36,0.1758807592571278,0.106322747801355,0.1066533887888523,0.1319869167432785
37,0.0018658573535448,0.0,0.057050078062677596,0.0364299989510131
38,0.10632770122479701,0.0868372061869721,0.0161331020509651,0.1596197610842621
39,0.31026676527463226,0.2650904156681093,0.7485670198236738,0.19936907458998482
40,0.0147651009065322,0.08062575485446699,0.0,0.0
