,Unknown,20th century,21st century,Pre-1900s
0,0.0109070465028419,0.0,0.0,0.0488570761518217
1,0.36402065500432484,0.0,0.0,0.0614390334448011
2,0.0,0.0,0.0,0.034879852841563405
3,0.0120230295836478,0.0,0.0,0.0
4,0.0867582007251973,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,1.4203567488785689,0.0,0.0,0.0
7,0.0009133479105138,0.0,0.0,0.2675590521182487
8,0.0,0.0,0.0,0.0026124818761877
9,0.0088408138401703,0.008942692913831,0.0,0.11646961231271741
10,0.1674294022289391,0.0,0.0,0.0
11,0.0198656319231523,0.0309773884550196,0.0,0.0
12,0.0,0.0,0.0,0.0037148827283958
13,0.5442374217398204,0.0542026000638303,0.0,0.0
14,0.0,0.2643071395300328,0.0,0.0515016105678473
15,0.1095945453685092,0.0,0.0,0.0
16,0.0275362306396135,0.17753667545216842,0.0,0.0
17,0.0081090609190171,0.0,0.09274706595910351,0.0
18,0.6971611948077868,0.0,0.0,0.0
19,0.033623491511882195,0.0,0.0,0.0
20,0.2465264339673043,0.1142943157195013,0.0,0.0
21,0.0,0.2612587388918164,0.0,0.0
22,0.0,0.0,0.0,0.014425770595087699
23,0.0651932745888578,0.0219679641024556,0.0,0.0
24,0.0,0.0,0.0,0.0
25,0.4279179398184258,0.21583576862363768,0.0,0.0
26,0.135265809692604,0.0282339754310167,0.0,0.0
27,0.1033224026990179,0.12510635799300418,0.0,0.1047854474997307
28,0.0,0.0,0.0,0.1807963505439728
29,0.25834027755514466,0.026281083098250703,0.0,0.0
30,0.1842962589276282,0.1052925836222329,0.0,0.0068044356086545
31,0.0,0.0,0.0,0.0
32,0.0,0.009587957478441,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.3270162786574969,0.11893912429993411,0.0,0.0
35,0.0079056497450268,0.0,0.0,0.1170675309052232
36,0.0,0.23814768220245933,0.0481490024005367,0.0
37,0.0056776922973999,0.0,0.0,0.0109999413621751
38,0.07050457805868951,0.0,0.0,0.0083872283837271
39,0.0104321908761949,0.0,0.0,0.0264373133058138
40,0.29968397791503104,0.064624203425199,0.0,0.0
41,0.0,0.0,0.0,0.0
