,s-,e-k,a-d,l-r
0,0.0488570761518217,0.0,0.0109070465028419,0.0
1,0.1303543493386155,0.1357187760944963,0.0,0.15938656301601412
2,0.007005316029945901,0.022411041488477,0.0,0.0054634953231405
3,0.0120230295836478,0.0,0.0,0.0
4,0.0,0.057285336955307804,0.0294728637698895,0.0
5,0.0,0.0,0.0,0.0
6,1.2668242145027955,0.0,0.1535325343757734,0.0
7,0.0633877171723045,0.0337441934968594,0.1713404893595986,0.0
8,0.0,0.0,0.0,0.0026124818761877
9,0.028285014517534,0.0,0.0165334418371844,0.0894346627120003
10,0.0,0.089350854075804,0.0,0.0780785481531351
11,0.0,0.0198656319231523,0.0309773884550196,0.0
12,0.0,0.0037148827283958,0.0,0.0
13,0.0736681676885953,0.1689467590262817,0.23344473991336878,0.1223803551754049
14,0.0,0.0,0.15924259172675792,0.1565661583711222
15,0.1095945453685092,0.0,0.0,0.0
16,0.0741348227275455,0.0158221715894395,0.0329557907038302,0.08216012107096671
17,0.0,0.0,0.0,0.1008561268781206
18,0.0,0.0,0.0,0.6971611948077868
19,0.0277985239789894,0.0,0.0058249675328928,0.0
20,0.0592650427696377,0.18078343694645052,0.0098202003825664,0.11095206958815099
21,0.0509136389704941,0.0204564096360977,0.1430157476720148,0.0468729426132098
22,0.0,0.0,0.014425770595087699,0.0
23,0.0167722214894964,0.0219679641024556,0.0421052632952293,0.0063157898041321
24,0.0,0.0,0.0,0.0
25,0.4143136002439972,0.0700683503510206,0.14576741827261708,0.0136043395744286
26,0.049247472956276905,0.0041807962605923,0.0421730441420609,0.0678984717646906
27,0.0117334059892898,0.0601116356218878,0.1133831417675226,0.14798602481305262
28,0.0,0.0,0.0,0.1807963505439728
29,0.12154640220468589,0.0,0.1630749584487095,0.0
30,0.0068044356086545,0.1268395314575301,0.0042019423061159,0.15854736878621511
31,0.0,0.0,0.0,0.0
32,0.0039769852519442,0.0,0.0,0.0056109722264968
33,0.0,0.0,0.0,0.0
34,0.1403845238704887,0.0503686394719276,0.1182148020559618,0.1369874375590529
35,0.0471608655206594,0.0,0.0287440366901591,0.0490682784394315
36,0.0325835222640412,0.13488723333519298,0.0,0.1188259290037618
37,0.0109999413621751,0.0,0.0,0.0056776922973999
38,0.06859261583083359,0.0012322402023411,0.0083872283837271,0.0006797220255148
39,0.0,0.0104321908761949,0.0264373133058138,0.0
40,0.0260605508436905,0.0236344542536099,0.1235093166237384,0.19110385961919119
41,0.0,0.0,0.0,0.0
42,0.0,0.0333307454343479,0.0181299867221094,0.0802576382774067
43,0.0,0.0,0.0371373713578732,0.10248547552376659
44,0.0,0.0,0.0,0.5057036374367618
45,0.0,0.0,0.0,0.0
46,0.0,0.0,0.2272222612097842,0.0
47,0.0,0.0,0.0,0.0
48,0.049405132162031296,0.045051338645697596,0.0,0.057229131062409094
49,0.1567253878419748,0.0,0.0,0.0
50,0.0,0.0503306120926567,0.0,0.0390681578486379
51,0.2317195232332706,1.1802602062266683,0.1763615430357427,0.0
52,0.0,0.1470937431674879,0.172360619743716,0.0189364999378897
53,0.0763543704908925,0.155006055884151,0.047393937350580104,0.0154826579287095
54,0.0,0.8641349394175304,0.07691197768370639,0.0
55,0.0020408172448978,0.0,0.0,0.0405714683411423
56,0.125315440895712,0.19593489339521913,0.0,0.1760912051451368
57,0.0300659603071722,0.0063470081092569,0.0,0.0
58,0.0118665688018258,0.0345875277227427,0.024436226950609402,0.049978457612305
59,0.0,0.0,0.0191154310429501,0.1034554354805271
60,0.0,0.0374428436370165,0.13554894454661912,0.0395477819526287
61,0.0268477449448995,0.0870631137510596,0.4104197553449651,0.0
62,0.0035724691664394,0.0,0.0027987217637917,0.0
63,0.0,0.0887260964918637,0.0478600541018931,0.0078674946884291
64,0.0108457711803272,0.0079081444236937,0.0,0.0041478784913915
65,0.0,0.0,0.0507397746208009,0.0105754463713263
66,0.0,0.0,0.0,0.0
67,0.0,0.1685548472230009,0.0,0.0
68,0.0,0.0,0.0,0.0
69,0.0124471752352341,0.0212442956098035,0.0,0.0454776860462785
70,0.0,0.0,0.1271166103984834,0.040274039997123
71,0.0,0.0,1.1657773435815753,0.0
72,0.0085658661679325,0.0,0.0435917806743718,0.295767559487672
73,0.0,0.0,0.0,0.0
74,0.0031237005091291,0.0,0.0103503368222358,0.0
75,0.2312318850494881,0.0987289965673003,0.448177899810436,0.3117875693993935
76,0.0,0.0105256276908555,0.0809556481454734,0.130844024717038
77,0.0,0.0,0.0094230767003007,0.0165284620932942
78,0.0450980405566895,0.0,0.0,0.9114398646043691
79,0.0172915911321784,0.16425800287417963,0.0,0.0658183775430368
80,0.0,0.0,0.0,0.0032744505438247
81,0.0,0.0008947298521289,0.0,0.0
82,0.0426015814978657,0.0,0.0241691842900301,0.0240378301989605
83,0.0950641721385684,0.0,0.19977467558694048,0.0
84,0.0,0.23122391311515023,0.0902046999086006,0.0288426762899774
85,0.0,0.0,0.0,0.0
86,0.0048046190475662,0.0178360657724267,0.0640669725737376,0.0609848726620677
87,0.08606514635645629,0.0304011276376049,0.060252598967884805,0.1206580935673193
88,0.0090668140061694,0.0,0.1940301099425184,0.0
89,0.0,0.0088932626304948,0.0627885033900288,0.0039281953504215
90,0.0,0.30798704053692183,0.0,0.0
91,0.175974061905209,0.5617575570512001,0.0,0.1764333041495632
92,0.5267626254424795,0.137813579399649,0.0751262275997327,0.0
93,0.0859858105824109,0.0106352792417802,0.0018113539889687,0.1210149671810063
94,0.0379774408373776,0.0593503865158763,0.0,0.0002037052911561
95,0.0091681482600564,0.0048329781448981,0.0165079363044751,0.0031746029711418
96,0.0052743712887444,0.08782995499402241,0.0134381339690553,0.025788576206193403
97,0.1285252043890953,0.1328957233501697,0.0,0.0
98,0.0279033813482501,0.0256214403376798,0.0181529048158898,0.0
99,0.2606376430272044,0.298894364686498,0.5098336393555429,1.5124748061187698
100,0.0819825500728512,0.0490649064114168,0.0420707095576504,0.1283819087173132
101,0.0080923388324634,0.0,0.08090829796451539,0.016151163864491502
102,0.0,0.0,0.0,0.0
103,0.0,0.0016501647802094,0.0,0.0317821310654123
104,0.0557000993895769,0.0094880725588999,0.0271410686373787,0.0
105,0.0,0.0,0.0,0.0
106,0.0,0.29351295427074253,0.0,0.0426167472024918
107,0.0,0.0550688355656611,0.2464163382166368,0.0669925238907768
108,0.0,0.3438943898706679,0.09810569027628341,0.0
109,0.0189171555605452,0.0,0.0,0.0
110,0.1634639038806896,0.05590675589661209,0.0,0.0
111,0.0,0.0,0.0931719914022667,0.0218596238846756
112,0.0,0.0473365590071465,0.0477742168003941,0.0059980212518692
113,0.0,0.0,0.8452782662658708,0.0
114,0.1935120010725253,0.0,0.0320457442770185,0.078939007169902
115,0.019896525015598597,0.0050579561507984,0.0,0.17936715546352341
116,0.108162944286023,0.0,0.0152568669139812,0.08251811450240579
117,0.0033004752593811,0.0,0.0,0.0
118,0.1489733650595434,0.1047511297239759,0.093440122186087,0.0
119,0.0388422211058138,0.10617733271791871,0.1366831175280015,0.1454267292575651
120,0.0,0.1397179784561032,0.0,0.8836705564845674
121,0.0,0.0542971134127851,0.0,0.0566871466656639
122,0.0,0.0437303913935519,0.0005141386806265,0.0275132274493215
123,0.0255353672165032,0.0,0.0,0.2996311198801448
124,0.0,0.0,0.0,0.20330235732113539
