,Unknown,20th century,21st century,Pre-1900s
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,8.999999954999998,0.0,0.999999995,0.0
5,0.0,0.0,0.0,0.0
6,6.666666666666667,0.0,0.0,0.0
7,9.999999949999998,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,7.142857133673469,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,3.4615384548816577,0.0,0.0,0.3846153838757397
12,7.9999999599999985,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0
15,0.999999995,5.999999969999999,1.99999999,0.0
16,0.0,5.999999969999999,0.999999995,0.999999995
17,0.0,0.0,0.0,0.0
18,0.4444444409876544,0.0,0.4444444409876544,0.0
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.0,3.99999998,2.999999985,0.999999995
23,0.0,6.999999964999999,0.999999995,1.99999999
24,3.888888873765432,0.0,0.0,0.0
25,3.99999998,3.99999998,0.0,1.99999999
26,7.4615384229881645,0.0,0.4615384579881657,0.0
27,0.0,0.0,0.0,0.0
28,0.0,5.7999999702,2.999999985,0.0
29,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0
31,4.89999998505,0.0,0.0,0.0
32,2.999999985,1.99999999,0.0,0.999999995
33,3.99999998,0.999999995,0.0,0.0
34,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0
39,4.6666666547222215,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0
41,3.999999989999999,0.4999999987499999,0.0,0.0
42,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0
44,2.333333318888889,2.999999985,0.0,3.2857142666326533
45,0.0,5.666666637222223,0.0,0.999999995
46,6.999999964999999,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0
48,0.0,3.99999998,2.999999985,0.999999995
49,1.99999999,0.0,0.0,5.999999969999999
50,0.0,0.0,0.0,0.0
51,0.0,2.3999999856,0.0,1.1333333235333334
52,7.9999999599999985,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0
54,2.9999999775000004,1.4999999887500002,0.0,0.0
55,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0
57,4.499999999999999,0.4999999999999999,0.0,0.0
58,1.9999999979999992,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0
61,0.5999999998,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0
63,5.727272726900827,0.0,0.0,0.6363636363223141
64,2.999999985,0.999999995,0.0,2.999999985
