,Medium-Low,Low,Medium-High,High
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,1.99999999,7.9999999599999985,0.0,0.0
5,0.0,0.0,0.0,0.0
6,1.3333333333333333,5.333333333333333,0.0,0.0
7,0.0,9.999999949999998,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.7142857133673469,6.428571420306122,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,3.8461538387573975,0.0,0.0
12,0.0,7.9999999599999985,0.0,0.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0
15,0.999999995,7.9999999599999985,0.0,0.0
16,3.99999998,2.999999985,0.0,0.999999995
17,0.0,0.0,0.0,0.0
18,0.0,0.8888888819753088,0.0,0.0
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.999999995,6.999999964999999,0.0,0.0
23,0.0,9.999999949999998,0.0,0.0
24,0.0,3.888888873765432,0.0,0.0
25,4.999999975,3.99999998,0.0,0.999999995
26,0.0,7.4615384229881645,0.4615384579881657,0.0
27,0.0,0.0,0.0,0.0
28,0.0,8.799999955199999,0.0,0.0
29,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0
31,0.5999999981999999,3.6999999886499997,0.5999999981999999,0.0
32,1.99999999,0.0,2.999999985,0.999999995
33,1.99999999,0.0,2.999999985,0.0
34,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0
39,0.9999999974999998,0.9999999974999998,0.4999999987499999,2.1666666609722216
40,0.0,0.0,0.0,0.0
41,1.4999999962499997,0.0,2.4999999937499995,0.4999999987499999
42,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0
44,1.99999999,6.619047580521541,0.0,0.0
45,0.0,6.666666632222222,0.0,0.0
46,0.999999995,4.999999975,0.999999995,0.0
47,0.0,0.0,0.0,0.0
48,0.0,7.9999999599999985,0.0,0.0
49,0.0,7.9999999599999985,0.0,0.0
50,0.0,0.0,0.0,0.0
51,0.0,3.533333309133334,0.0,0.0
52,0.0,7.9999999599999985,0.0,0.0
53,0.0,0.0,0.0,0.0
54,0.9999999925000002,2.9999999775000004,0.4999999962500001,0.0
55,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0
57,0.9999999999999998,3.9999999999999996,0.0,0.0
58,0.0,1.9999999979999992,0.0,0.0
59,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0
61,0.0,0.5999999998,0.0,0.0
62,0.0,0.0,0.0,0.0
63,0.0,6.363636363223141,0.0,0.0
64,1.99999999,4.999999975,0.0,0.0
