,21st century,20th century,Pre-1900s,Unknown
0,0.0,0.0,0.0,0.2191094780185471
1,0.0,0.0,0.0,0.1392047913963587
2,0.0,0.0,0.0,0.46825902425051147
3,0.0,0.0,0.0,0.2959956090076643
4,0.0,0.0071008999028114,0.0,0.2584118152073893
5,0.0,0.0,0.7957862350097662,0.0
6,0.0,0.3492258962739235,0.0,0.7975764783906888
7,0.0,0.0,0.0,0.9412611239755627
8,0.0,0.0,0.0640120967222457,0.5485199705423323
9,0.0,0.0,0.0,0.44418219048572305
10,0.0,0.0,0.0,0.1376395171403976
11,0.0,0.0,0.0,0.0
12,0.0,0.0501583608213741,0.0,1.0544527449145815
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0789510177786461
15,0.5738620817757436,0.4464091828381962,0.0,0.1824973870186355
16,0.0,0.16114915221486592,0.0164250819729017,0.0076477806931932
17,0.0,0.4448717476478906,0.0,0.0320905720341856
18,0.0051833298203123,0.053474562419388395,0.0,0.042050114322654
19,0.0,0.0,0.0,0.0
20,0.0239771451756402,0.0,0.0,0.0504453984648614
21,0.0,0.0,0.0,0.0
22,1.1819270451154227,1.9476374309065412,0.0,0.0
23,0.0384447798205648,1.1094761946410259,0.13619782603630298,0.0
24,0.0,0.0,0.0,0.0
25,0.0,0.0511942959638689,0.0472082172784623,0.16700028921649301
26,0.0,0.025367840564098302,0.06753565156904,0.0866609916656895
27,0.0,0.0,0.0,0.0295845997929461
28,0.2283763138503255,1.4191381762794197,0.0295990930345361,0.1161268774076486
29,0.0,0.0,0.0361192362201357,0.36066350140819
30,0.0,0.0324757004817235,0.0134680142254871,0.0787878792410646
31,0.0,0.0,0.0,0.0266566301336496
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.1255141330835855
34,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0046354243131483
36,0.0,0.0,0.0,0.025593163375231685
37,0.0,0.0,0.0,0.6036478936371857
38,0.0,0.122566669088556,0.0396651146844109,0.038887251137658396
39,0.0,0.0,0.0,0.21139680334650787
40,0.0185947793850112,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.36963678985403153
43,0.0,0.0571428572260941,0.0,0.1485257416638015
44,0.0,0.0,0.0,0.0
45,0.0,0.0,0.6076858813201942,0.31444398962653586
46,0.0,0.0,0.0,0.24049508880217207
47,0.0,0.2877243363981892,0.0,0.1923379449915082
48,0.2906048095438346,1.8037298819772158,0.0,0.0
49,0.0,0.0,0.0,0.0630801514118048
50,0.0,0.0625597451538251,0.3100213220352004,0.0828899028498387
51,0.0,1.3653940478251094,0.7777238645691615,0.014784265729301
52,0.0,0.0,0.0188449845728154,0.7550590855945009
53,0.0,0.0717757008687375,0.0857439548184961,0.3532850752900209
54,0.0,0.0,0.0,0.0
55,0.0,0.0568853184007696,0.09324546504371439,0.2060814880921919
56,0.0,0.0,0.0,0.1371106571820144
57,0.0,0.0,0.0,0.0180078080082908
58,0.0,0.0,0.0,2.8794827597108172
59,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0
61,0.0,0.0243058059617662,0.0,0.1114508340791881
62,0.0,0.0347745399272503,0.0,0.4570805876361152
63,0.0,0.0,0.0,2.356621117355792
64,0.0,0.0330532214991266,0.0,0.005222735317219
65,0.0,0.0,0.0,0.020378340089769402
66,0.0,0.0922240361535672,0.0,0.0247402276868022
67,0.0,0.0,0.0,0.039376465359766605
68,0.0,0.0,0.0,1.5623581802281241
69,0.0867712069807073,0.0070380560473624,0.0,0.41149589098857053
70,0.0,0.0,0.0,0.0130279490295519
71,0.6698807434442444,1.6394999001319563,1.125407335352178,0.0
72,0.3746965429722955,0.0318948529175509,0.0580957262799963,0.406881794594075
73,0.0,0.0,0.0080712376336353,0.1210506059696555
74,0.0,0.0040287145559296,0.0128228636317133,0.0
75,0.0106258687925846,0.0312841320433437,0.0,0.0408833203824241
76,0.0,0.1111983483733049,0.41303420363920074,0.11781624898065299
77,0.0,0.2538759049793207,0.3447913243943848,0.2151738455997719
78,0.0,0.0,0.0,0.020601997957095
79,0.0,0.0,0.0,4.841176468379206
80,0.0,0.0052287580691187,0.0,0.2511832529521057
81,0.0,0.0,0.0,0.36463467510619946
82,0.0,0.0,0.0,0.7107237727968378
83,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0472552232338743
85,0.0,0.0,0.052887546833017406,0.06234088096737231
86,0.0,0.4756285983693895,0.0,2.9910282081438173
87,0.0,0.0,0.0,0.0612982609475628
88,0.0,0.0,0.1087377751490485,0.3909808872001146
89,0.0,0.0179752660647647,0.0,0.2130918283716922
90,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.26799521320484143
92,0.0,0.0,0.0,0.4315297506323076
93,0.0,0.0,0.0,0.0
94,0.0,0.0,0.45834539230246363,3.0718827492970946
95,0.0,0.0,0.0,0.0869256897470051
96,0.0,0.0,0.0324195196440288,0.5038485930074713
97,0.0,0.0,0.0,0.0030601958462949
98,0.0,0.0,0.0,0.6637208390081528
99,0.0,0.0,0.0,0.0
100,0.0121951218209049,0.0,0.0121951218209049,0.6660924542631239
101,0.0,0.0,0.0,0.0061076326417924
102,0.0,0.0,0.0,0.35696365033159516
103,0.0,0.4380212054522248,0.2535881243826487,0.2085336473098604
104,0.0183389000178521,0.0,0.0043909855485641,0.0577766980176364
105,0.0,0.0,0.0,0.0211143693554836
106,0.0018892887626399,0.031734601060713394,0.0,0.0169981930394775
107,0.0,0.0,0.0,0.0632037571929658
108,0.0,0.02586423776912,0.0362047902130688,0.1161003715871459
109,0.0,0.0,0.0,0.493515279504409
110,0.0,0.0,0.0,1.0552949881189355
111,0.0,0.0,0.0,0.3154307422688385
112,0.0,0.1153402150244212,0.4651918469219423,0.0385625150579117
113,0.0,0.0,0.0,0.9921341971875078
114,0.0,0.0,0.0,0.20356165582793193
115,0.0,0.0381872566755776,0.0,0.0249861810259217
