,Medium-High,Low,High,Medium-Low
0,0.0089538841261487,0.1570998965585413,0.0,0.0530556973338571
1,0.0,0.1392047913963587,0.0,0.0
2,0.0,0.46825902425051147,0.0,0.0
3,0.0,0.2959956090076643,0.0,0.0
4,0.0012206465944716,0.2571911686129177,0.0071008999028114,0.0
5,0.2759064565867241,0.5198797784230422,0.0,0.0
6,0.0,0.7975764783906888,0.0,0.3492258962739235
7,0.0,0.9412611239755627,0.0,0.0
8,0.0,0.6125320672645779,0.0,0.0
9,0.0,0.39443301168706985,0.0,0.0497491787986532
10,0.0,0.1376395171403976,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,1.1046111057359558,0.0,0.0
13,0.0,0.0,0.0,0.0
14,0.0722425576396734,0.0,0.0,0.0067084601389727
15,0.0,1.0805320972371475,0.0,0.1222365543954277
16,0.0,0.10536341708560332,0.0,0.0798585977953575
17,0.0,0.022974947410603297,0.0,0.4539873722714729
18,0.0,0.0540722759890448,0.0,0.0466357305733099
19,0.0,0.0,0.0,0.0
20,0.0020560379532759,0.0313279498762823,0.0,0.0410385558109434
21,0.0,0.0,0.0,0.0
22,0.0,2.5655813378318486,0.0,0.563983138190115
23,0.0,1.2841188004978936,0.0,0.0
24,0.0,0.0,0.0,0.0
25,0.0,0.1880647156592959,0.0,0.0773380867995283
26,0.0,0.1795644837988278,0.0,0.0
27,0.0,0.0295845997929461,0.0,0.0
28,0.0,1.7932404605719299,0.0,0.0
29,0.0,0.3967827376283258,0.0,0.0
30,0.0922558934665517,0.0,0.0324757004817235,0.0
31,0.0,0.0265162021642135,0.0,0.0001404279694361
32,0.0,0.0,0.0,0.0
33,0.0089707463002815,0.0682513581654809,0.0384205436835977,0.0098714849342254
34,0.0,0.0,0.0,0.0
35,0.0,0.0046354243131483,0.0,0.0
36,4.147971343998469e-05,0.0255516836617917,0.0,0.0
37,0.0,0.6036478936371857,0.0,0.0
38,0.0,0.1614539202262144,0.0,0.0396651146844109
