,l-r,a-d,s-,e-k
0,0.1904761886621314,0.47619047165532846,0.0952380943310657,0.2128851520473286
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0052631578475069,0.0,0.0,0.0111111110117284
4,0.0,0.0,0.0,0.319999997312
5,0.0,0.0,0.0,0.0
6,0.0,0.0,2.0173486512499235,0.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
10,0.0909090900413223,0.0,0.1818181800826446,0.0909090900413223
11,0.15547511478190051,0.1978280567529454,0.1131221728108556,0.3817194604036117
12,1.757575743094582,0.363636360661157,0.363636360661157,0.6666666611111112
13,0.46144200551340486,0.6821316606040113,0.47523510887987336,0.2181818179570248
14,0.4933333288057778,0.3333333302777778,0.3333333302777778,0.4999999954166667
15,0.0,0.0,2.7165443017665325,0.0
16,0.4381338794333652,0.5476673492917065,0.1095334698583413,0.0
17,2.1142856852607714,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0
19,0.0,0.3484848453041781,0.6566666600073889,0.8133333261395557
20,0.1639924091079358,0.0972222224344135,0.0,0.4239130425153591
21,0.5217391256710773,0.3478260837807182,0.3478260837807182,0.5217391256710773
22,0.0,0.16057971153895162,0.14666666817659252,0.0
23,0.3478260837807182,0.6956521675614364,0.0,0.5217391256710773
24,0.0,1.4708994583544697,0.8783068708098879,0.5925925875445818
25,0.0,0.0,0.0,0.0
26,0.239999997312,0.239999997312,1.546666649807539,0.239999997312
27,0.159999998528,0.6539130374743591,0.479999995584,0.0
28,0.0,0.0,0.0,0.0
29,0.479999995776,1.0357894646889307,0.719999993664,0.239999997888
30,0.0,0.0,0.0,0.0
31,0.6666666622222223,1.1666666566512347,0.0,0.6666666605555556
32,0.1818181801652892,0.3266666636668889,0.159999998528,0.9599999911680002
33,0.1904761886621314,0.3809523773242628,0.0952380943310657,0.0952380943310657
34,0.0,0.0,0.0,0.0
35,0.058947369693252,0.2753036480479924,0.0116959072328427,0.0
36,0.3185550090100058,0.3333333340476189,0.9556650270300173,1.274220036040023
37,0.2083333343055555,1.224358980366535,0.416666668611111,0.2083333343055555
38,0.6153846101775148,0.6153846101775148,0.3478260840831758,0.3076923050887574
39,0.0,1.447619050988843,0.0,0.0
40,0.0,0.0,0.0,0.0
41,0.5217391256710773,0.3999999964,0.5217391256710773,0.1739130418903591
42,0.0607287467928501,0.0202429155976167,0.0202429155976167,0.0607287467928501
43,0.7558241677160703,0.3202564018034902,0.0,0.0
44,1.8888888729835394,0.0,0.3076923050887574,0.0
45,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0
47,0.2727272677685949,0.44696968883034865,0.0,0.1818181785123966
48,0.0,0.0,0.0,0.0
49,0.1666666651388889,0.0,0.079999998528,0.0
50,0.1743589756665351,0.0,0.0,0.0
51,0.0,0.306220096391566,0.3430799252276672,0.2573099439207504
52,0.0,0.0740740750068587,0.0,0.0
53,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,1.1851997991805137
55,1.9170624611789902,0.2608695629489603,0.0,0.852941169189014
56,0.6000000047999997,0.6416666716197913,0.2000000015999999,0.6000000047999997
57,0.0,0.0,0.0,0.0
58,0.0660869566781701,0.0,0.0,0.0660869566781701
59,1.8374384069796648,0.8423645253705501,0.4137931001664685,0.8423645253705501
60,0.2886002928219683,0.3358730203819022,0.23809524276811891,0.0
61,0.0,0.8571428497959184,0.0,0.0
62,0.0,1.5199999852160002,0.239999997888,0.239999997888
63,0.6209523842258136,0.2476190484462584,0.1866666678897776,0.933333339448888
64,0.0,0.0,0.0,0.0
65,0.1410256427802431,0.0476190495464851,0.3182743237996361,0.0
66,0.99999999125,0.499999995625,0.5657894688374308,0.499999995625
67,0.1904761880272109,0.0,0.0,0.1904761880272109
68,0.0,0.1961722469388292,0.0909090900413223,0.5378787827413337
69,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0
71,0.0,2.0105820161809578,0.0,0.0
72,0.46086956082211716,0.1904761886621314,0.186147184372388,0.0952380943310657
73,0.2857142829931971,0.0952380943310657,0.0952380943310657,0.1821946152384381
74,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0
76,0.0,0.071428571512018,0.0,0.0
77,0.8181818103719007,0.0,0.0909090900413223,0.0
78,0.45146198789352787,0.0,0.0,0.0
79,0.2129629632167352,0.2129629632167352,0.8518518528669408,0.8518518528669408
80,0.0,0.2608695627221172,0.1739130418147448,0.1739130418147448
81,0.4999999908333329,0.26086956204158784,0.0,0.1702898519567842
82,0.4738461485546036,1.4281481348721428,0.3076923024852072,0.1538461512426036
83,0.0,3.8175667596764615,0.2962962932784637,0.0
84,0.4457142802349388,0.159999997888,0.5266666598171665,0.8333333215458333
85,0.2727272701239669,0.2727272701239669,0.0,0.3636363601652892
86,0.0,0.0915750910534825,0.0320512818591798,0.0
87,0.3371428588032107,0.158730159387755,0.0,0.2577777791093332
88,0.0,1.910769213943811,0.239999997888,0.0
89,2.0085469857514138,0.2222222196982167,0.0,0.0
90,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0
92,0.1538461518047337,0.479999995776,1.807912072187729,0.0
93,0.2536231817623663,0.0833333311458334,0.49999999125000016,0.1666666622916668
94,0.0833333318055555,0.1821946136659679,0.0833333318055555,0.2020201983920008
95,1.7671957521267603,0.5925925875445818,0.2962962937722909,0.2962962937722909
96,0.5714285655612245,0.4285714227040816,0.3571428512755102,0.0
97,0.0,0.3703703673525377,1.9308278722292012,1.669639523642103
98,0.5982905903232523,0.1481481461728395,0.4444444385185185,0.296296292345679
99,0.0,0.0,0.0,0.0
100,0.45454544628099147,0.0909090892561983,0.0909090892561983,0.0909090892561983
101,0.3478260837807182,0.8695652094517956,0.3478260837807182,0.1739130418903591
102,0.0,0.0,0.0,0.0
103,0.683760677702535,0.5079365035122198,0.491638791676771,0.7472527407209275
104,0.0,0.9743589874345808,0.0,0.0
105,1.4814814688614544,0.5925925875445818,0.2962962937722909,0.43115941463873136
106,0.0,0.6410256356443129,0.0,2.6276922857340907
107,0.0,0.188172042520089,0.0,0.0
108,0.0,1.5643304664189068,0.0,0.5925925875445818
109,0.4507692345793103,0.34500000280462473,0.1150000009348749,0.2300000018697498
110,0.0,0.0,2.00233098043421,0.0
111,0.0,0.0,0.4499999978624999,0.0
112,0.3818181769128099,0.5636363563756198,0.0,0.9454545332884297
113,0.0,2.5187970019256305,0.0,0.0
114,0.0,0.0,0.0,0.0
115,0.3442028938471433,0.0833333318055555,0.0,0.1739130418903591
116,0.9423076839959321,0.2307692287278107,0.6923076861834321,0.2307692287278107
117,0.0,0.0,0.0272727270780992,0.0
118,0.1666666651388889,0.159999998528,0.0,0.8133333258617779
119,0.1786492386071832,1.1976346177610255,0.1680672281093318,0.1786492386071832
120,2.5641025385443297,0.0,0.0,0.0
121,1.5999999872,1.3333333244444445,0.0,1.85555554139321
122,0.7881481408884061,0.479999995584,0.30814814530440604,0.0
123,0.0,0.0,0.0,0.0
124,0.2903225854984385,0.0580645170996877,0.2322580683987508,0.0
125,0.0,0.0,0.0830039526341608,0.0
126,0.2107692357538103,0.2207692356783103,0.2107692357538103,0.0733333349713332
127,0.0,0.0,0.090579710154248,0.0
128,0.2857142805442176,0.1904761870294784,0.26190475712585015,0.3999999952
129,0.0,0.0,0.0,0.0
130,0.40409207288753984,0.1432225070320053,0.0,1.0014614562386768
131,0.3076923050887574,0.6153846101775148,0.3076923050887574,0.6153846101775148
132,0.1500000060374997,0.2615384715306209,0.0500000020124999,0.0307692329278106
133,0.0869565217391304,0.1739130434782608,0.3478260869565216,0.0869565217391304
134,0.1739130418903591,0.3478260837807182,0.5217391256710773,0.6956521675614364
135,1.214285702585034,0.3076923050887574,0.9963369880459955,0.6886446829572381
136,0.4999999962500001,0.4999999962500001,3.6640211370194358,0.4999999962500001
137,0.0,0.0,0.0,0.0
138,0.1739130418903591,0.3478260837807182,0.3478260837807182,0.8695652094517956
139,0.2911877258114244,0.0740740706172841,0.0,1.674074057369284
140,0.0,1.2321428587292726,0.0,0.1250000008593749
141,0.3903743278402298,0.2727272701239669,0.0909090900413223,0.2085561477575852
142,0.0,0.0666666661555556,0.0,0.0
143,0.6153846182248516,0.8571428617691095,0.5494505526566836,0.5494505526566836
144,0.1739130418903591,0.2352941155709343,0.6956521675614364,0.0
145,0.0,0.3809523740589568,0.38571427874421765,0.0952380935147392
146,0.23076923408284,0.846153859408283,0.0,0.0
147,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0
149,0.719999993664,0.719999993664,0.719999993664,0.2105263131301939
150,0.1999999982,0.1739130418903591,0.5217391256710773,0.3478260837807182
151,0.0,0.0375939846331053,0.0,0.0
