,High,Medium-Low,Low,Medium-High
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0628019327545566,0.0,0.1111111120061728,0.1421670123715886
3,0.0,0.471395876517131,0.17028985344209457,0.0
4,0.0,0.35573122205564833,1.399209473397803,0.0
5,0.0,0.20347826701301153,0.0,0.0310559014821958
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.6666666603174598,0.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.0,0.782608687712665,0.5383022709456511,0.1739130418903591
14,0.0,0.1818181801652892,1.4393939262959132,0.1818181801652892
15,0.0,0.0869565194706995,1.4230769055940273,0.0
16,0.0,0.0952380943310657,0.3157894706925207,0.0
17,0.0,0.09999999905,0.9176470501162629,0.0
18,0.0,0.1739130418903591,0.8009153188088116,0.0
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,0.0,0.719999993664,1.0633154956288697,0.479999995776
22,0.0,0.0,1.4822134243790714,0.0
23,0.0,0.4615384574556214,1.8461538298224855,0.0
24,0.0,0.9018542094585379,0.0,0.0
25,0.0,0.0797101449876601,0.4130434784412411,0.0
26,0.0,0.0,1.4999999862499998,0.0
27,0.0,0.0,0.0,0.0
28,0.0,1.0385020126320181,0.67391303683483,0.0
29,0.0,0.0,0.48181817723264464,0.09999999905
30,0.0,0.0,0.0,0.0
31,0.0,0.0,1.80952379229025,0.0
32,0.0,0.0,1.8518518611796984,0.0
33,0.0,0.0200668906477555,0.0602006719432665,0.0
34,0.0,0.0,0.0,0.0
35,0.070000001431,0.0,0.0416666673263888,0.140000002862
36,0.0,0.868888877587611,0.6308161615592266,0.0
37,0.0,0.0310559017200338,0.24844721376027043,0.0310559017200338
38,0.479999995776,0.719999993664,1.19999998944,0.0
39,0.0,0.0,0.0,0.0
40,0.0,0.0,1.481481456241427,0.0
41,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0
47,0.0,0.0,1.2057516420693628,0.0
48,0.0,0.3478260837807182,1.217391293232514,0.0
49,0.0,0.0,0.0,0.0
50,0.0,0.0,1.6416857203254243,0.0
51,0.0,0.6923076861834321,1.0100334343819424,0.40468226993764056
52,0.0,0.2857142827806122,2.296296272742749,0.0
53,0.0,0.29999999235,0.6833333158458335,0.0
54,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0
56,0.0,0.3478260837807182,1.217391293232514,0.1666666651388889
57,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0
