,a-d,s-,l-r,e-k
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.079365079617032,0.0628019327545566,0.17391304476072939,0.0
3,0.0,0.1739130418147448,0.1885964894322291,0.2791761987122517
4,0.8853754860016558,0.3478260837807182,0.3478260837807182,0.1739130418903591
5,0.0621118029643916,0.0792546610842283,0.0310559014821958,0.0621118029643916
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.0952380943310657,0.0952380943310657,0.0952380943310657,0.3809523773242628
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.0,1.3209109602462181,0.1739130403024574,0.0
14,0.1666666651388889,0.3636363603305784,0.7272727206611568,0.5454545404958676
15,0.0,0.1538461518047337,0.1538461518047337,1.2023411214552593
16,0.1052631568975069,0.0,0.1052631568975069,0.2005012512285726
17,0.3999999962,0.09999999905,0.1999999981,0.3176470558162629
18,0.0,0.43478260234404525,0.1739130418903591,0.3661327164647664
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,1.3129411651160139,0.9503743199528558,0.0,0.0
22,1.1343873405983531,0.0,0.1739130418903591,0.1739130418903591
23,0.4615384574556214,0.4615384574556214,0.2307692287278107,1.1538461436390535
24,0.0,0.0869565194706995,0.374999996953125,0.4398976930347134
25,0.0797101449876601,0.2463768117144506,0.0869565217391304,0.0797101449876601
26,0.0,0.1666666651388889,0.6666666605555556,0.6666666605555556
27,0.0,0.0,0.0,0.0
28,0.4727125437945875,0.0,0.7499999934375,0.4897025122347606
29,0.2909090881413223,0.0,0.09999999905,0.19090908909132231
30,0.0,0.0,0.0,0.0
31,0.380952377505669,0.380952377505669,0.6666666597732427,0.380952377505669
32,1.111111116707819,0.0,0.3703703722359396,0.3703703722359396
33,0.040133781295511,0.0,0.040133781295511,0.0
34,0.0,0.0,0.0,0.0
35,0.0766666680418888,0.10500000214650002,0.0350000007155,0.0350000007155
36,0.3705263110181939,0.41362318183786606,0.1666666644791666,0.548888881811611
37,0.0,0.1242236068801352,0.0310559017200338,0.155279508600169
38,0.479999995776,1.439999987328,0.239999997888,0.239999997888
39,0.0,0.0,0.0,0.0
40,0.4444444368724281,0.2962962912482854,0.4444444368724281,0.2962962912482854
41,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0
47,0.2447058839420898,0.4894117678841796,0.0,0.4716339902430932
48,0.6956521675614364,0.5217391256710773,0.0,0.3478260837807182
49,0.0,0.0,0.0,0.0
50,0.8011060178795095,0.0,0.4999999954166667,0.340579707029248
