,20th century,Pre-1900s,Unknown,21st century
0,0.0,0.0,6.666666666666667,0.0
1,0.6666666655555554,0.6666666655555554,1.3333333311111109,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,6.49999996375,0.9999999925000002
4,0.0,0.0,9.999999949999998,0.0
5,5.333333304444444,0.0,2.3333333155555556,0.0
6,1.8571428568367343,0.0,0.4285714284693876,0.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
10,4.266666633580247,0.0,2.0333333190277783,0.0
11,2.333333334444444,0.0,0.6666666688888884,0.0
12,0.0,0.0,0.0,0.0
13,0.0,0.0,8.999999954999998,0.999999995
14,0.0,0.0,0.0,0.0
15,1.8000000001999998,3.8000000001999994,0.0,0.0
16,0.0,7.333333291111112,0.6666666622222223,0.0
17,0.0,3.3333333199999995,0.6666666644444443,0.0
18,0.999999995,0.0,6.7076922702887565,0.0
19,0.0,0.0,0.0,0.0
20,0.0,0.0,8.333333288888888,0.0
21,0.999999995,4.999999975,3.99999998,0.0
22,0.0,0.0,0.0,0.0
23,9.999999949999998,0.0,0.0,0.0
24,0.1666666679166666,0.0,3.333333333333333,2.1666666679166666
25,0.0,0.0,2.9999999949999996,0.0
26,0.0,0.0,0.0,0.0
27,0.0,2.999999985,1.99999999,4.499999975
28,0.999999995,0.0,5.166666637916666,1.4999999912500002
29,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0
31,7.333333293888888,1.99999999,0.0,0.0
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.0,0.0,1.9999999966666662,0.0
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
37,0.0,0.0,7.499999996874998,0.0
38,0.0,0.0,8.714285669489795,0.0
39,0.0,0.0,8.999999954999998,0.999999995
40,0.0,0.0,1.666666672222221,0.0
41,0.0,0.0,0.0,0.0
42,0.999999995,6.999999964999999,0.999999995,0.0
43,0.7333333317111111,0.0,1.7999999968666662,0.0
44,0.0,0.0,0.0,0.0
45,0.3333333283333334,0.0,2.3333333183333336,0.0
46,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0
48,0.6666666655555554,2.333333329444444,0.3333333327777777,0.0
