,e-k,l-r,s-,a-d
0,6.666666666666667,0.0,0.0,0.0
1,0.6666666655555554,0.6666666655555554,0.9999999983333332,0.3333333327777777
2,0.0,0.0,0.0,0.0
3,3.9999999775000004,1.4999999912500002,0.999999995,0.9999999925000002
4,2.999999985,0.0,0.0,6.999999964999999
5,2.3333333194444448,0.0,2.666666652222222,2.6666666483333334
6,0.4285714284693876,1.4285714283673467,0.4285714284693876,0.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
10,1.066666657777778,2.0333333190277783,3.199999975802469,0.0
11,0.9999999999999998,0.3333333344444442,1.166666667222222,0.5000000016666662
12,0.0,0.0,0.0,0.0
13,0.999999995,1.99999999,5.999999969999999,0.999999995
14,0.0,0.0,0.0,0.0
15,2.2666666670666666,1.3333333333333333,1.3333333333333333,0.6666666666666666
16,1.3333333244444445,2.3333333194444443,1.6666666572222222,2.666666652222222
17,0.3333333316666666,1.3333333277777775,0.6666666644444443,1.6666666605555553
18,0.3999999952,2.999999985,0.0,4.307692285088757
19,0.0,0.0,0.0,0.0
20,2.999999985,2.333333318888889,0.0,2.999999985
21,0.999999995,3.99999998,2.999999985,1.99999999
22,0.0,0.0,0.0,0.0
23,5.999999969999999,0.999999995,0.0,2.999999985
24,2.1666666679166666,0.6666666666666666,0.6666666666666666,2.1666666679166666
25,1.3333333311111109,0.6666666655555554,0.6666666655555554,0.3333333327777777
26,0.0,0.0,0.0,0.0
27,1.99999999,4.499999975,2.999999985,0.0
28,1.99999999,2.6666666516666666,1.4999999912500002,1.4999999912500002
29,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0
31,0.0,5.333333303888889,1.99999999,1.99999999
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,1.3333333311111109,0.0,0.0,0.6666666655555554
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
37,2.2499999990625,2.99999999875,1.499999999375,0.7499999996875
38,0.0,2.714285699489796,2.999999985,2.999999985
39,1.99999999,1.99999999,1.99999999,3.99999998
40,0.3333333344444442,0.3333333344444442,0.6666666688888884,0.3333333344444442
41,0.0,0.0,0.0,0.0
42,2.999999985,0.0,1.99999999,3.99999998
43,0.7999999985333333,0.7999999985333333,0.1333333329777778,0.7999999985333333
44,0.0,0.0,0.0,0.0
45,1.3333333233333335,0.999999995,0.3333333283333334,0.0
46,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0
48,1.9999999966666662,0.3333333327777777,0.6666666655555554,0.3333333327777777
49,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
51,0.0,2.999999985,3.8571428372448984,2.999999985
52,0.1999999999999998,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0
54,2.999999985,0.0,0.0,3.99999998
55,0.0,0.0,0.0,0.0
56,0.1999999997999999,0.3999999995999998,0.0,0.1999999997999999
57,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.999999995
59,0.0,0.0,0.0,0.0
60,0.0,4.999999975,0.999999995,3.99999998
61,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,9.999999949999998
63,4.999999975,2.7999999852000004,0.0,0.999999995
64,3.7999999802000004,2.7999999852000004,0.7999999952000001,1.99999999
65,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,7.142857141836734
67,0.0,4.999999999999999,0.0,0.0
68,0.0,0.0,0.0,0.0
69,0.0,1.49999999,1.99999999,2.079999988528
70,0.0,5.609323959865826,0.0,0.0
71,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0
73,0.4999999987499999,0.4999999987499999,0.29999999895,1.7999999951999996
74,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0
76,0.0,8.12820508341223,0.0,0.9230769181065088
77,2.999999985,1.99999999,1.99999999,0.999999995
78,0.0,0.0,0.0,0.0
79,1.999999986666667,0.6666666622222223,2.666666652222222,2.3333333194444443
80,0.3333333327777777,0.3333333327777777,0.3333333327777777,0.3333333327777777
81,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0
83,0.999999995,2.999999985,1.99999999,2.7999999804
84,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.4999999950000001
86,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0
88,0.0,4.499999997187499,0.0,0.0
89,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,1.4285714267346938
91,0.0,0.0,0.0,0.0
92,0.333333333333333,0.666666666666666,0.49999999999999944,0.0897435897731753
