,e-k,s-,a-d,l-r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.1421670123715886,0.1256038655091132,0.3008971716056526,0.0628019327545566
3,0.26482213185606707,0.1052631568975069,0.23026315572563189,0.1052631568975069
4,0.5296442639460075,0.0,1.2411067080573042,0.0
5,0.0310559014821958,0.0171428581198367,0.0,0.0
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.0952380943310657,0.2490842467571012,0.1904761886621314,0.2285714264199546
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.1666666651388889,0.8788819795628009,0.1666666651388889,0.3478260837807182
14,0.3636363603305784,0.0,0.7272727206611568,0.7272727206611568
15,0.7115384523673262,0.40384614875785874,0.1538461518047337,0.40384614875785874
16,0.1052631568975069,0.09999999905,0.1052631568975069,0.1052631568975069
17,0.2176470567662629,0.1999999981,0.29999999715,0.2952380924310657
18,0.1111111091358025,0.0,0.8695652094517956,0.5217391256710773
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,0.239999997888,0.7527272661479008,0.5929411714520139,1.1056684397119148
22,0.3478260837807182,0.3478260837807182,0.1739130418903591,0.5296442622931148
23,1.3846153723668642,0.0,0.7015384553436214,0.2307692287278107
24,0.4398976930347134,0.3529411735640139,0.43939393485106737,0.374999996953125
25,0.2391304349629803,0.0797101449876601,0.0797101449876601,0.1337792645496134
26,0.1666666651388889,0.3333333302777778,0.1666666651388889,0.3333333302777778
27,0.0,0.0,0.0,0.0
28,0.3339130390978299,0.2539130390978299,0.1666666644791666,0.8157894666499308
29,0.2909090881413223,0.1818181800826446,0.19090908909132231,0.09999999905
30,0.0,0.0,0.0,0.0
31,0.0,0.1904761887528345,0.380952377505669,1.0523809419641725
32,0.5555555583539094,0.0,0.3703703722359396,0.9259259305898491
33,0.0,0.0,0.080267562591022,0.0200668906477555
34,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0416666673263888,0.0350000007155
36,0.32666666236716657,0.388888883923611,0.38222221733244444,0.7105263065676937
37,0.0931677051601014,0.0621118034400676,0.0310559017200338,0.1242236068801352
38,0.0,0.719999993664,0.719999993664,0.7957894668009307
39,0.0,0.0,0.0,0.0
40,0.2962962912482854,0.5925925824965708,0.2962962912482854,0.2962962912482854
41,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0
47,0.3492810482720483,0.3670588259131347,0.2447058839420898,0.25470588386658977
48,1.0434782513421548,0.3478260837807182,0.2857142832653061,0.1739130418903591
49,0.0,0.0,0.0,0.0
