,Unknown,Pre-1900s,20th century,21st century
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.2677708778807018,0.0,0.158730159234064,0.20496894512614522
3,0.7056116013767127,0.0,0.0,0.0
4,1.7707509720033117,0.0,0.0,0.0
5,0.0,0.0,0.0481987596020325,0.0
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.6681318618391872,0.0952380943310657,0.0,0.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,1.393374728482408,0.0,0.0,0.1666666651388889
14,1.2727272611570244,0.0,0.5454545404958676,0.0
15,0.0,1.2692307529299187,0.40384614875785874,0.0
16,0.09999999905,0.3157894706925207,0.0,0.0
17,0.19523809338106568,0.8176470510662629,0.0,0.0
18,1.3285024023683165,0.0,0.1739130418903591,0.0
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,0.9927272640359007,1.3456684375999146,0.3529411735640139,0.0
22,1.2252964298545514,0.0,0.1739130418903591,0.0
23,0.0,0.0,2.316923056438296,0.0
24,1.1673351053682062,0.0,0.0869565194706995,0.3529411735640139
25,0.45261984450025383,0.0,0.0,0.0797101449876601
26,0.6666666605555556,0.1666666651388889,0.0,0.1666666651388889
27,0.0,0.0,0.0,0.0
28,1.2363691702269273,0.0,0.1739130412098299,0.159999997888
29,0.7636363563652893,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0
31,0.0,0.380952377505669,1.242857130717007,0.0
32,0.9259259305898491,0.0,0.5555555583539094,0.3703703722359396
33,0.0200668906477555,0.040133781295511,0.040133781295511,0.0
34,0.0,0.0,0.0,0.0
35,0.0766666680418888,0.0,0.0,0.0
36,1.8083040701909154,0.0,0.0,0.0
37,0.310559017200338,0.0,0.0,0.0
38,2.235789454128931,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0
40,1.481481456241427,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0
47,0.25470588386658977,0.0,0.9610457581272729,0.0
48,0.1739130418903591,1.217391293232514,0.45962732515566523,0.0
49,0.0,0.0,0.0,0.0
50,1.6855453690923523,0.0,0.0,0.0
51,2.029297640192505,0.0,0.0,0.0
52,2.8677248383039737,0.0,0.0,0.0
53,0.48333332094583337,0.0,0.2833333260458334,0.0833333311458334
54,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0
56,1.391304335122873,0.3478260837807182,0.0,0.0
57,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0
