,Medium-Low,Low,Medium-High,High
0,1.1999999963999999,4.1999999874,0.5999999981999999,0.0
1,0.6666666622222223,4.666666635555556,1.3333333244444445,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.1176470539792389,0.3636363590082644,2.0259739974616293
6,0.2857142854081632,0.0952380951360544,0.5714285708163264,0.0
7,2.1999999919333333,4.399999983866667,0.0,0.0
8,0.8823529397750864,2.872082159458703,0.0,0.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.999999995,3.99999998,3.99999998,0.999999995
14,0.0,4.166666644097222,0.0,0.0
15,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
17,0.0,0.2499999996875,0.0,0.0
18,0.0,7.599999956400001,0.0,0.0
19,0.2857142840816328,2.5714285567346957,0.0,0.0
20,0.0,0.3999999995999998,0.0,0.0
21,2.999999985,5.999999969999999,0.999999995,0.0
22,1.99999999,3.0380952197691613,1.99999999,0.0
23,0.0,0.0,0.0,0.0
24,0.2222222220987652,0.4444444441975304,0.3333333331481478,0.1111111110493826
25,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0
27,0.0,0.636363634338843,0.0,0.0
28,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0
30,3.9999999760000007,3.1999999808000004,0.7999999952000001,0.0
31,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.0,0.0,0.8363636367475205,3.272727268595041
35,0.0666666661333333,3.4126984074177376,0.0,0.0
36,0.0,0.0,0.0,0.0
37,1.8888888889506172,2.388888888950617,0.0,0.0
38,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0
41,1.9999999999999996,1.4999999999999996,0.9999999999999998,0.4999999999999999
42,2.2499999990625,2.99999999875,0.7499999996875,0.0
43,0.0,0.2857142855102038,0.2857142855102038,0.0
44,5.666666637222223,0.0,3.6666666472222222,0.0
45,0.033333333472222,0.0,0.033333333472222,0.0
46,2.499999985,5.3499999652,0.0,0.0
47,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0
49,0.999999995,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
51,1.199999995767901,0.1333333323061728,0.0,0.0
52,0.181818180958678,0.0727272723834712,0.11717171668964399,0.0363636361917356
53,0.7499999990625,1.7499999978125,0.0,0.0
54,0.0,7.1999999508000005,0.0,0.0
55,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0
57,1.99999999,5.999999969999999,0.0,0.0
58,0.1212121207346189,0.0,0.0545454543123966,0.0
59,0.44444444,8.444444399999998,0.0,0.0
60,0.41666666654320983,0.7499999996296294,0.1666666665432098,0.0
61,0.0,0.0,0.0,0.0
62,1.666666651666667,0.0,1.1904761805782313,0.0
63,1.9999999999999996,1.9999999999999996,0.4999999999999999,0.4999999999999999
64,0.999999995,1.99999999,3.99999998,0.999999995
65,0.0,0.0,0.0,0.0
66,2.999999985,6.999999964999999,0.0,0.0
67,0.0,0.3999999995999998,0.0,0.0
68,2.666666648888889,3.9999999733333333,0.0,0.0
69,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0
71,0.0,9.999999949999998,0.0,0.0
72,0.0,0.0,0.0,0.0
73,0.999999995,4.999999975,0.999999995,0.999999995
74,0.2142857136543369,0.4285714273086738,0.0714285712181123,0.0
75,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0
77,1.4999999962499997,0.4999999987499999,1.9999999949999996,0.9999999974999998
78,0.0,0.0,1.8571428471428573,7.438095198139682
79,0.0,0.5714285705102041,0.0,0.0
80,0.3809523789569161,1.1428571368707483,0.3809523789569161,0.0
81,1.199999995,2.6857142778326533,0.1999999984,0.0
82,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0
85,0.0,8.499999956249999,0.0,0.0
86,0.0,0.0,0.0,0.0
87,0.1428571427551019,0.1428571427551019,0.1428571427551019,0.0
88,0.0,0.7142857137755094,0.0,0.0
89,1.7142857044897961,4.9523809229528855,0.0,0.0
90,1.9999999949999996,1.9999999949999996,0.4999999987499999,0.0
91,0.0,9.999999949999998,0.0,0.0
92,0.0952380951360544,0.0,0.0952380951360544,0.0952380951360544
