,l-r,a-d,s-,e-k
0,1.1999999963999999,2.9999999909999997,0.5999999981999999,1.1999999963999999
1,1.3333333244444445,0.0,1.999999986666667,3.333333311111111
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,2.389610356469894,0.0,0.1176470539792389,0.0
6,0.0,0.0,0.952380951360544,0.0
7,0.7333333306444444,4.399999983866667,0.7333333306444444,0.7333333306444444
8,0.7712418287257038,0.168067225591413,2.6470588193252595,0.168067225591413
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,2.999999985,2.999999985,2.999999985,0.999999995
14,1.2499999932291668,0.8333333288194444,0.8333333288194444,1.2499999932291668
15,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
17,0.2499999996875,0.0,0.0,0.0
18,6.599999961400002,0.999999995,0.0,0.0
19,0.0,0.5714285681632656,1.1428571363265312,1.1428571363265312
20,0.0,0.0,0.1999999997999999,0.1999999997999999
21,2.999999985,1.99999999,1.99999999,2.999999985
22,0.6666666622222223,2.571428557346939,3.7999999802000004,0.0
23,0.0,0.0,0.0,0.0
24,0.0,0.5555555552469129,0.3333333331481478,0.2222222220987652
25,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0
27,0.0,0.0,0.636363634338843,0.0
28,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0
30,1.5999999904000002,0.7999999952000001,0.7999999952000001,4.799999971200001
31,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.8363636367475205,0.8181818171487603,1.6363636342975205,0.8181818171487603
35,0.6222222211950619,2.8571428523560094,0.0,0.0
36,0.0,0.0,0.0,0.0
37,0.4999999999999999,2.8888888889506172,0.8888888889506172,0.0
38,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0
41,1.4999999999999996,1.4999999999999996,1.4999999999999996,0.4999999999999999
42,2.2499999990625,0.7499999996875,0.7499999996875,2.2499999990625
43,0.5714285710204076,0.0,0.0,0.0
44,5.333333304444444,0.0,3.99999998,0.0
45,0.0,0.0,0.066666666944444,0.0
46,0.0,7.849999950199999,0.0,0.0
47,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0
49,0.999999995,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
51,0.0,0.4666666655777778,0.4666666655777778,0.3999999969185184
52,0.10909090857520679,0.1535353528813796,0.0,0.1454545447669424
53,0.2499999996875,0.499999999375,0.2499999996875,1.499999998125
54,0.0,0.0,0.0,7.1999999508000005
55,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0
57,5.999999969999999,0.0,0.999999995,0.999999995
58,0.0,0.0545454543123966,0.0,0.1212121207346189
59,4.44444442,1.444444435,0.999999995,1.99999999
60,0.4999999998148147,0.4999999998148147,0.3333333330864196,0.0
61,0.0,0.0,0.0,0.0
62,0.0,2.1904761755782314,0.3333333283333334,0.3333333283333334
63,1.4999999999999996,0.4999999999999999,0.4999999999999999,2.4999999999999996
64,6.999999964999999,0.0,0.0,0.999999995
65,0.0,0.0,0.0,0.0
66,3.99999998,1.99999999,1.99999999,1.99999999
67,0.0,0.0,0.0,0.3999999995999998
68,0.0,1.3333333244444445,1.3333333244444445,3.9999999733333333
69,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0
71,0.0,9.999999949999998,0.0,0.0
72,0.0,0.0,0.0,0.0
73,2.999999985,1.99999999,0.999999995,1.99999999
74,0.1428571424362246,0.3571428560905615,0.0714285712181123,0.1428571424362246
75,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0
77,4.499999988749999,0.0,0.4999999987499999,0.0
78,9.29523804528254,0.0,0.0,0.0
79,0.0,0.0,0.5714285705102041,0.0
80,0.0,1.1428571368707483,0.3809523789569161,0.3809523789569161
81,2.085714278032653,0.9999999965999999,0.0,0.9999999965999999
