,a-d,l-r,e-k,s-
0,0.0,0.0011669251949797,0.0,0.0
1,0.0683108696824791,0.020109778743645803,0.027439472662786,0.0
2,0.0,0.1426685264595486,0.12264126560573921,0.023459575886764
3,0.08489530614072441,0.1053667418429523,0.0840780594873314,0.0507398061923613
4,1.1024821611194111e-09,0.0,0.0,0.024567115578604
5,0.0,0.0012944350376756,0.0118275855630429,0.0012944350376756
6,0.0048345970536866,0.0,0.0631439164954316,0.0508361197503863
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.1153007125823936,0.1128170360420701,0.028581806191570698,0.1884139496537594
10,0.0,0.178910026691663,0.15448579092382309,0.0877051500117208
11,0.0,0.0166501666921633,0.0,0.0
12,0.0,0.0,0.1331125473920367,0.0
13,0.0244093041587946,0.0,0.0525586395280591,0.10517149537159651
14,0.0295275597937523,0.0684164485683556,0.0520980711366873,0.029656812000994598
15,0.0,0.0389545481791977,0.0,0.0
16,0.0,0.056387331632264295,0.0023598065007126,0.0244776650211598
17,0.0087702892757365,0.0,0.0798162745179639,0.0
18,0.0,0.0,0.0204081626653061,0.09109506250196289
19,0.0,0.0,0.13375901014926642,0.0120458222993494
20,0.0372215786588321,0.0057491923544198,0.0,0.0165709602059709
21,0.0,0.0,0.0,0.0
22,0.1014054496326805,0.0,0.0,0.0
23,0.0446638812462671,0.0487660706362907,0.0,0.0482771331892102
24,0.0021421776915908,0.0552624565002154,0.0085834010046916,0.0052274248594538
25,0.0,0.0,0.0,0.0354000446481672
26,0.0250783699574853,0.0,0.2482553954101723,0.21586846084342481
27,0.34933953988943367,0.0648625014746099,0.1651114359028221,0.4753126243262103
28,0.1752161480322193,0.06336698914274891,0.0163652023880522,0.0
29,0.0,0.0101067679836493,0.0,0.0
30,0.1309712451099016,0.0,0.49899655176069624,0.4861877470417658
31,0.0,0.0,0.0,0.0
32,0.7114535978919446,0.2033181503005431,0.3898495284500807,0.0
33,0.0161217785723989,0.0,0.0355965730219889,0.000518940686367
34,0.2550856766364195,0.36064885887853737,0.1213288378360237,0.0
35,0.0,0.0249164720378475,0.0,0.0200020321518385
36,0.08299274122255029,0.0784921592788487,0.0,0.040737744078222
37,0.021240330360699,0.027065712339731,0.0245084074803083,0.0265352847469667
38,0.0023148150761393,0.0512365401081925,0.06027246920329041,0.1333360937109726
39,0.133509583688054,0.0048518896999462,0.0048518896999462,0.0
40,0.3961540997821612,0.2983177841309269,0.0,0.0485795442807479
41,0.0,0.0,0.0520634924542323,0.0
42,0.0,0.0199813274987281,0.0,0.0
43,0.0,0.20399961032688468,0.1098713567157481,0.0
44,0.4785123013144352,0.029900332099787,0.0,0.0
45,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0374391544158423
47,0.0,0.0,0.2030876480743531,0.39736123798697487
48,0.0452577733932182,0.0,0.1931935147861293,0.0318805498714546
49,0.001182761901027,0.5227271936110175,0.015143011241155201,0.0
50,0.0,0.0,0.014295096846267001,0.0100138441286284
51,0.0,0.045155521128601696,0.0184230196107892,0.0310581305399178
52,0.23093940370506003,0.12303221069681279,0.0560615914779366,0.0148126771664712
53,0.0,0.0,0.0137987454339427,0.0
54,0.5479492403512963,0.1732884415244842,0.1772410103343702,0.2034832465658086
55,0.0,0.058378423575618656,0.0507257542766702,0.0
56,0.0,0.2115915544870039,0.0268566282667133,0.0
57,0.0177179302030331,0.0713534176154077,0.0,0.0
58,0.0032441203534033,0.0848193667403547,0.11856206313444771,0.088714206149875
59,0.0,0.0135206915183583,0.0,0.0
60,0.1648229455025489,0.1089279541363516,0.0,0.0
61,0.0,0.0,0.0,0.0434794555273502
62,1.4048255228129436,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0
64,0.0,0.0771456135316155,0.0172549021696147,1.019445938287286
65,0.0,0.0,0.0,0.0
66,3.784713248696073,0.0,0.0,0.0
67,0.0207850722164362,0.3864593176872614,0.0,0.0
68,0.018391286105839,0.0082004609384777,0.0,0.1550984507395806
69,0.10175095025109071,0.1198459350427461,0.0049918670099287,0.1316856933752527
70,0.0,0.3516671763420263,0.0,0.0
71,1.2420320845420887,2.4743764995464193,1.271443849247971,1.2462337652184392
72,1.3825227040994998,2.6827925817783154,2.119684234395349,0.7041847032154154
73,0.33665756001720315,0.2675956442265276,0.11976512321990379,0.060004817045318
74,0.2432581176747132,0.7297743530241396,0.6658879285839902,0.7297743530241396
75,0.0,0.0,0.0192235189403692,0.0
76,0.0865695722510704,0.0100882736352844,0.0,0.0005940014401824
77,0.0441441448262112,0.061073892675927804,0.037288133578713,0.0
78,0.0,0.0,0.0,0.0
79,0.6037228359607442,0.10585300271935641,0.0,1.0004974281779202
80,0.7553070491456016,0.6178015044524011,0.0,0.5929291536367611
81,0.0575268818456251,0.1227703981655508,0.0023814676631043,0.0
82,0.0384615392564514,0.0,0.002987304809062,0.1111598058625195
83,0.6625922019921432,0.9011871057331099,0.4332191773431132,1.9226235005958567
84,0.0574853229463564,0.0626223093781674,0.013769363043401,0.0035714285312451
85,0.0,0.0,0.4442405588437092,0.0761443660065268
86,0.052987777430556694,0.0074125238165584,0.0,0.0
87,0.0,0.0446886447141487,0.0005291010805744,0.0803682806636858
88,0.056119103849367,0.2089122937027224,0.0,0.0
89,0.0051282051759717,0.0278232404639351,0.0602006688516703,0.0
90,0.7747672818062048,0.0,0.0601421542521329,0.0
91,0.0168036529834932,0.29101160880376775,0.3822222223023893,0.0
92,0.1379087496889113,0.0,0.0,0.0
93,0.0,0.1047797981049593,0.0,0.058247791823068
94,0.0,0.0,0.0,0.0
95,0.013634352044396,0.0348853863159003,0.0,0.0
96,0.0228342203030983,0.07296452190455699,0.1359839396439304,0.0433509270593419
97,0.0769230769230768,0.0344044141166712,0.1285296980980836,0.111327491039748
98,0.0,0.0,0.8782861211111354,0.0525939286605567
99,0.0,0.0,0.0,0.0165289256198346
100,0.0,0.11327189580153199,0.0,0.0566993987917571
101,0.0,0.031164498782157,0.0,0.0291990444701078
102,0.0,0.0,0.0,1.3091286665519175
103,0.0,0.15656988561255458,0.0,0.0053499163209111
104,0.6817950597436931,0.0022222219907654,0.0,0.0
105,0.0046805047155786,0.0028915958840337,0.0299282630483742,0.0512392092071956
106,0.1988266777448708,0.0,0.0,0.17247326837122773
107,0.08060755575162469,0.08094030375521401,0.029832939590556398,0.0
108,0.0,0.1184442584969662,0.2931709417463109,0.1512535545215889
109,0.0,0.0058716868001423,0.0448613321134687,0.0
110,0.0,0.0,0.0,0.0
111,0.0041494453722602,0.0069062471218075,0.0113154175705761,0.0
112,0.0,1.4372566807324303,0.0,0.0
113,0.0360896022410382,0.0,0.0,0.0
114,0.9522111175024318,0.6089496423116723,0.5062861012721173,0.6042029476902078
115,0.0499033134148802,0.0461398746105018,0.0,0.057798656613233995
116,0.052672474203501,0.0043754476221857,0.0,0.0147779361715051
117,0.0,0.1123243141150429,0.1308869590510272,0.0
118,0.0,0.1405591620834907,0.041968301423335505,0.1052531507208762
119,0.0142249240570782,0.0584357539276247,0.0735098307280917,0.0071861353529747
120,0.0336597312308235,0.1493952400000888,0.0751341685313204,0.0
121,0.0670618417792719,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0
123,0.0138015373937099,0.0,0.063918757834038,0.0
124,0.3393156175926502,0.1307894554672564,0.37386055936837964,0.1646832727416958
125,0.3396135265402331,1.03271185181045,0.0,1.2190326029855316
126,1.3708929057913857,0.9423320365188503,2.24308784952416,0.0
127,0.08420947272811491,0.0,0.0790047462403992,0.14351228909074829
128,0.0041504715978287,0.0430404466285705,0.1049417699950705,0.0010236399058815
129,0.3935897439423881,0.9523809525859059,0.7658119658208504,0.1018418206709426
130,0.0075268825945195,1.1256016243850093,1.1530857681399889,0.0
131,0.020665096024640502,0.0092460882575362,0.020665096024640502,0.0
132,0.0095235136276393,0.031537439150021496,0.0209292963257755,0.0
133,0.0,0.0590974513813121,0.34740101220332587,0.0
