,20th century,21st century,Pre-1900s,Unknown
0,0.6666666666666666,0.0,0.6666666666666666,4.666666666666666
1,0.0,0.3333333327777777,0.0,2.333333329444444
2,0.0,0.0,0.0,0.0
3,0.999999995,1.4999999912500002,0.0,5.9999999675
4,0.0,0.0,0.0,9.999999949999998
5,7.666666627222222,0.0,0.0,1.3333333244444445
6,2.1428571425510197,0.0,0.0,0.4285714284693876
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
10,0.533333328888889,0.0,0.0,5.899999956373459
11,3.500000001666666,0.0,0.0,0.1666666672222221
12,0.0,0.0,0.0,0.0
13,0.0,0.999999995,0.0,8.999999954999998
14,0.0,0.0,0.0,0.0
15,1.1333333335333333,0.0,4.533333334133333,0.0
16,0.0,0.0,8.33333328611111,0.0
17,0.0,0.0,3.999999984444444,0.6666666644444443
18,0.999999995,0.0,0.3333333305555556,5.641025608977646
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,7.9999999599999985
21,0.0,0.0,7.9999999599999985,1.99999999
22,0.0,0.0,0.0,0.0
23,7.9999999599999985,0.0,1.99999999,0.0
24,0.0,5.333333333333333,0.0,0.8333333345833333
25,0.0,0.0,0.0,3.3333333277777775
26,0.0,0.0,0.0,0.0
27,0.0,6.499999965000001,0.0,2.999999985
28,0.0,6.999999964999999,0.0,1.166666657916667
29,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0
31,2.999999985,0.0,2.999999985,3.99999998
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.6666666655555554
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
37,0.0,0.0,1.499999999375,5.999999997499999
38,0.0,0.0,0.0,9.714285664489795
39,0.0,0.0,0.0,9.999999949999998
40,0.0,0.0,0.0,1.3333333377777767
41,0.0,0.0,0.0,0.0
42,0.999999995,0.0,7.399999960199999,0.999999995
43,0.7333333317111111,0.0,0.0,1.7999999968666662
44,0.0,0.0,0.0,0.0
45,0.3333333283333334,0.0,0.0,1.99999999
46,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0
48,1.3333333311111109,0.0,1.9999999966666662,0.0
49,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,9.714285664489795
52,0.0,0.0,0.0,0.1999999999999998
53,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,7.9999999599999985
55,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.1999999997999999
57,0.3956043942567324,0.0,0.0,0.1384615378118343
58,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0
60,0.999999995,0.0,0.0,8.999999954999998
61,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,9.999999949999998
63,1.99999999,0.0,7.799999960199999,0.0
64,0.0,0.0,0.0,9.599999950399999
65,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,7.142857141836734
67,0.0,0.0,0.0,4.999999999999999
68,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,4.579999973528
70,0.0,0.0,0.0,6.2647352199377995
71,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0
73,0.4999999987499999,0.0,0.0,3.0999999916499994
74,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.2857142855102038
76,0.0,0.0,0.0,5.846153811301775
77,0.999999995,0.0,0.999999995,6.999999964999999
78,0.0,0.0,0.0,0.0
79,0.6666666622222223,3.99999998,0.0,2.666666648888889
80,0.0,1.3333333311111109,0.0,0.0
81,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,9.999999949999998
84,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0
