,a-d,s-,l-r,e-k
0,0.0,0.0,0.0,0.0143836338741093
1,0.06202231848213619,0.1112935517644191,0.0,0.052338440444995
2,0.0007285003577017,0.0,0.31767073149655667,0.0
3,0.1485382611986748,0.09615438310606109,0.11907271506668352,0.0011859897342675
4,0.1206281182675221,0.0,0.0,0.0
5,0.007371007309429,0.11572472739860029,0.0819125230238764,0.0593165698297699
6,0.0064796232446721,0.0,0.0244440666209933,0.0
7,0.0320491308444256,0.0025471980591936,0.4653277664329717,0.1905873084838315
8,0.036043956028988,0.0230247172381014,0.0027364185036666,0.0334179608774965
9,0.0327548384274354,0.0421157353853912,0.0377914110420743,0.0
10,0.0,0.24435237623975037,0.1588318314306015,0.0801745238851165
11,0.0,0.0301917785545299,0.0,0.0
12,0.0775510202908036,0.0,0.0380952379089726,0.28100314440348534
13,0.0271253611225316,0.115864425702563,0.0627857690004062,0.0
14,0.0160183065085968,0.0,0.28636299748276156,0.0
15,0.0107288196248827,0.0,0.0,0.0413547234297376
16,0.1306291481525937,0.0,0.1362736028994749,0.0
17,0.0,0.0,0.0,0.0008691872081061
18,0.0,0.0289552238077028,0.0765757531230245,0.14875787460559992
19,0.0441176470101831,0.0,0.0,0.0753660636908222
20,0.0622565055259941,0.0,0.0577238938649111,0.0
21,0.0,0.0,0.0146464163622729,0.0
22,0.08577294219879972,0.0,0.0,0.0177373926144165
23,0.08679809731807239,0.0,0.0395827125846017,0.0770111283619951
24,0.5807391788636804,0.2712170458183629,0.48620855872180346,0.8688343033165459
25,0.0276428354442219,0.38920663125229304,0.0,0.4841069823432259
26,0.1394186241603165,0.0614657211503288,0.0,0.006151480346293
27,0.0,0.0348995573901484,0.3191818656895562,0.047118477951657106
28,0.3569967789423349,0.1168419652021907,0.1084519155363989,0.2613733697206917
29,0.1113174295741373,0.0,0.0646315067689015,0.10421261213883179
30,0.0,0.0,0.0541794434464404,0.0
31,0.0,0.0,0.0525711474694379,0.0
32,0.1728210160350635,0.006649678483705,0.126903190207062,0.0
33,0.23507363665563807,0.0618541851278149,0.0,0.1948377113963068
34,0.103661691229708,0.0,0.0,0.961266862465271
35,0.0,0.09430894210249369,0.0302840993998418,0.0
36,0.22668794029236639,0.0696647304862334,0.108343900502405,0.0760885501042904
37,0.0,0.0,0.0213579932519089,0.0202137827347969
38,0.1238753072818764,0.22035389394866972,0.0320804441429294,0.0
39,0.6711774240289686,0.44330769983809826,0.0,0.29248088904176267
40,0.0,0.0314049585922052,0.0805365999788319,0.0
