,Medium-High,Low,High,Medium-Low
0,0.0,0.0,0.0,0.1490909093342809
1,0.0,0.6243892273711936,0.0,0.1739130418903591
2,0.0,0.4182769730823201,0.0,0.0
3,0.0,0.366410705797646,0.0,0.0
4,0.0,0.19090908909132231,0.0,0.1333333320888889
5,0.0,0.1821416625628565,0.0,0.0566969281579864
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.0,2.0592276964648852,0.0,0.0
9,0.0,0.046052631997706,0.0,0.0
10,0.0,0.0328874032940408,0.0,0.0
11,0.0,0.14078674990351,0.0,0.0
12,0.0,0.6430641760605552,0.0,0.0869565209073724
13,0.0,0.0,0.0,0.0
14,0.4137931001664685,0.0,1.6275861939329368,2.0551723974658738
15,0.0,0.0,0.0,0.0
16,0.1111111091358025,0.3333333274074075,0.0,0.3478260837807182
17,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.159999998528
19,0.0,0.0,0.0,0.0
20,0.0,0.5524296622531248,0.0,0.0869565209073724
21,0.2947368399024931,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.0,1.2030075023249853,0.0,0.0
24,0.29999999715,0.29999999715,0.0,0.19523809338106568
25,0.0,0.2222222202469136,0.0,0.6499999935885
26,0.0,0.9145299064303457,0.0,0.6593406534727084
27,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0
29,0.268774700990017,0.0869565209073724,0.0,0.17786561094869469
30,0.0,0.0,0.0,0.0
31,0.0909090900413223,0.0909090900413223,0.0,0.0909090900413223
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.0,0.7619047546485255,0.0,0.1904761886621314
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
37,0.0909090900413223,0.2727272701239669,0.0,0.2727272701239669
38,0.0,0.0,0.0,0.0
39,0.0869565201512287,0.159999998528,0.0869565201512287,0.479999995584
40,0.0,0.0072463780014702,0.0,0.0
41,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
43,0.0952380943310657,0.0952380943310657,0.0,0.2857142829931971
44,0.0,0.0848484841902663,0.0,0.0
45,0.0,0.3230676297972258,0.0,0.0
46,0.0,0.0,0.0,0.0
47,0.0952380943310657,0.0952380943310657,0.0,0.1904761886621314
48,0.0,0.2561403505333948,0.0,0.0947368421889196
49,0.0,0.3999999962,0.0,0.1922196778048793
50,0.0,0.0,0.0,0.0
51,0.0,0.8528138308666445,0.0,0.0
52,0.0,0.4688995170627961,0.0909090900413223,0.0909090900413223
53,0.0,0.0,0.0,0.0
54,0.0,0.2608695584120985,0.0,0.3452380862266159
55,0.0,0.499999995625,0.0,0.0
56,0.0,0.0083333332607638,0.0,0.0
57,0.0,0.144796382080629,0.0,0.289592764161258
58,0.0,3.371941355992341,0.0,0.0
59,0.0760869566026701,0.0,0.0,0.0760869566026701
60,0.0952380935147392,0.1821946136659679,0.0,0.1052631560110803
61,0.0,0.0,0.0,0.0
