,Unknown,Pre-1900s,21st century,20th century
0,0.0,0.1490909093342809,0.0,0.0
1,0.7983022692615527,0.0,0.0,0.0
2,0.4182769730823201,0.0,0.0,0.0
3,0.366410705797646,0.0,0.0,0.0
4,0.2242424221302112,0.0,0.09999999905,0.0
5,0.2388385907208429,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,2.0592276964648852,0.0,0.0,0.0
9,0.046052631997706,0.0,0.0,0.0
10,0.0128205126462853,0.0,0.0200668906477555,0.0
11,0.14078674990351,0.0,0.0,0.0
12,0.7300206969679277,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0
14,3.682758591398811,0.0,0.4137931001664685,0.0
15,0.0,0.0,0.0,0.0
16,0.1111111091358025,0.1111111091358025,0.1111111091358025,0.45893719291652074
17,0.0,0.0,0.0,0.0
18,0.0,0.0,0.159999998528,0.0
19,0.0,0.0,0.0,0.0
20,0.5217391254442344,0.0,0.0,0.1176470577162629
21,0.0,0.2947368399024931,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.0,0.1904761887528345,0.1052631560110803,0.9072681575610704
24,0.1999999981,0.4952380905310657,0.0,0.09999999905
25,0.4622222181349136,0.40999999570050005,0.0,0.0
26,1.1288156188027947,0.0,0.0,0.44505494110025956
27,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0
29,0.0,0.0909090900413223,0.0,0.44268774280476175
30,0.0,0.0,0.0,0.0
31,0.1818181800826446,0.0909090900413223,0.0,0.0
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.9523809433106568,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
37,0.4545454502066115,0.0,0.0,0.1818181800826446
38,0.0,0.0,0.0,0.0
39,0.6539130358864574,0.0,0.159999998528,0.0
40,0.0,0.0072463780014702,0.0,0.0
41,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
43,0.0,0.3809523773242628,0.0,0.0952380943310657
44,0.0,0.0,0.0,0.0848484841902663
45,0.0,0.2119565197354974,0.0,0.1111111100617284
46,0.0,0.0,0.0,0.0
47,0.0,0.2857142829931971,0.0,0.0952380943310657
48,0.0,0.0,0.0947368421889196,0.2561403505333948
49,0.29221967685487926,0.29999999715,0.0,0.0
50,0.0,0.0,0.0,0.0
51,0.0,0.3766233669210661,0.0,0.4761904639455785
52,0.5598086071041184,0.0909090900413223,0.0,0.0
53,0.0,0.0,0.0,0.0
54,0.1821946122598152,0.1666666622916668,0.0,0.2572463700872324
55,0.0,0.2499999978125,0.0,0.2499999978125
56,0.0,0.0083333332607638,0.0,0.0
57,0.43438914624188707,0.0,0.0,0.0
58,2.891941359640341,0.4799999963519999,0.0,0.0
59,0.1521739132053402,0.0,0.0,0.0
60,0.1821946136659679,0.0,0.0,0.2005012495258195
61,0.0,0.0,0.0,0.0
62,0.0,0.5714285659863941,0.0952380943310657,0.0
63,3.1263666079996826,0.5949656668795459,0.0,0.0
64,0.5478260817294897,0.0,0.0,0.09999999905
65,0.0786749483756199,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0
67,0.7428571358306122,0.0,0.0,0.0
68,2.0726707877979975,0.0,0.1249999978125,0.0
69,0.2727272701239669,0.0909090900413223,0.0,0.1818181800826446
70,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0
72,0.0,0.0952380943310657,0.0,0.0
73,0.5217391254442344,0.2046035786236353,0.0,0.0
74,0.868686860473421,0.1111111100617284,0.0,0.0
75,0.0,0.0,0.0,0.0
76,0.0476190489229025,0.0,0.0,0.1571428619360543
77,0.0,0.0227272734187757,0.0,0.0
78,0.5814536285528353,0.0952380943310657,0.0,0.0952380943310657
79,4.296369457758887,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0
82,2.4431303767583348,0.0,0.0,0.0
83,0.7532467460690386,0.0952380943310657,0.0952380943310657,0.0
84,0.0,0.0,0.0,0.0
85,2.09782606710716,0.0,0.1666666644791666,0.0
86,0.6898395656391373,0.0,0.0,0.0
87,1.3501211490666318,0.0,0.0428571436734692,0.0
88,2.0271738941175865,0.2608695629489603,0.0,0.0
89,1.2267552037798062,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0
91,0.2727272701239669,0.0,0.0909090900413223,0.0909090900413223
92,0.0,0.0,0.0,0.0
93,1.9199999831040002,0.0,0.0,0.239999997888
94,1.7556935657660668,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0
96,0.909090900413223,0.0,0.0,0.0
97,0.0,0.4411938942064692,0.0,0.0
98,3.712529756480354,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
101,0.6190476132464097,0.0,0.0,0.1111111100617284
102,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0
104,0.7067669105832246,0.0952380943310657,0.0,0.0952380943310657
105,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0
107,2.0279034690457545,0.0,0.0,0.0
108,0.5278260819114896,0.0,0.0,0.0
109,0.1864801915524797,0.0,0.0,0.0
110,0.5079365032401106,0.0,0.0,0.0
111,1.0156521646174366,0.1739130418903591,0.0,0.0909090892561983
112,6.249999962015806e-09,0.0,0.0,0.0
113,0.012307708791290041,0.0,0.0,0.0
114,0.3238095207510203,0.3809523773242628,0.0,0.2380952358616779
115,1.5872078891975814,0.0,0.0,0.0
116,0.4107142818213221,0.0,0.0952380943310657,0.1904761886621314
117,2.3711843509878086,0.0,0.0,0.2962962912482854
118,0.0,0.0,0.0,0.0
119,0.6551964596962969,0.0,0.0909090900413223,0.2046035786236353
120,0.4545454502066115,0.2727272701239669,0.0,0.0909090900413223
121,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0
125,2.5728881370459042,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0
129,4.411000724396677,0.0,0.0,0.0
130,0.2005012495258195,0.0,0.0,0.0
131,0.0,0.0869565201512287,0.0,0.9705865302955556
132,0.559523815077061,0.0476190485374148,0.0,0.0
133,2.3388888641709036,0.0,0.0,0.0
134,1.5386894423536295,0.0,0.0,0.2307692287278107
135,0.0,0.0,0.0,0.0
136,0.6956521671077505,0.2608695629489603,0.9565217300567108,0.0
137,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0
140,0.5238095190306122,0.0,0.0,0.3333333302777778
141,0.1058201063800006,0.0,0.1058201063800006,0.0
142,0.0,0.0681818189695248,0.0,0.0
143,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0
146,1.5571296340290015,0.0,0.0,0.0
147,0.6666666603174598,0.0,0.0,0.0
148,0.434782608695652,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0
150,0.8181818103719007,0.0,0.0,0.0909090900413223
151,0.886128349962664,0.0,0.0,0.0869565201512287
152,0.9181818094219008,0.0,0.0,0.0
153,0.0,0.0740740720987654,0.0,0.0
154,1.598901084739313,0.0,0.4615384574556214,0.2307692287278107
155,0.1323529418955449,0.1323529418955449,0.1323529418955449,0.0
156,0.6956521675614364,0.0,0.3339130404183591,0.6678260808367182
157,0.0,0.0,0.0,0.0
158,0.8074866233554002,0.0,0.0909090900413223,0.0
