,Pre-1900s,20th century,Unknown,21st century
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.999999995,6.999999964999999,1.99999999
5,0.0,0.0,0.0,0.0
6,0.0,0.0,6.666666666666667,0.0
7,0.0,0.0,9.999999949999998,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,7.142857133673469,0.0
10,0.0,0.0,0.0,0.0
11,0.7692307677514794,0.3846153838757397,1.5384615355029587,0.0
12,0.0,0.0,8.999999954999998,0.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0
15,0.0,4.999999975,0.0,3.99999998
16,1.99999999,2.999999985,1.99999999,1.99999999
17,0.0,0.0,0.0,0.0
18,0.0,0.0,1.5999999904000002,0.0
19,0.0,0.0,0.3999999952,0.0
20,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.999999995,4.999999975,0.0,1.99999999
23,0.999999995,6.7999999652,0.0,0.999999995
24,1.055555550756173,0.0,0.0,0.0
25,5.999999969999999,0.999999995,2.999999985,0.0
26,0.0,2.999999985,4.4999999753125,0.0
27,0.0,0.0,0.0,0.0
28,0.0,4.7999999752,0.0,0.999999995
29,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0
31,0.5999999981999999,0.0,4.7999999855999995,0.0
32,0.0,1.99999999,3.99999998,0.0
33,0.0,0.0,1.99999999,0.0
34,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0
39,0.0,0.0,4.499999988749999,0.1666666659722221
40,0.4999999999999999,0.0,0.0,0.0
41,0.0,0.0,4.999999987499999,0.0
42,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0
44,4.333333308888889,3.3333333138888888,0.999999995,0.0
45,0.999999995,4.999999975,0.0,0.0
46,0.999999995,1.99999999,4.666666642222222,0.6666666622222223
47,0.0,0.0,0.0,0.0
48,0.999999995,6.999999964999999,0.0,1.99999999
49,2.999999985,0.999999995,3.99999998,0.0
50,0.0,0.0,0.0,0.0
51,1.9333333187333335,2.3999999856,0.0,0.0
52,0.999999995,0.999999995,6.999999964999999,0.0
53,0.0,0.0,0.0,0.0
54,0.9999999925000002,2.4999999812500002,0.9999999925000002,0.0
55,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0
57,0.0,0.4999999999999999,3.4999999999999996,0.0
58,0.1999999997999999,0.0,1.7999999981999992,0.0
59,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0
63,1.2727272726446281,0.0,5.090909090578513,0.0
