,Medium-High,High,Low,Medium-Low
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.999999995,0.0,6.999999964999999,1.99999999
5,0.0,0.0,0.0,0.0
6,0.0,0.0,3.9999999999999996,2.6666666666666665
7,0.0,0.0,9.999999949999998,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,6.428571420306122,0.7142857133673469
10,0.0,0.0,0.0,0.0
11,0.3846153838757397,0.3846153838757397,1.5384615355029587,0.3846153838757397
12,0.0,0.0,7.9999999599999985,0.999999995
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0
15,0.0,0.0,7.9999999599999985,0.999999995
16,1.99999999,0.0,3.99999998,2.999999985
17,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,1.5999999904000002
19,0.3999999952,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.0,0.0,5.999999969999999,1.99999999
23,0.0,0.0,8.799999955199999,0.0
24,0.0,0.0,0.2777777760030865,0.7777777747530864
25,0.0,0.0,4.999999975,4.999999975
26,0.999999995,0.0,3.4999999803125,2.999999985
27,0.0,0.0,0.0,0.0
28,0.0,0.0,4.7999999752,0.999999995
29,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0
31,0.5999999981999999,0.0,0.5999999981999999,4.1999999874
32,2.999999985,0.0,0.999999995,1.99999999
33,1.99999999,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0
39,0.4999999987499999,2.4999999937499995,0.4999999987499999,1.1666666634722218
40,0.0,0.0,0.4999999999999999,0.0
41,3.4999999912499993,0.4999999987499999,0.0,0.9999999974999998
42,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0
44,0.999999995,0.0,3.99999998,3.666666642777778
45,0.0,0.0,5.999999969999999,0.0
46,3.6666666472222222,0.0,0.999999995,3.6666666472222222
47,0.0,0.0,0.0,0.0
48,0.0,0.0,6.999999964999999,2.999999985
49,0.0,0.0,5.999999969999999,1.99999999
50,0.0,0.0,0.0,0.0
51,0.0,0.0,4.333333304333334,0.0
52,0.0,0.999999995,6.999999964999999,0.999999995
53,0.0,0.0,0.0,0.0
54,0.4999999962500001,0.0,1.4999999887500002,2.4999999812500002
55,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0
57,0.0,0.0,1.4999999999999996,2.4999999999999996
58,0.0,0.0,1.9999999979999992,0.0
59,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0
