,s-,e-k,a-d,l-r
0,0.0,0.1490909093342809,0.0,0.0
1,0.0869565201512287,0.0,0.0,0.1739130418903591
2,0.1203703706511488,0.1666666666666666,0.0,0.2407407413022976
3,0.1918614804622228,0.0668398302127313,0.0,0.1250216502494915
4,0.0909090900413223,0.0909090900413223,0.0909090900413223,0.0
5,0.040133781295511,0.0,0.0,0.080267562591022
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.313846147539645,0.7199999904000001,0.2399999968,0.9599999872
9,0.046052631997706,0.0,0.0,0.0
10,0.0200668906477555,0.0,0.0128205126462853,0.0
11,0.14078674990351,0.070393374951755,0.0,0.0
12,0.2608695627221172,0.1999999982,0.0,0.1739130418147448
13,0.0,0.0,0.0,0.0
14,0.0799999963520001,0.3999999968,0.4137931001664685,2.8261083514078527
15,0.0,0.0,0.0,0.0
16,0.0,0.4589371929165207,0.1111111091358025,0.3478260837807182
17,0.0,0.0,0.0,0.0
18,0.159999998528,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0
20,0.46547314134575246,0.2608695627221172,0.0,0.1739130418147448
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.29573934476391484,0.4010025007749951,0.0,0.5068504520997172
24,0.09999999905,0.1999999981,0.3999999962,0.09999999905
25,0.399999995776,0.7957894668009307,0.479999995776,0.399999995776
26,0.4615384574556214,0.6923076861834321,0.2307692287278107,0.683760677702535
27,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0
29,0.268774700990017,0.0,0.0909090900413223,0.2857142832653061
30,0.0,0.0,0.0,0.0
31,0.1818181800826446,0.0,0.0909090900413223,0.0
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.0952380943310657,0.0,0.1904761886621314,0.2857142829931971
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
37,0.0909090900413223,0.20202020010305072,0.1818181800826446,0.39772726895209193
38,0.0,0.0,0.0,0.0
39,0.159999998528,0.0,0.159999998528,0.3478260806049148
