,20th century,21st century,Pre-1900s,Unknown
0,0.0,0.0,0.0070489868602467,0.010542481210831199
1,0.0373493976439749,0.0,0.0,0.226647934219105
2,0.0,0.0,0.0417907369278475,0.0
3,0.0,0.0,0.0293376910815153,0.0296160457933011
4,0.0,0.0,0.0387646409998813,0.09107291172895168
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,1.5728923525480742
7,0.0,0.0,0.2276807199552018,0.0
8,0.0,0.0,0.07314359907541731,0.0
9,0.0,0.0,0.0369646550718802,0.0130254968771766
10,0.0,0.0,0.0,0.058783620244416496
11,0.0114800962113196,0.0,0.0,0.0388829051969583
12,0.0,0.0,0.0016604410545111,0.0
13,0.0634241067210485,0.0,0.0,0.6848855267250948
14,0.17340404726012149,0.0,0.0,0.1146734638524939
15,0.0,0.067308788789539,0.0,0.27338362430536894
16,0.09394796955041551,0.0453954117371475,0.0,0.0687636298930599
17,0.0276474875133423,0.08083424735526781,0.0,0.008124369575385
18,0.0,0.0,0.0,0.6072243930359393
19,0.3254752443119275,0.0,0.0166341273048798,0.0
20,0.0203045685279187,0.0,0.0,0.2503984410614412
21,0.0,0.0,0.0058357510868231,0.040562986628800694
22,0.0007168461783963,2.893424111416465e-10,0.0012195122081565,0.0337662338450094
23,0.0,0.0,0.0,0.1303915749809004
24,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.681313362989819
26,0.018501444130348897,0.0,0.0,0.0427270965106342
27,0.10927251345945911,0.0350739286919229,0.0,0.116027506774743
28,0.0,0.0,0.17345226754819387,0.0
29,0.010675968577501,0.0,0.049157939733186,0.0666983775410864
30,0.1648180791837203,0.0,0.06555756752361411,0.0323859417445568
31,0.0,0.0,0.0,0.0
32,0.010561716633665199,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.08500371770978479,0.0,0.0,0.35298689741060824
35,0.0,0.0,0.23088609482201908,0.0614097770503437
36,0.0129897029340508,0.0487662016674836,0.0,0.20068016561594612
37,0.0018993359619872,0.0332383670679922,0.1562147846903302,0.0
38,0.0,0.0,0.0310071263554695,0.1543127330575969
39,0.0,0.0,0.5563524317180863,0.2048582026916471
40,0.0536255405526529,0.0,0.0,0.3149340233377592
41,0.0,0.0,0.0,0.0206104971312387
42,0.028253053282490698,0.0019854909034419,0.0057117357061078,0.1604911706780376
43,0.0453490354169183,0.0,0.0,0.0914319120656271
44,0.0,0.0,0.0,0.537956744902685
45,0.0,0.0,0.0,0.0
46,0.0022624450113209963,0.0,0.0,0.1821443663515881
47,0.0,0.0,0.0,0.0
48,0.1441944956403667,0.0,0.028108445615390498,0.0070338813320556
49,0.0,0.0,0.0,0.0934004721868225
50,0.0,0.0,0.0,0.0517424978394372
51,0.9661985111934435,0.0618623789428424,0.0,0.0
52,0.1464024197602174,0.10226072991960951,0.0,0.0288496824182654
53,0.1650580083052575,0.0,0.016636200519486,0.028913671564382
54,0.0,0.0,0.0,3.094892865103099
55,0.0,0.0,0.0003861007273875,0.0204880528724578
56,0.059885931253873,0.003684381130359,0.0914286140601736,0.2721853126026061
57,0.0,0.0,0.0300659603071722,0.0
58,0.0,0.0,0.0,0.0063681299794484
59,0.0918352604328259,0.0,0.0,0.0225465464315006
60,0.1216151000456602,0.0129419712501034,0.09382118370986481,0.0301497635098905
61,0.0,0.31842936201340516,0.22773560927218228,0.2517766349757101
62,0.0,0.0,0.0,0.0
63,0.1089990930732275,0.0,0.0,0.1178397349500564
64,0.0182711493335575,0.0295212671668171,0.0,0.0359605892423679
65,0.0152246729082321,0.0248399354457319,0.0,0.0227848102953125
