,e-k,s-,a-d,l-r
0,0.009585218859640001,0.0,0.0040229884164921,0.0039832607949458
1,0.0910330936839444,0.0085481244484134,0.041122982933847,0.1232931307968751
2,0.0353751303559417,0.0061238366368741,0.0002917699350317,0.0
3,0.0296160457933011,0.0,0.0,0.0293376910815153
4,0.0098650021616404,0.049598451478225294,0.035297542161464496,0.0350765569275028
5,0.0,0.0,0.0,0.0
6,0.0,1.5728923525480742,0.0,0.0
7,0.0392964098043437,0.0345132389118253,0.15387107123903282,0.0
8,0.0,0.07314359907541731,0.0,0.0
9,0.0130254968771766,0.0369646550718802,0.0,0.0
10,0.0564056872211536,0.0,0.0,0.0023779330232629
11,0.0388829051969583,0.0,0.0114800962113196,0.0
12,0.0,0.0,0.0,0.0016604410545111
13,0.0922883462303053,0.1116377479212089,0.39739056939690326,0.1469929698977259
14,0.2880775111126154,0.0,0.0,0.0
15,0.0,0.3263533528692527,0.0,0.0143390602256553
16,0.0727998895818395,0.0221744004055425,0.0781002392186052,0.0350324819746357
17,0.0,0.0,0.0,0.1166061044439951
18,0.0,0.0,0.0,0.6072243930359393
19,0.0,0.31525572766532817,0.0,0.0268536439514791
20,0.1538249243006823,0.0613559885448756,0.0,0.055522096743802
21,0.0058357510868231,0.0296599952774469,0.0109029913513538,0.0
22,0.0019363583865528,0.0,0.0337662338450094,2.893424111416465e-10
23,0.0,0.0,0.1303915749809004,0.0
24,0.0,0.0,0.0,0.0
25,0.0,0.681313362989819,0.0,0.0
26,0.0,0.021669537368684596,0.0,0.0395590032722985
27,0.1244122597974216,0.08305867816380261,0.0025952966153651,0.0503077143495357
28,0.0,0.0,0.0,0.17345226754819387
29,0.0,0.0,0.1187091735662105,0.0078231122855629
30,0.20220801567922092,0.0460575471430855,0.0,0.0144960256295848
31,0.0,0.0,0.0,0.0
32,0.0043914602860943,0.0,0.0,0.0061702563475709
33,0.0,0.0,0.0,0.0
34,0.0311493011596045,0.1853503432628083,0.0456911507755864,0.1757998199223938
35,0.0080378563062393,0.0,0.26708773916856,0.0171702763975635
36,0.052335662753841106,0.094612556966241,0.1154878504973984,0.0
37,0.0,0.0,0.1913524877203096,0.0
38,0.0201734450731511,0.0301039506339833,0.135042463705932,0.0
39,0.0,0.0,0.7612106344097335,0.0
40,0.0328590647968167,0.23161660289562389,0.0040699147558953,0.1000139814420763
41,0.0,0.0030139651869637,0.0,0.017596531944275
42,0.0,0.0114239586880079,0.1417005038844876,0.0433169879975825
43,0.0063554453025649,0.0869609716880824,0.0,0.04346453049189811
44,0.0,0.0,0.0,0.537956744902685
45,0.0,0.0,0.0,0.0
46,0.0,0.0,0.1844068113629091,0.0
47,0.0,0.0,0.0,0.0
48,0.1350462693871409,0.0285122332077245,0.0,0.0157783199929474
49,0.0134385295985424,0.0799619425882801,0.0,0.0
50,0.015410317733063299,0.0,0.0,0.0363321801063739
51,0.3856063128152838,0.1585256753229171,0.42206652305524267,0.0618623789428424
52,0.1595771160793636,0.0,0.06878672530750181,0.0491489907112269
53,0.1650580083052575,0.0,0.028913671564382,0.016636200519486
54,3.094892865103099,0.0,0.0,0.0
55,0.0,0.0003861007273875,0.0,0.0204880528724578
56,0.0306651519826927,0.0184167368560825,0.063570312384232,0.31453203782400446
57,0.0,0.0300659603071722,0.0,0.0
58,0.0063681299794484,0.0,0.0,0.0
59,0.0,0.0,0.0225465464315006,0.0918352604328259
60,0.0,0.0,0.2585280185155189,0.0
61,0.1785096540785808,0.0,0.5464414531396269,0.0729904990430898
62,0.0,0.0,0.0,0.0
63,0.2268388280232839,0.0,0.0,0.0
