doc_id,profile_doc_id,score
1752311,17948605,0.38494378328323364
1752311,18233918,0.6516181230545044
1752311,52322925,0.12981998920440674
1752311,52271152,0.33352112770080566
1752311,13630531,0.3267052471637726
1752311,6896252,0.14903898537158966
1752311,17934674,0.42013654112815857
1752311,2066463,0.31798407435417175
1752311,17917942,0.1660974770784378
1752311,11350741,0.22398747503757477
1594259,3296337,0.2687723636627197
1594259,34971143,0.36842334270477295
1594259,626232,0.12183338403701782
1594259,39287801,0.16882114112377167
1594259,45606526,0.23494604229927063
1594259,1514299,0.19843178987503052
1594259,26920001,0.837720513343811
1594259,13261189,0.5221637487411499
1594259,12837302,0.14255566895008087
1594259,43818828,0.15076510608196259
2657708,10369605,0.2760568857192993
2657708,10506465,0.31233328580856323
2657708,6051111,0.16083236038684845
2657708,7052030,0.15485817193984985
2657708,10033905,0.23648402094841003
2657708,2970833,0.16706840693950653
2657708,10033768,0.13992179930210114
2657708,5563709,0.19545617699623108
2657708,5935289,0.1481446474790573
2657708,10033912,0.21373383700847626
56701,56697,0.11544490605592728
56701,17812,0.16602052748203278
56701,12029,0.12776678800582886
56701,161036,0.33918124437332153
56701,10739,0.1933627426624298
56701,3658,0.5348095297813416
56701,19283,0.2800094187259674
56701,27200,0.3862224817276001
56701,27260,0.2821893095970154
56701,27433,0.08095533400774002
6135022,6136079,0.24890278279781342
6135022,6244340,0.4268190562725067
6135022,21587308,0.49979642033576965
6135022,6135509,0.2358042299747467
6135022,21587182,0.4256569743156433
6135022,3741936,0.28570792078971863
6135022,10092141,0.35976436734199524
6135022,3909815,0.2357475310564041
6135022,14076977,0.2729320526123047
6135022,3923699,0.4445112645626068
1947086,71095,0.21473191678524017
1947086,413562,0.0672394260764122
1947086,16296751,0.8504914045333862
1947086,5838783,0.18802744150161743
1947086,32241594,0.36784544587135315
1947086,3026484,0.16960549354553223
1947086,7896331,0.1592375785112381
1947086,3359271,0.07648197561502457
1947086,422273,0.47598156332969666
1947086,42696505,0.1954668015241623
724506,38644126,0.5687747597694397
724506,960259,0.14399512112140656
724506,13653399,0.622202455997467
724506,37510089,0.7737184762954712
724506,37510086,0.6105664372444153
724506,1209464,0.4078773558139801
724506,57127724,0.8477160930633545
724506,37510095,0.7901443243026733
724506,37510102,0.7831660509109497
724506,37510078,0.39516061544418335
4846076,8637868,0.29196903109550476
4846076,43124222,0.4820697605609894
4846076,976805,0.1920304149389267
4846076,923364,0.1851121485233307
4846076,683693,0.5075778961181641
4846076,3461205,0.1323755383491516
4846076,54138895,0.13237300515174866
4846076,4846157,0.25840938091278076
4846076,56293304,0.35193541646003723
4846076,25135694,0.5337700843811035
588981,589013,0.12669523060321808
588981,589047,0.07404764741659164
588981,589009,0.13107217848300934
588981,44337919,0.13215135037899017
588981,590917,0.06428679823875427
588981,632673,0.08518931269645691
588981,19074189,0.20529137551784515
588981,4095274,0.10523556917905807
588981,589087,0.1018705815076828
588981,590921,0.10010656714439392
460902,460904,0.22642971575260162
460902,11373339,0.2724507749080658
460902,460907,0.23138143122196198
460902,9857722,0.12310690432786942
460902,31089505,0.9030891060829163
460902,31089888,0.41198796033859253
460902,31090499,0.4426548480987549
460902,31089783,0.4014887809753418
460902,31090411,0.8671036958694458
460902,31089451,0.8281263709068298
4346338,710904,0.6445119380950928
4346338,2849684,0.4899490773677826
4346338,12597761,0.6647449731826782
4346338,9342137,0.14058087766170502
4346338,32891348,0.4656582772731781
4346338,9531581,0.4809584617614746
4346338,1475167,0.2024603933095932
4346338,15503989,0.6758297085762024
4346338,12575708,0.5161598920822144
4346338,18214123,0.3929480016231537
86872,2325251,0.15616464614868164
86872,900484,0.3603169918060303
86872,24436607,0.6141224503517151
86872,2313936,0.5569525361061096
86872,52803665,0.10504957288503647
86872,59398283,0.4971877634525299
86872,15882029,0.4486858546733856
86872,15862866,0.8797460198402405
86872,52505350,0.29888901114463806
86872,3039831,0.7066728472709656
4474226,40223199,0.2746445834636688
4474226,36084009,0.20594629645347595
4474226,38795918,0.425465852022171
4474226,38086747,0.2781866490840912
4474226,40855675,0.28210505843162537
4474226,40489548,0.8753771781921387
4474226,5411029,0.0819007009267807
4474226,17698008,0.1137290894985199
4474226,35792983,0.8739781379699707
4474226,37009986,0.4485625922679901
1139674,1139759,0.12642057240009308
1139674,2613237,0.28981268405914307
1139674,1045615,0.279218465089798
1139674,10062426,0.2367677539587021
1139674,884688,0.23606818914413452
1139674,26565434,0.5825614929199219
1139674,2784408,0.10004522651433945
1139674,26566369,0.4272153973579407
1139674,18004899,0.28205618262290955
1139674,28364541,0.3975736200809479
6656477,51146366,0.16019289195537567
6656477,56087106,0.3630138039588928
6656477,1652099,0.28355011343955994
6656477,1073869,0.6756511926651001
6656477,40758709,0.23089540004730225
6656477,48988447,0.4419281780719757
6656477,2418745,0.7053889632225037
6656477,3198542,0.15371479094028473
6656477,39863329,0.49371644854545593
6656477,23741076,0.15982112288475037
690557,12332659,0.4531831443309784
690557,681500,0.45534151792526245
690557,7006839,0.33364138007164
690557,694260,0.15537244081497192
690557,11124685,0.4081762135028839
690557,8022540,0.09760574996471405
