,High,Medium-Low,Medium-High,Low
0,0.0,0.0,0.0,0.0489733937113516
1,0.0,0.0,0.0,0.0278422273781902
2,0.0,0.0,0.0,1.0789099587484499
3,0.0,0.0,0.0,0.2044268419098314
4,0.0,0.0769598306056671,0.0,0.4387445541234155
5,0.0,0.0,0.0,0.055284104986900395
6,0.0,0.0330963313370132,0.0,0.9984219586239105
7,0.0,0.0,0.0,0.1558954824331218
8,0.0,0.0,0.0,0.07878809030713999
9,0.0,0.0,0.0,1.1216827840015073
10,0.0,0.0,0.0,0.38559414747154463
11,0.0,0.0,0.0,0.043390256348700806
12,0.0,0.23664042045779862,0.0,0.656533944566605
13,0.0,0.12304471770359429,0.0,0.4421382442598422
14,0.1936325606305617,0.0850895889966514,0.008926745409306,0.087441328662518
15,0.0,0.0,0.0,1.5576897560937997
16,0.073923145658741,0.1088089182220933,0.0,0.2515171430065658
17,0.0931160727136355,0.4121060639105244,0.0,0.8064444686224324
18,0.0845507307078184,0.0773682771369409,0.0,0.0790585213444133
19,0.0,0.0042227662194789,0.0011562765002509,0.0
20,0.0,0.0,0.0,0.1211747645802151
21,0.0,0.0118500963443213,0.0,0.055857567181006
22,0.0,0.0,0.0,2.116481358270622
23,0.0,1.0558465883132269,0.0,2.0787061745518383
24,0.0,0.0408582282625092,0.0,0.140111594510504
25,0.0,0.0564743996969215,0.0,0.0622285352083999
26,0.0,0.0,0.0,0.0344908374907628
27,0.0,0.21456403156633963,0.0,0.0703671120475621
28,0.0,0.2901288383887872,0.0,1.021191620453733
29,0.0,0.0925166786350029,0.0,0.569619344150428
30,0.0067964717718478,0.0,0.0,0.0017575600856379
31,0.0,0.0,0.0,0.033879943367854604
32,0.0,0.0445682080950991,0.0,0.0752414707567014
33,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.11737732851449169
35,0.0,0.0574332880900149,0.0,0.2908019576037168
36,0.0,0.0089601698060814,0.0198138832799226,0.020094022786170097
37,0.0,0.2685976115705353,0.0194213476263129,0.32418102385421865
38,0.0,0.0424354616992087,0.0,0.0830404844909755
39,0.0,0.0067633637724079,0.0,0.0
40,0.0,0.1046357604797884,0.0,0.0123456783904047
41,0.0,0.061375643514214,0.0,0.0800180108041004
42,0.0,0.1429928377582586,0.0,0.1612900450412974
43,0.0,0.0,0.0,0.0312426035189849
44,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.4948800357011716
46,0.0,0.0,0.0859706794022131,0.035535346890599
47,0.0,0.0,0.0,0.0088178293461106
48,0.0,0.3137472283098027,0.0,2.0034254685939175
49,0.0,0.06354855130699791,0.0,0.0299212494540797
50,0.0,0.2407746165968181,0.0,0.6387759038733705
51,0.0,0.0,0.0,1.395167215314817
52,0.0,0.1835497830125936,0.0,0.7178920518733942
53,0.0,0.0,0.0,0.3677754393124871
54,0.0,0.0,0.0,0.0
55,0.0,0.09585698217739,0.0,0.29064485678390833
56,0.0,0.2172896528825279,0.0,0.7834891384110613
57,0.0,0.0,0.0,0.360979672803837
58,0.0,0.0,0.0,1.9099554895748918
59,0.0,0.0104140949106748,0.0,0.0039497634056353
60,0.0,0.019563297027196,0.0,0.1367608264059277
61,0.0,0.0,0.0,0.41429625004849713
62,0.0,0.0723965930752456,0.0,0.1543176517469797
63,0.0,0.0,0.0,3.0911862874646365
64,0.0,0.0,0.0,0.0
65,0.0,0.0731610497998085,0.0054022439792795,0.0056882243758931
66,0.0,0.2125407869740146,0.0,0.5510730911586241
67,0.0,0.1497207973264566,0.0,0.2321281394801128
68,0.0,0.0,0.0,0.9636045398850464
69,0.0,0.0407149222607251,0.0,0.1176300540899459
70,0.0,0.0,0.0,0.0442032839361305
71,0.0,0.3894871665079211,0.0,2.7467588856417207
72,0.0,0.0,0.0,1.3928896922206424
73,0.0,0.0491551838033445,0.0,0.14385231225597842
74,0.0,0.0700811379678569,0.0,0.1058294440464535
75,0.0,0.0,0.0,0.0
76,0.0,0.1266643130901651,0.0,0.4863170041102596
77,0.0,0.0096425097094591,0.0,0.20755000046746414
78,0.0,0.0112514261858069,0.0,0.0058064206706173
79,0.0,0.0,0.0,5.5944715749587814
80,0.0,0.0,0.0,0.0132748748495165
81,0.0,0.0,0.0,0.527680871548017
82,0.0,0.0,0.0,1.6710128230351178
83,0.0,0.0,0.0,0.0039301244073468
84,0.0,0.0444535914350963,0.0,0.0700701465391889
85,0.0,0.0,0.0,0.6697976617225178
86,0.0,0.18136200592792331,0.0,0.6844448220571837
87,0.0832186985828289,0.0,0.0,0.0006139827592481
88,0.0,0.0114189542618347,0.0,0.092818600755989
89,0.0,0.0,0.2835516318107419,0.2842794355150588
90,0.0,0.0226152134664341,0.0,0.025464215036147198
91,0.0,0.013978797321055,0.0,0.2377490855500947
92,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.1801175022054314
94,0.0,0.0,0.0,1.8584705112437017
95,0.0,0.040813995975057,0.0,0.1903486857617499
96,0.0,0.10779753150397439,0.0,0.1095679118527844
97,0.0,0.0,0.0188415260755728,0.3114881041629709
98,1.0456833630869868,0.0,0.7108145809951856,0.0
99,0.0,0.0,0.0,2.3350823995895875
100,0.0,0.0,0.0,2.8457228713382303
101,0.0,0.0244594559877161,0.0,0.06550060288981449
102,0.0,0.0198924734185396,0.0,0.1938850928518375
103,0.0,0.0195129473793037,0.0,0.7830780879055497
104,0.0,0.0,0.0,0.3190936500277028
105,0.0,0.1415571275741957,0.0,0.5866903153218139
