,a-d,e-k,s-,l-r
0,0.0,0.0489733937113516,0.0,0.0
1,0.0,0.0278422273781902,0.0,0.0
2,0.0,0.4273474157528336,0.505469407434137,0.1460931355614791
3,0.0204860620533262,0.0818671362221241,0.0,0.1020736436343811
4,0.0039953305583526,0.4308479979989441,0.0808610561717859,0.0
5,0.0,0.0351488744144563,0.0,0.0201352305724441
6,0.054450496575428206,0.9175435184083759,0.0154982244802358,0.0440260504968838
7,0.1336915822227372,0.0,0.0222039002103846,0.0
8,0.01214928881072,0.007101759031137,0.0215634323820968,0.0379736100831862
9,0.1522510575308708,0.2764808226195178,0.2494354982269188,0.4435154056242
10,0.1308953538575494,0.0228706622279518,0.230386040531146,0.0014420908548974
11,0.0088765328890686,0.007247679001776,0.0272660444578562,0.0
12,0.2198889351182959,0.2753295143124927,0.374897142987008,0.0230587726066069
13,0.23722754795252649,0.09890298838403169,0.0,0.2290524256268783
14,0.0,0.0571917178038257,0.0,0.3178985058952114
15,0.2889892774505069,0.4144110541632534,0.5743926636784871,0.2798967608015524
16,0.0,0.0782793228797351,0.28334001638150674,0.0726298676261583
17,0.11903754076358841,0.5535497866780197,0.0931160727136355,0.5459632050913488
18,0.0181869905254912,0.1133516895422068,0.0,0.10943884912147461
19,0.0,0.0011562765002509,0.0,0.0042227662194789
20,0.0,0.0366377717692569,0.042305410149601305,0.0422315826613569
21,0.0,0.042339332100615995,0.0,0.025368331424711302
22,0.0049089234029348,0.3730846484592393,0.7606216148760041,0.9778661715324437
23,0.0,0.3573793071637405,1.335577248255005,1.4415962074463196
24,0.0891312022556321,0.0509803922548719,0.0,0.0408582282625092
25,0.0001000833727655,0.0381475128280019,0.080455338704554,0.0
26,0.0013006921250603,0.0305752583575327,0.0026148870081698,0.0
27,0.1333109405395061,0.0,0.1516202030743956,0.0
28,0.0578336956943915,1.1809316900934816,0.0,0.0725550730546471
29,0.1852656788368155,0.1790620724027499,0.2978082715458655,0.0
30,0.0017575600856379,0.0,0.0067964717718478,0.0
31,0.0,0.0,0.0201975108150476,0.013682432552807
32,0.0642525412661716,0.045849693647178905,0.0,0.00970744393845
33,0.0,0.0,0.0,0.0
34,0.0222780568231477,0.0431272528220361,0.0,0.0519720188693079
35,0.1618328528507224,0.0898563568857482,0.0113591346718593,0.0851869012854018
