,Pre-1900s,20th century,21st century,Unknown
0,0.0244866968556758,0.0244866968556758,0.0,0.0
1,0.0,0.0,0.0,0.0278422273781902
2,0.0,0.0,0.0,1.0789099587484499
3,0.0204860620533262,0.0,0.0,0.1839407798565052
4,0.0,0.0,0.0808610561717859,0.4348433285572967
5,0.0351488744144563,0.0,0.0,0.0201352305724441
6,0.5266786200013716,0.0,0.0,0.5048396699595521
7,0.0208594075834539,0.0,0.0,0.1350360748496679
8,0.0,0.0,0.0,0.07878809030713999
9,0.4218063725923241,0.0,0.0,0.6998764114091832
10,0.0014420908548974,0.0,0.0,0.3841520566166472
11,0.0088765328890686,0.0,0.0,0.0345137234596322
12,0.046332045501361,0.0,0.0,0.8468423195230426
13,0.0,0.050818293361832,0.0,0.5143646686016046
14,0.0,0.0,0.0,0.37509022369903705
15,0.2615199648898136,0.3680269097361807,0.0,0.9281428814678053
16,0.06869262639349401,0.287277257614171,0.0,0.0782793228797351
17,0.0,1.267149827058058,0.0,0.0445167781885345
18,0.0,0.12070059026349811,0.0181869905254912,0.1020899484001833
19,0.0,0.0,0.0,0.0053790427197298
20,0.0,0.0249981007348181,0.0422315826613569,0.053945081184040095
21,0.0,0.01351823508039,0.0,0.05418942844493729
22,0.3745052921901797,0.9601280361221622,0.78184802995828,0.0
23,0.7713338905910516,2.1400882303040536,0.2231306419699598,0.0
24,0.0337024785420339,0.0,0.0,0.1472673442309793
25,0.0,0.0381475128280019,0.0,0.0805554220773195
26,0.0047563009697684,0.0,0.0,0.0297345365209944
27,0.1547049504379453,0.062943828491944,0.0,0.0672823646840124
28,0.1043148411110039,1.1344505446768691,0.0,0.0725550730546471
29,0.143652424066082,0.2040404041269244,0.0,0.31444319459242454
30,0.0,0.0067964717718478,0.0,0.0017575600856379
31,0.0,0.0,0.0,0.033879943367854604
32,0.0293917771095225,0.0,0.0,0.09041790174227801
33,0.0,0.0,0.0,0.0
34,0.0392512838713271,0.0,0.0,0.0781260446431646
35,0.0395936818529776,0.0,0.0,0.3086415638407541
36,0.020094022786170097,0.0,0.0,0.028774053086004
37,0.0853173671536983,0.0,0.0,0.5268826158973685
38,0.0412191094608095,0.0,0.0,0.0842568367293747
39,0.0,0.0,0.0,0.0067633637724079
40,0.0,0.0,0.1169814388701931,0.0
41,0.0490781274961568,0.0,0.0,0.0923155268221576
42,0.0356840380845486,0.0,0.0,0.2685988447150074
43,0.0312426035189849,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0
45,0.4500754145315069,0.0,0.0,0.0448046211696647
46,0.0,0.0,0.0,0.12150602629281211
47,0.0,0.0,0.0,0.0088178293461106
48,0.0,1.2946306484216485,1.0225420484820715,0.0
49,0.0,0.0,0.0,0.0934698007610776
50,0.2863508544986669,0.3482361324999965,0.0,0.2449635334715252
51,0.5309659792652948,0.864201236049522,0.0,0.0
52,0.0,0.0,0.0,0.9014418348859878
53,0.0544950055803034,0.0284829720941482,0.0,0.2847974616380355
54,0.0,0.0,0.0,0.0
