,a-d,s-,l-r,e-k
0,0.0277567848066038,0.0043772142866612,0.0450603275558466,0.0417156880030224
1,0.0,0.054729020828552494,0.01426113894119,0.0684100175339202
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0105433012611895
4,0.0,0.0,0.0,0.0
5,0.0279202280144997,0.0,0.0064107448484812,0.0
6,0.0,0.0,0.0,0.0
7,0.0,0.0070422536866977,0.0,0.0
8,0.0133082233528147,0.0320436858718709,0.0551738197938967,0.001170784638608
9,0.0161338546283427,0.0394090552387763,0.0405983894419121,0.0
10,0.0762354523714155,0.0181723040114323,0.1163818592975077,0.1036405353458036
11,0.0,0.0,0.0,0.0
12,0.0,0.005689303523525,0.0605682641635517,0.0
13,0.046445800086221,0.0025565587242828,0.0219952868555846,0.0
14,0.0710201434423123,0.0,0.09578565666325631,0.0
15,0.0,0.2981780271700287,0.0,0.0282289249913856
16,0.0270738473591177,0.0620824341778092,0.0730787643664857,0.0828515235684642
17,0.0,0.0,0.0646647506774362,0.0
18,0.0,0.0,0.2288557044418756,0.0
19,0.0132068615344995,0.0,0.0,0.0
20,0.0,0.0,0.0436252768115349,0.1022914440537174
21,0.0263767005713333,0.0193989381801197,0.0210409746595355,0.0149044993072613
22,0.0,0.0,0.0,0.0
23,0.0951615782220874,0.0810189679101783,0.0,0.0295802819593005
24,0.299441880427664,0.0313597972411013,0.0710797906527982,0.1492939431237975
25,0.0242984885464288,0.0652127614956818,0.0,0.0
26,0.0,0.0156649193970716,0.0,0.0112509538573373
27,0.0,0.0,0.018219461497401,0.0
28,0.0,0.0,0.05305529944645051,0.0
29,0.0644633266403592,0.0,0.0,0.0
30,0.0405322244411453,0.034751248029209,0.025437070740906,0.137705894582425
31,0.0,0.0058525043217686,0.0667884537104717,0.0
32,0.0,0.0005194810262559,0.0,0.0336086652375459
33,0.0244323931201087,0.0,0.0154540390279898,0.0
34,0.0373482723425246,0.07586613506549081,0.0584445969084362,0.023270846634807
35,0.0,0.0,0.0,0.0
36,0.0,0.0778777393767515,0.0120235944157792,0.0054192685514384
37,0.0109474912189879,0.0534296934342512,0.0,0.0299800047691471
