doc_id,profile_doc_id,score
1752311,13630531,0.1730932593345642
1752311,3288710,0.23079533874988556
1752311,22564427,0.13521741330623627
1752311,52322925,0.17351818084716797
1752311,41121296,0.136134073138237
1752311,53014331,0.1933596283197403
1752311,6896252,0.11040853708982468
1752311,17948605,0.17739419639110565
1752311,18233918,0.48294103145599365
1752311,14393598,0.09366235136985779
1594259,1121091,0.38286763429641724
1594259,13261189,0.24599726498126984
1594259,1545386,0.6395683288574219
1594259,43818828,0.2940296530723572
1594259,35264398,0.2878967225551605
1594259,5364976,0.22796303033828735
1594259,489649,0.42222660779953003
1594259,626232,0.46076875925064087
1594259,23962234,0.40259575843811035
1594259,12828991,0.1967068910598755
2657708,38424611,0.0
2657708,39917988,0.0
2657708,39918501,0.0
2657708,40822918,0.0
2657708,38823581,0.0
2657708,38431817,0.0
2657708,38431785,0.0
2657708,38872813,0.0
2657708,37823058,0.0
2657708,39918237,0.0
56701,9855817,0.44853726029396057
56701,56667658,0.1942591667175293
56701,21626508,0.46716514229774475
56701,119518,0.24723942577838898
56701,3173390,0.1902271807193756
56701,21407342,0.4458428621292114
56701,9293429,0.1918015331029892
56701,9081178,0.20583148300647736
56701,3203931,0.3670475482940674
56701,2557818,0.22153182327747345
6135022,24184481,0.9176980257034302
6135022,61784706,0.1502416878938675
6135022,19092390,0.45864129066467285
6135022,15676491,0.7551978826522827
6135022,6444143,0.5046120285987854
6135022,45676111,0.7144891619682312
6135022,63595698,0.28448811173439026
6135022,6244340,0.37157484889030457
6135022,16664379,0.2124476432800293
6135022,12157055,0.19053994119167328
1947086,43588964,0.11281917244195938
1947086,3359271,0.1435335874557495
1947086,3214088,0.11270668357610703
1947086,2035580,0.16372419893741608
1947086,43588653,0.10870575904846191
1947086,40880818,0.19647537171840668
1947086,2319062,0.15655487775802612
1947086,6188826,0.35620954632759094
1947086,1367548,0.3572383522987366
1947086,14736351,0.21168312430381775
724506,960259,0.14084111154079437
724506,37510086,0.39443954825401306
724506,414247,0.4588313698768616
724506,37510089,0.5146188735961914
724506,57127724,0.4379926025867462
724506,37510095,0.5350470542907715
724506,37510102,0.5589522123336792
724506,13653399,0.5384524464607239
724506,17551325,0.15897348523139954
724506,37510078,0.41999080777168274
4846076,663683,0.12307862937450409
4846076,8637868,0.26563894748687744
4846076,4101296,0.1378168761730194
4846076,60342162,0.3202151358127594
4846076,14989651,0.2706719934940338
4846076,3461205,0.35807323455810547
4846076,56293304,0.23391781747341156
4846076,6705752,0.14965343475341797
4846076,31444281,0.4026036560535431
4846076,43124222,0.6979727149009705
588981,632673,0.31835800409317017
588981,590917,0.2693880796432495
588981,19074189,0.38831403851509094
588981,589009,0.19106696546077728
588981,44337919,0.22952082753181458
588981,589044,0.20374388992786407
588981,589077,0.12954755127429962
588981,589047,0.38125595450401306
588981,589148,0.2417839914560318
588981,589087,0.19042612612247467
460902,62738560,0.11766942590475082
460902,2224961,0.19856208562850952
460902,52060739,0.43674781918525696
460902,460904,0.5309278964996338
460902,31089451,0.4232986867427826
460902,12870317,0.22817902266979218
460902,8318223,0.20016038417816162
460902,30724463,0.6591106057167053
460902,20316339,0.1707310527563095
460902,8318424,0.4575754404067993
4346338,1072452,0.14788341522216797
4346338,28150566,0.19496113061904907
4346338,55840009,0.10439290851354599
4346338,5285420,0.34657883644104004
4346338,20150805,0.3597797155380249
4346338,15503989,0.34836259484291077
4346338,9293879,0.13026553392410278
4346338,9342137,0.3289276659488678
4346338,4474843,0.1495206356048584
4346338,5256733,0.10242436081171036
86872,2325251,0.15435557067394257
86872,900484,0.24341660737991333
86872,15882029,0.9280938506126404
86872,15862866,0.5191815495491028
86872,4367988,0.22188259661197662
86872,3596117,0.2749687433242798
86872,3583481,0.14364947378635406
86872,15862877,0.961144208908081
86872,15862879,0.6411561965942383
86872,15787967,0.9274761080741882
4474226,40854848,0.7696973085403442
4474226,40854882,0.8768103718757629
4474226,39522212,0.6520028710365295
4474226,40293160,0.2324196696281433
4474226,41933836,0.4520662724971771
4474226,40293170,0.2764452397823334
4474226,37898711,0.8587545156478882
4474226,40873433,0.39611440896987915
4474226,40854843,0.7950186133384705
4474226,40854844,0.7821651101112366
1139674,6856901,0.19432446360588074
1139674,36404905,0.39705586433410645
1139674,1139759,0.03269306570291519
1139674,30213903,0.1251632422208786
1139674,44894287,0.4089953899383545
1139674,41122611,0.3993551433086395
1139674,2895027,0.34283843636512756
1139674,24033145,0.33720242977142334
1139674,32336059,0.28341883420944214
1139674,35841821,0.1323275864124298
6656477,56087106,0.1996106654405594
6656477,1652099,0.3149382174015045
6656477,491365,0.1695641130208969
6656477,23377831,0.2147028148174286
6656477,1073869,0.4083162546157837
6656477,3198542,0.5614544749259949
6656477,40758709,0.38753506541252136
6656477,62523416,0.44138240814208984
6656477,48153148,0.21441008150577545
6656477,51146366,0.25032415986061096
690557,35789890,0.4365873634815216
690557,41699015,0.547378420829773
690557,40614728,0.341619074344635
690557,28870985,0.3421458303928375
690557,55407498,0.1547606736421585
690557,39711276,0.20159286260604858
690557,42160013,0.4862764775753021
690557,10179024,0.4136401414871216
690557,16087250,0.2296038120985031
690557,33975453,0.4126417338848114
506349,18966657,0.6140292286872864
506349,18974855,0.24387779831886292
506349,40392968,0.20664305984973907
506349,35627915,0.25203511118888855
506349,20962702,0.23425285518169403
506349,35974257,0.37302595376968384
506349,40172179,0.7070695161819458
506349,40454996,0.3934154212474823
506349,41066003,0.8213185667991638
506349,18969499,0.3797421455383301
715914,15253568,0.09101604670286179
715914,15253537,0.08370006829500198
715914,15253571,0.16517670452594757
715914,15253574,0.1677776575088501
715914,15253447,0.2107851803302765
715914,15253545,0.11659614741802216
715914,1209578,0.2635435461997986
715914,15253579,0.20602041482925415
715914,15253423,0.16501574218273163
715914,15253496,0.11310981959104538
4206474,4181057,0.8369088172912598
