,Medium-Low,Low,Medium-High,High
0,0.0,0.1638374703953608,0.0,0.0
1,0.0,0.0373162256347611,0.0,0.0
2,0.0,0.2557028395508422,0.0,0.0
3,0.0,0.29996440411832503,0.0,0.0
4,0.1060860694455271,0.3604895664370925,0.0,0.0071008999028114
5,0.0,1.7142254636859757,0.0,0.0
6,0.0011571401238363,0.0310455706586336,0.0,0.0
7,0.0,0.1433855092054667,0.0,0.0
8,0.0,0.0412378563760121,0.0,0.0
9,0.0,0.1719160693824641,0.0,0.0
10,0.0,0.1210096193643152,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.187372109791196,0.806465988164978,0.0,0.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0432628069763789,0.070688201659759
15,0.0,1.5472381665064001,0.0,0.0
16,0.0495450129268159,0.1750036916402528,0.0,0.0
17,0.0135825650717817,0.24496741434192404,0.0,0.0
18,0.0222798770060435,0.054530631805686194,0.0,0.0
19,0.0072944843600169,0.0,0.0,0.0
20,0.0056915646439015,0.086235075854696,0.0,0.0
21,0.0,0.0067955384238015,0.0,0.0
22,0.8114055310202561,2.682808816830584,0.0,0.0
23,0.0,2.2216444501739265,0.0,0.0
24,0.0,0.025012090870138302,0.0,0.0
25,0.13584402125110911,0.0434776781394388,0.0,0.0
26,0.0,0.2106842164081031,0.0,0.0
27,0.0,0.012917933135264,0.0,0.0
28,0.0,2.088353165642276,0.0,0.0
29,0.0827629952018389,0.28976929042440114,0.0,0.0
30,0.0218040462313992,0.0,0.1577847443830832,0.0
31,0.0383073225717036,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0
33,0.0099299369631554,0.10986154909606469,0.1310593560788369,0.0
34,0.0,0.041093139346118204,0.0,0.0
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0034032896088983,0.0
37,0.09969375090877,0.30168304388567185,0.1212987103415142,0.0
38,0.0,0.0,0.0,0.0
39,0.0516843039742538,0.1874212119429724,0.0,0.0681364771853925
40,0.0,0.0,0.1037319236782316,0.0
41,0.0,0.0,0.0,0.0
42,0.0488202728990767,0.37968390136716607,0.0,0.0
43,0.0605441994743144,0.20953872159239428,0.0,0.0
44,0.0,0.0,0.0,0.0
45,0.0,0.4117901864459717,0.0,0.0
46,0.0624589549867617,0.36285319630213136,0.0,0.0
47,0.0,0.3439021456634024,0.0,0.0
48,0.6385347486424771,1.5353355084561064,0.0,0.0
49,0.0,0.1078047833023098,0.0,0.0
50,0.0022713692172168,0.061837952872105695,0.0,0.0
51,0.0,2.963625578012591,0.0,0.0
52,0.0435064931601321,0.5429267062181359,0.0,0.0
53,0.0,0.5261435099160042,0.0,0.0
54,0.0,0.0233505445549511,0.0,0.0
