,e-k,s-,a-d,l-r
0,0.0662949037841667,0.0203454169600253,0.07719714965116879,0.0
1,0.0,0.0,0.0,0.0373162256347611
2,0.0256410256658258,0.2300618138850164,0.0,0.0
3,0.0731735963883494,0.0,0.17515159582792889,0.0516392119020467
4,0.24991643470688513,0.0,0.1255504099468954,0.0982096911316505
5,0.39062562290763936,0.7746820255857116,0.5489178151926244,0.0
6,0.0,0.0,0.0,0.032202710782469904
7,0.0,0.1433855092054667,0.0,0.0
8,0.0,0.0412378563760121,0.0,0.0
9,0.043968026821856,0.0026058830941109003,0.114559197679416,0.0107829617870812
10,0.0279713999615111,0.0,0.0418855551874405,0.0511526642153636
11,0.0,0.0,0.0,0.0
12,0.0,0.1506391436040934,0.8171185020703873,0.0260804522816934
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.11395100863613791
15,0.2349837453081411,0.5533713279673225,0.6803264749898448,0.07855661824109189
16,0.1224089496094972,0.0382200858390116,0.0374238008056038,0.0264958683129561
17,0.1607479196072148,0.0978020598064909,0.0,0.0
18,0.054735509645787196,0.0200231332085984,0.0020518659573441,0.0
19,0.0,0.0,0.0072944843600169,0.0
20,0.0299861042773995,0.0,0.0,0.061940536221197995
21,0.0,0.0067955384238015,0.0,0.0
22,1.1822605825530674,1.1720465106988227,0.3746757175608123,0.765231537038138
23,0.9756771937297639,1.2459672564441628,0.0,0.0
24,0.0,0.0,0.025012090870138302,0.0
25,0.0972316532488394,0.014447884413474,0.0676421617282345,0.0
26,0.049659604405222,0.0,0.0,0.1610246120028811
27,0.0,0.012917933135264,0.0,0.0
28,0.812679678692682,0.40010394187032317,0.0548387105727083,0.8207308345065627
29,0.090599779392337,0.22655186170688968,0.0553806445270133,0.0
30,0.0,0.0,0.1577847443830832,0.0218040462313992
31,0.0,0.0,0.0,0.0383073225717036
32,0.0,0.0,0.0,0.0
33,0.0488196844139326,0.06662512852351919,0.0485102650915648,0.0868957641090404
34,0.041093139346118204,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0
36,0.0034032896088983,0.0,0.0,0.0
37,0.3532141219501303,0.0163045172748416,0.0,0.1531568659109842
38,0.0,0.0,0.0,0.0
39,0.0,0.0,0.23910551591722617,0.0681364771853925
40,0.0,0.0,0.0146757088267736,0.089056214851458
41,0.0,0.0,0.0,0.0
42,0.0,0.0290796657923435,0.2662153342906347,0.1332091741832646
43,0.0683061535084969,0.0294930876662279,0.0533077662473803,0.1189759136446036
44,0.0,0.0,0.0,0.0
45,0.28673848077042263,0.0,0.0233076696096559,0.1017440360658932
46,0.0,0.1462323617172584,0.0433918640180122,0.2356879255536225
47,0.0,0.0208932663939946,0.043594912293609296,0.27941396697579846
48,1.2600879662224838,0.3131117679472884,0.0,0.6006705229288113
49,0.009300359970161,0.0841619976534604,0.0,0.0143424256786884
50,0.0,0.0,0.0,0.0641093220893225
51,0.3371582287634368,0.5954793787086913,0.3178256809584298,1.7131622895820326
52,0.0,0.586433199378268,0.0,0.0
53,0.0,0.27515324115743767,0.041299510438098,0.2096907583204686
54,0.0,0.0124546894562163,0.0092228368015482,0.0016730182971866
55,0.0697062570970749,0.03136865331598,0.1815197656551707,0.1129220740016576
56,0.0333714725687746,0.1866772669386063,0.0,0.0622447430586844
57,0.0293556669332456,0.0030197905688103,0.0,0.0
58,0.6947236476873312,0.1706683917063401,0.6877938780109968,1.2459193154709103
59,0.0,0.0,0.0,0.0
60,0.0,0.003963556084542,0.0,0.0372178437394428
61,0.0,0.1016719614459493,0.0426093256374094,0.0318223868104871
62,0.0600589072515084,0.0,0.0,0.5004079816304582
63,0.6971364689121164,0.3152920963064104,0.3346984889725826,1.6468863254092458
64,0.0,0.0,0.0,0.010445470634438
65,0.0,0.0,0.0164604402934468,0.0501742017351902
66,0.0426845286901307,0.0186867483167112,0.0,0.0432212971674695
67,0.0,0.064459312822649,0.0077429345800465,0.0
68,0.6227785245179326,0.0577233897666545,0.159836065490439,0.1371087927525321
69,0.0,0.4761513723428446,0.0414691934320633,0.0
70,0.0,0.0,0.0060295266957701,0.0086409045729074
71,0.4142009903339554,0.3855125831673798,0.3754789259902233,1.9207932949381976
72,0.6099051874341188,0.8592951003370644,0.0305651650695966,0.5671568604183596
73,0.0,0.0,0.0,0.0125986039998917
74,0.0,0.0,0.0,0.0
75,0.0043831279149143,0.0317079326008312,0.0,0.0294839188776479
76,0.1995498000266982,0.1040482738169611,0.2937647329476894,0.0863012161078505
77,0.0,0.1539416512645063,0.0,0.0
78,0.0,0.0628518360977983,0.0647751963904876,0.0
79,1.118903319552661,0.5449735447266315,1.5825396818114421,1.6237161523878694
80,0.0192192188570552,0.0,0.0509712505405739,0.2790295174888016
81,0.0,0.1098847783863862,0.3606885836420331,0.1741475868195281
82,0.0,0.1537439078174246,0.2963825802968433,0.0093555096594984
83,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0107386727811428,0.0
85,0.0,0.011285371190137899,0.043500454044974005,0.0458867104166268
86,1.15510013739387,1.0492788573703529,0.0,1.3200604721807365
87,0.0,0.0,0.0,0.061864111953923495
88,0.2643700153601963,0.0,0.0897199840843507,0.0454320561408214
89,0.0,0.0,0.0442910555384489,0.23625026850093878
90,0.0,0.0,0.0,0.0
91,0.1703030182377416,0.042285200124901,0.0,0.0569305090861334
92,0.0,0.2163930968080359,0.2006396532589134,0.0298308658240798
93,0.0,0.0,0.0,0.0
94,1.0853092400091882,0.5013237151011055,0.0,0.8196611953053339
95,0.0022498592222679,0.008868228231571601,0.0086933477486958,0.0050369521194771
96,0.0217579559887739,0.3565255134931151,0.0333872646092151,0.0
97,0.0,0.0,0.0,0.0112645361092194
98,0.0,0.0,0.0,0.8959705790424675
99,0.0,0.0,0.0,0.0
100,0.2979094077493505,0.0,0.2173726998221304,0.4767711963103789
101,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.1090588842420979
103,0.1849999998411249,0.084193548745388,0.6822389815048229,0.0506015038690361
104,0.030191272887367,0.0052379650352753,0.0056121675368168,0.0084175447000121
105,0.07140636011054119,0.0,0.0,0.0
106,0.0465136240263782,0.0189873417721519,0.0,0.0
107,0.0428764531033992,0.0384924774133185,0.0,0.0
108,0.1061516190638,0.0747380209742724,0.0,0.0
109,0.0,0.0910384068824272,0.0216718266004518,0.0
110,0.5558897768381306,0.0,0.1457646827975403,0.0
111,0.0326746967765474,0.05375552186717571,0.0,0.1429595627561714
112,0.1340882149598175,0.06343595964796181,0.0,0.411103421599197
113,0.1846836132235546,0.7900649885326585,0.025120771905062,0.1765759739932738
114,0.0670480959503405,0.0,0.0087687250584962,0.0
115,0.0075404754418765,0.0,0.088625459124333,0.0
116,0.0,0.23479541585095948,0.0,0.0
117,0.0142843456825303,0.026169591690886,0.0116959078616069,0.0248891793826773
118,0.0,0.0,0.0,1.4537323002379787
119,0.0127274303997939,0.0,0.1369431225481563,0.014422294841536398
120,0.0,0.0,0.0042725839569922,0.0
121,0.0,0.0,0.009715445114772,0.0180315282535945
122,0.0,0.0,0.0,0.0
123,0.0,0.29322964048304223,0.0330603687510671,0.0
124,0.0194421826011052,0.0469677660332101,0.0054144052805925,0.0290458421606379
125,0.0142443488108257,0.0170339618327151,0.011189311752600298,0.0
126,0.0530303024670951,0.1458952374961625,0.2907489139438489,0.0687884830222516
127,0.1307725092163444,0.0628571422543265,0.052646264442832,0.1027264870246246
128,0.468085102381168,1.3609671142637263,1.147826074396189,0.5752380869455562
129,0.0,0.0,0.0,0.9957727215738885
130,0.0,0.00810547115418,0.00810547115418,0.0
131,0.3945962715650703,0.6460204776292588,0.0,0.253535563946006
132,0.0,0.33606801025823896,0.1023008244680155,0.0582226764860345
133,0.0476976152217434,0.0152150283814632,0.3796057646530743,0.149727747026491
134,0.631098769516767,0.24891502129223742,0.0,0.0
135,0.0,0.0,0.0,0.0404821627928531
136,0.0,0.0,0.12127966798776481,0.2755587147017273
137,0.0,0.14993057156775252,0.40327202149999913,0.0
138,0.0728353774445861,0.2428681641702804,0.0855507174794002,0.0499904421400316
139,0.0,0.0,0.0173804862732436,0.0
140,0.0132672176605786,0.0145545174145747,0.0,0.0
141,0.0156199608776659,0.020675476081915,0.0,0.0657581527727323
142,0.015733763559820597,0.0452843207194028,0.0055446839571255,0.0520686012366656
143,0.0,0.31645399243006606,0.0549082291493747,0.0010261203686028
144,0.0442249852668425,0.0206830087345359,0.049858294935987,0.0129584973218934
145,0.2459842470857011,0.3174975465604682,0.5325216437821487,0.6125338078837399
146,0.0,0.0,0.1763798961559425,0.0
147,0.0893682586967912,0.2126348224783282,0.2607016980905446,0.4034612215788505
148,0.2233092486298786,0.0,0.3448284512925099,0.0239182428868958
149,0.2103896111301062,0.0630681831698104,0.5261880876379005,0.0
150,0.024368172404602,0.12705533206537992,0.0,0.0
151,0.0,0.0951576582662158,0.0,0.29169263574960586
152,0.14330266743596032,0.0773564908254419,0.0708640671869586,0.0
153,0.0,0.0,0.0,0.0
154,0.0,0.0,0.0,0.0803303255194826
155,0.4059042805772839,0.0221051093981883,0.0,0.014124579154064799
156,0.4891426241798476,0.0,0.5484205056942997,0.0
157,0.0,0.0,0.0,0.0192382438593307
158,0.0,0.0050420168884028,0.0063492062837208,0.023166023049014
