,Pre-1900s,Unknown,20th century,21st century
0,0.0866983372996249,0.0440983860811654,0.0330407470145705,0.0
1,0.0373162256347611,0.0,0.0,0.0
2,0.0,0.2557028395508422,0.0,0.0
3,0.0964059196721081,0.1519192725441702,0.0516392119020467,0.0
4,0.1364548309113805,0.3301208049712391,0.0071008999028114,0.0
5,1.1250379020986254,0.27518402636998174,0.3140035352173684,0.0
6,0.0,0.032202710782469904,0.0,0.0
7,0.0601736973518324,0.0832118118536343,0.0,0.0
8,0.0,0.0412378563760121,0.0,0.0
9,0.09197894729835819,0.0799371220841059,0.0,0.0
10,0.0263286205113938,0.0279713999615111,0.0667095988914103,0.0
11,0.0,0.0,0.0,0.0
12,0.0914074527635151,0.8763501929109656,0.0260804522816934,0.0
13,0.0,0.0,0.0,0.0
14,0.0,0.11395100863613791,0.0,0.0
15,0.2291986995245539,0.3557446152024878,0.3241726284427685,0.63812222333659
16,0.0,0.0100816786973425,0.0651060139981624,0.1493610118715638
17,0.0822637299433069,0.0,0.1762862494703988,0.0
18,0.0493322807875728,0.0072502169754575,0.0202280110486994,0.0
19,0.0,0.0072944843600169,0.0,0.0
20,0.0,0.0919266404985975,0.0,0.0
21,0.0067955384238015,0.0,0.0,0.0
22,0.427023860455953,0.0,2.2865076595982288,0.7806828277966589
23,0.3311418334355208,0.0,1.7741005005320407,0.1164021162063652
24,0.0,0.025012090870138302,0.0,0.0
25,0.0623323242098249,0.014447884413474,0.102541490767249,0.0
26,0.0,0.2061355407227791,0.004548675685324,0.0
27,0.0,0.012917933135264,0.0,0.0
28,0.232258064516129,0.0708657653226788,1.433885249202677,0.35134408660079147
29,0.0827629952018389,0.28976929042440114,0.0,0.0
30,0.0,0.1795887906144824,0.0,0.0
31,0.0,0.0383073225717036,0.0,0.0
32,0.0,0.0,0.0,0.0
33,0.0,0.25085084213805703,0.0,0.0
34,0.0360533116383036,0.0,0.0050398277078146,0.0
35,0.0,0.0,0.0,0.0
36,0.0,0.0034032896088983,0.0,0.0
37,0.1485261779746877,0.3739335752211581,0.0002157519401103,0.0
38,0.0,0.0,0.0,0.0
39,0.0,0.3072419931026186,0.0,0.0
40,0.0,0.1037319236782316,0.0,0.0
41,0.0,0.0,0.0,0.0
42,0.0,0.2968365750823146,0.1316675991839282,0.0
43,0.13526264894504442,0.0967250338536735,0.0380952382679908,0.0
44,0.0,0.0,0.0,0.0
45,0.031750409939563996,0.38003977650640774,0.0,0.0
46,0.0,0.4253121512888931,0.0,0.0
47,0.111860832485948,0.0486636267430848,0.18337768643436958,0.0
48,0.0,0.0,1.856352562876854,0.3175176942217295
49,0.0143424256786884,0.0934623576236214,0.0,0.0
50,0.0,0.049139539944759406,0.0149697821445631,0.0
51,0.9379904456222127,0.0,1.5200390804119157,0.5055960519784621
52,0.0171428570373015,0.5692903423409664,0.0,0.0
53,0.0,0.5261435099160042,0.0,0.0
54,0.0,0.0233505445549511,0.0,0.0
55,0.0721389104111004,0.2104557656571252,0.1129220740016576,0.0
56,0.2430476019084627,0.0392458806576026,0.0,0.0
57,0.0030197905688103,0.0293556669332456,0.0,0.0
58,0.0,2.7991052328755783,0.0,0.0
59,0.0,0.0,0.0,0.0
60,0.0097756142582005,0.003963556084542,0.0274422294812423,0.0
61,0.0101428159849905,0.1659608579088553,0.0,0.0
62,0.0,0.5004079816304582,0.0600589072515084,0.0
63,0.3152920963064104,2.6787212832939447,0.0,0.0
64,0.0,0.010445470634438,0.0,0.0
65,0.0,0.066634642028637,0.0,0.0
66,0.0,0.0,0.1045925741743114,0.0
67,0.0,0.0722022474026955,0.0,0.0
68,0.0,0.9774467725275582,0.0,0.0
69,0.1302356842762593,0.38738488149864864,0.0,0.0
70,0.0,0.0146704312686775,0.0,0.0
71,0.8111061104941115,0.0008547006345825,1.5358674308996254,0.7481575524014366
72,0.5671568604183596,0.0663839043227226,0.6960897711553327,0.7372917773627246
73,0.0049019612508009,0.0,0.0076966427490908,0.0
74,0.0,0.0,0.0,0.0
75,0.0,0.06557497939339339,0.0,0.0
76,0.3992173667978131,0.1796850112066995,0.1047616448946866,0.0
77,0.0,0.0,0.1539416512645063,0.0
78,0.0251015130514962,0.06587999455427421,0.0366455248825155,0.0
79,0.0,4.870132698478604,0.0,0.0
80,0.0,0.3492199868864307,0.0,0.0
81,0.0,0.6447209488479474,0.0,0.0
82,0.0,0.45948199777376636,0.0,0.0
83,0.0,0.0,0.0,0.0
84,0.0,0.0107386727811428,0.0,0.0
85,0.0,0.0780309441300439,0.0195923218847892,0.0030492696369056
86,0.055761727566295,2.589841177548069,0.8788365618305953,0.0
87,0.0,0.061864111953923495,0.0,0.0
