,20th century,21st century,Pre-1900s,Unknown
0,0.0,0.0,0.4985994350405256,0.47619047165532846
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0111111110117284,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,1.725359453326533
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.2857142826303855,0.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.5454545402479338
11,0.565610864054278,0.0,0.0,0.5378280551149455
12,0.0,0.0,2.757575734761249,0.6969696912167126
13,0.0,0.0,0.0,2.0300940413119837
14,0.4999999954166667,0.0,0.9933333242224445,0.0
15,0.2608695629489603,0.2608695629489603,0.0,2.087709373207576
16,0.6572008191500478,0.1095334698583413,0.0,0.43894523646872186
17,0.0,2.1428571135204084,0.0,0.0
18,0.0,0.0,0.0,0.0
19,1.467246363336137,0.0,0.159999998528,0.0
20,0.0,0.0,0.0,0.9453797556463662
21,1.7391304189035914,0.0,0.0,0.0
22,0.2444444469609875,0.0,0.0,0.0488888893921975
23,0.1739130418903591,0.0,1.0600413982046302,0.3478260837807182
24,0.8888888813168727,0.0,0.0,2.0740740564060363
25,0.0,0.0,0.0,0.0
26,0.239999997312,0.0,0.0,1.5733333155013
27,0.319999997056,0.479999995584,0.0,0.7999999926400001
28,0.0,0.0,0.0,0.0
29,0.7957894668009307,0.239999997888,0.0,1.19999998944
30,0.0,0.0,0.0,0.0
31,1.1111111015432098,0.1666666651388889,0.1538461524260355,0.9999999925
32,1.459999986584667,0.0,0.159999998528,0.0
33,0.0952380943310657,0.0,0.0,0.7619047546485255
34,0.0,0.0,0.0,0.0
35,0.0,0.0,0.2557444930265419,0.117894739386504
36,0.6371100180200115,1.274220036040023,0.0,0.9704433520676304
37,0.0,0.0,1.224358980366535,0.8076923117554238
38,0.0,0.0,0.0,1.658862862427042
39,0.0,0.0,1.447619050988843,0.0
40,0.0657894732124307,0.0,0.0,0.0
41,0.0,0.0,0.0,1.7391304189035914
42,0.0202429155976167,0.0,0.0202429155976167,0.16194332478093362
43,0.47076922661581067,0.079999997888,0.0,1.3072527343849274
44,0.0,0.0,0.0,2.9002848759666726
45,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0
47,0.5378787780865469,0.3636363570247932,0.0,0.0
48,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.24666666366688889
50,0.0,0.0,0.0,0.1743589756665351
51,0.8430292980224782,0.0,0.0,0.0
52,0.0,0.0740740750068587,0.0,0.0
53,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,1.1381312899637885
