,Low,Medium-High,High,Medium-Low
0,0.4,0.1,0.0,0.5
1,0.9,0.1,0.0,0.0
2,0.3,0.1,0.0,0.6
3,0.8,0.1,0.0,0.1
4,0.0,0.3,0.2,0.5
5,0.4,0.3,0.0,0.3
6,0.2,0.4,0.0,0.4
7,0.9,0.0,0.0,0.1
8,0.5,0.0,0.0,0.5
9,0.9,0.0,0.0,0.1
10,0.1,0.2,0.4,0.3
11,0.7,0.0,0.0,0.3
12,0.4,0.1,0.0,0.5
13,0.6,0.3,0.0,0.1
14,1.0,0.0,0.0,0.0
15,0.1,0.2,0.1,0.6
16,0.1,0.3,0.0,0.6
17,1.0,0.0,0.0,0.0
18,1.0,0.0,0.0,0.0
19,1.0,0.0,0.0,0.0
20,0.6,0.2,0.0,0.2
21,0.9,0.0,0.0,0.1
22,0.3,0.3,0.0,0.4
23,0.2,0.4,0.1,0.3
24,0.5,0.2,0.2,0.1
25,0.8,0.0,0.0,0.2
26,0.1,0.5,0.0,0.4
27,0.6,0.3,0.0,0.1
28,0.2,0.2,0.0,0.6
29,0.5,0.1,0.0,0.4
30,0.7,0.0,0.0,0.3
31,0.4,0.1,0.0,0.5
32,0.5,0.2,0.0,0.3
33,0.0,0.7,0.2,0.1
34,0.0,0.2,0.4,0.4
35,1.0,0.0,0.0,0.0
36,0.4,0.3,0.1,0.2
37,0.5,0.2,0.0,0.3
38,0.6,0.0,0.0,0.4
39,1.0,0.0,0.0,0.0
40,0.8,0.0,0.0,0.2
41,0.2,0.3,0.2,0.3
42,0.2,0.0,0.0,0.8
43,0.5,0.1,0.1,0.3
44,0.1,0.3,0.0,0.6
45,0.0,0.7,0.0,0.3
46,0.8,0.0,0.0,0.2
47,0.6,0.2,0.0,0.2
48,0.5,0.2,0.0,0.3
49,0.5,0.1,0.1,0.3
50,0.2,0.3,0.1,0.4
51,0.6,0.0,0.0,0.4
52,0.4,0.0,0.0,0.6
53,1.0,0.0,0.0,0.0
54,1.0,0.0,0.0,0.0
55,0.5,0.1,0.0,0.4
56,0.2,0.0,0.1,0.7
57,0.8,0.0,0.0,0.2
58,0.0,0.7,0.0,0.3
59,0.5,0.2,0.0,0.3
60,0.6,0.0,0.0,0.4
61,0.7,0.0,0.0,0.3
62,0.5,0.1,0.0,0.4
63,0.6,0.0,0.0,0.4
64,0.1,0.2,0.3,0.4
65,0.6,0.1,0.0,0.3
66,0.4,0.0,0.0,0.6
67,0.8,0.0,0.0,0.2
68,0.3,0.1,0.0,0.6
69,0.8,0.0,0.0,0.2
70,0.2,0.4,0.1,0.3
71,1.0,0.0,0.0,0.0
72,0.6,0.1,0.0,0.3
73,0.5,0.3,0.0,0.2
74,0.4,0.1,0.0,0.5
75,0.5,0.1,0.1,0.3
76,0.5,0.0,0.0,0.5
77,0.0,0.5,0.2,0.3
78,0.1,0.1,0.6,0.2
79,0.8,0.1,0.0,0.1
80,0.1,0.4,0.2,0.3
81,0.0,0.5,0.2,0.3
82,0.8,0.1,0.0,0.1
83,0.4,0.3,0.1,0.2
84,0.9,0.0,0.0,0.1
85,1.0,0.0,0.0,0.0
86,0.8,0.0,0.0,0.2
87,0.6,0.2,0.0,0.2
88,0.7,0.0,0.0,0.3
89,0.7,0.1,0.0,0.2
90,0.4,0.1,0.0,0.5
91,1.0,0.0,0.0,0.0
92,0.0,0.6,0.2,0.2
93,0.1,0.3,0.2,0.4
94,0.7,0.1,0.0,0.2
95,0.5,0.0,0.0,0.5
96,0.3,0.3,0.0,0.4
97,1.0,0.0,0.0,0.0
98,0.5,0.2,0.0,0.3
99,0.3,0.1,0.6,0.0
100,0.5,0.1,0.0,0.4
101,0.8,0.0,0.0,0.2
102,0.4,0.3,0.1,0.2
103,0.3,0.3,0.0,0.4
104,0.8,0.1,0.0,0.1
105,0.3,0.2,0.0,0.5
106,0.7,0.0,0.0,0.3
107,0.4,0.0,0.2,0.4
108,0.5,0.0,0.0,0.5
109,0.4,0.3,0.0,0.3
110,0.8,0.0,0.0,0.2
111,0.7,0.1,0.0,0.2
112,0.6,0.2,0.0,0.2
113,1.0,0.0,0.0,0.0
114,0.7,0.1,0.1,0.1
115,0.4,0.2,0.0,0.4
116,0.4,0.0,0.1,0.5
117,0.6,0.2,0.0,0.2
118,1.0,0.0,0.0,0.0
119,0.5,0.1,0.0,0.4
120,1.0,0.0,0.0,0.0
121,0.8,0.0,0.0,0.2
122,0.2,0.1,0.2,0.5
123,0.4,0.1,0.1,0.4
124,0.4,0.2,0.0,0.4
125,0.0,0.3,0.1,0.6
126,0.4,0.0,0.0,0.6
127,0.3,0.3,0.0,0.4
128,0.7,0.1,0.2,0.0
129,0.3,0.2,0.1,0.4
130,1.0,0.0,0.0,0.0
131,0.8,0.1,0.0,0.1
132,0.0,0.4,0.0,0.6
133,0.7,0.0,0.0,0.3
134,0.5,0.0,0.1,0.4
135,0.5,0.1,0.0,0.4
136,0.3,0.2,0.0,0.5
137,0.6,0.0,0.0,0.4
138,0.1,0.4,0.1,0.4
139,0.4,0.1,0.0,0.5
140,0.7,0.0,0.1,0.2
141,0.3,0.2,0.0,0.5
142,0.6,0.0,0.0,0.4
143,0.4,0.0,0.0,0.6
144,0.1,0.6,0.0,0.3
145,0.3,0.3,0.0,0.4
146,0.9,0.0,0.0,0.1
147,0.8,0.0,0.0,0.2
148,1.0,0.0,0.0,0.0
149,0.6,0.2,0.0,0.2
150,0.5,0.1,0.0,0.4
151,0.5,0.2,0.0,0.3
152,0.5,0.0,0.0,0.5
153,0.1,0.7,0.0,0.2
154,0.8,0.0,0.0,0.2
155,1.0,0.0,0.0,0.0
156,0.6,0.1,0.0,0.3
157,0.2,0.3,0.0,0.5
158,0.4,0.2,0.0,0.4
159,0.6,0.1,0.0,0.3
160,0.6,0.1,0.0,0.3
161,0.4,0.2,0.0,0.4
162,0.0,0.7,0.0,0.3
163,0.7,0.1,0.0,0.2
164,0.9,0.0,0.0,0.1
165,0.0,0.5,0.5,0.0
166,0.9,0.0,0.0,0.1
167,0.7,0.0,0.0,0.3
168,0.4,0.1,0.0,0.5
169,1.0,0.0,0.0,0.0
170,0.6,0.1,0.0,0.3
171,0.6,0.1,0.1,0.2
172,0.7,0.0,0.0,0.3
173,1.0,0.0,0.0,0.0
174,0.1,0.5,0.1,0.3
175,0.3,0.3,0.1,0.3
176,0.4,0.1,0.0,0.5
177,0.8,0.0,0.0,0.2
178,0.5,0.1,0.0,0.4
179,1.0,0.0,0.0,0.0
180,0.7,0.0,0.0,0.3
181,0.3,0.2,0.2,0.3
182,0.4,0.1,0.0,0.5
183,1.0,0.0,0.0,0.0
184,0.6,0.2,0.0,0.2
185,0.4,0.2,0.0,0.4
186,1.0,0.0,0.0,0.0
187,1.0,0.0,0.0,0.0
188,0.1,0.1,0.2,0.6
189,1.0,0.0,0.0,0.0
190,0.4,0.1,0.1,0.4
191,1.0,0.0,0.0,0.0
192,0.7,0.0,0.0,0.3
193,0.4,0.2,0.1,0.3
194,0.3,0.5,0.0,0.2
195,0.1,0.4,0.3,0.2
196,0.7,0.0,0.0,0.3
197,0.0,0.3,0.0,0.7
198,0.6,0.3,0.0,0.1
199,0.2,0.2,0.0,0.6
200,1.0,0.0,0.0,0.0
201,0.7,0.0,0.0,0.3
202,0.3,0.2,0.0,0.5
203,0.7,0.0,0.2,0.1
204,1.0,0.0,0.0,0.0
205,0.1,0.3,0.3,0.3
206,0.6,0.1,0.0,0.3
207,0.1,0.3,0.1,0.5
208,0.3,0.1,0.0,0.6
209,0.8,0.0,0.0,0.2
210,0.3,0.3,0.0,0.4
211,0.3,0.6,0.0,0.1
212,0.6,0.1,0.0,0.3
213,0.8,0.0,0.0,0.2
214,0.7,0.0,0.0,0.3
215,1.0,0.0,0.0,0.0
216,0.2,0.2,0.1,0.5
217,0.5,0.2,0.0,0.3
218,0.7,0.1,0.0,0.2
219,0.7,0.0,0.1,0.2
220,0.9,0.0,0.0,0.1
221,0.3,0.3,0.0,0.4
222,0.3,0.3,0.1,0.3
223,0.1,0.3,0.0,0.6
224,0.1,0.2,0.1,0.6
225,0.6,0.0,0.0,0.4
226,0.5,0.1,0.0,0.4
227,0.6,0.0,0.0,0.4
228,0.5,0.0,0.5,0.0
229,0.7,0.0,0.0,0.3
230,0.8,0.0,0.0,0.2
231,0.9,0.0,0.0,0.1
232,0.8,0.0,0.0,0.2
233,0.1,0.2,0.0,0.7
234,0.6,0.2,0.1,0.1
235,0.4,0.0,0.0,0.6
236,1.0,0.0,0.0,0.0
237,0.3,0.1,0.3,0.3
238,0.7,0.2,0.0,0.1
239,0.6,0.2,0.0,0.2
240,0.7,0.0,0.0,0.3
241,0.6,0.1,0.0,0.3
242,0.6,0.1,0.0,0.3
243,0.8,0.1,0.0,0.1
244,0.9,0.1,0.0,0.0
